SAMPLES,c1_4238,c1_4925,c2_10615,c2_10690,c2_13133,c2_19081,c2_27635,c2_30460,c2_33657,c2_4030,c2_44816,c2_52196,c2_52202,c2_52203,c2_56602
15061334,3,4,3,1,1,2,4,2,3,1,0,1,3,3,1
15061631,3,0,3,1,1,2,4,3,2,3,3,0,4,4,1
15060964,4,0,4,0,1,0,3,4,2,3,3,0,4,4,1
15061778,3,3,3,1,1,1,3,2,3,1,1,1,3,3,0
15061718,3,0,3,1,1,2,4,4,3,3,3,1,3,3,0
15061486,4,3,4,0,0,1,2,2,2,2,4,0,4,4,0
15060214,4,1,2,2,0,1,3,4,4,1,2,0,3,4,0
15061333,4,4,3,1,0,0,2,3,4,1,2,1,3,3,1
15061962,3,0,3,1,1,1,3,4,3,1,2,0,4,4,0
15061624,3,2,3,1,1,1,3,4,2,0,1,1,3,3,1
15061282,4,0,4,0,0,2,3,4,4,2,2,0,2,4,1
15061529,3,1,4,0,1,1,3,3,3,2,3,0,3,4,0
15061935,3,0,3,1,1,1,3,4,3,1,2,0,4,4,0
15061568,4,2,3,1,0,2,3,3,4,2,2,1,3,3,3
15061491,3,3,3,1,1,1,3,2,3,1,1,1,3,3,0
15061318,3,2,4,0,1,1,1,3,3,1,2,0,3,4,1
15061361,3,2,3,1,1,2,3,4,3,1,2,0,4,4,1
15061515,3,2,3,1,1,2,4,4,4,2,0,1,1,3,0
15062123,4,2,3,1,0,1,4,3,3,2,0,0,2,4,0
15061358,4,3,3,1,0,2,4,2,2,2,1,0,4,4,0
15061428,3,3,3,1,1,1,3,3,4,1,2,0,4,4,1
15061496,3,1,3,1,1,1,3,3,2,2,3,0,4,4,0
15061648,4,3,3,1,0,4,3,2,4,1,1,1,3,3,1
15061808,2,1,4,0,2,3,4,3,3,3,2,0,4,4,0
15061600,3,1,3,3,1,2,3,4,2,2,2,0,3,4,0
15061730,4,2,4,0,0,1,2,3,2,1,3,0,4,4,0
15061623,4,3,3,1,0,2,4,2,2,2,1,0,4,4,0
15061405,4,0,4,0,0,2,3,4,4,2,2,0,3,4,1
15061299,4,0,4,0,0,2,3,4,4,2,2,0,2,4,1
15061578,3,2,3,1,1,1,4,3,3,3,2,0,4,4,2
15061476,3,2,3,1,1,1,3,3,4,1,2,0,3,4,1
15061765,3,1,4,0,1,1,3,3,3,2,3,0,3,4,0
15062111,4,3,3,1,0,2,3,2,2,1,1,0,4,4,2
15061397,3,2,3,1,1,1,3,4,2,0,1,1,3,3,1
15061713,4,3,3,1,0,2,4,2,2,2,1,0,4,4,0
15061584,3,0,4,0,1,2,4,4,4,2,0,2,2,2,0
15061912,4,1,4,0,0,2,3,2,3,3,2,0,4,4,1
15061260,4,3,3,1,0,2,4,2,2,2,1,0,4,4,0
15062099,3,1,4,0,1,3,3,3,2,1,2,0,4,4,1
15061350,4,2,3,1,0,1,3,4,2,3,2,1,3,3,1
15060933,4,1,4,0,0,2,2,2,1,2,2,1,3,3,1
15061548,4,4,2,2,0,2,4,2,2,2,2,0,4,4,0
15061348,3,2,3,1,1,2,3,4,3,1,2,0,4,4,1
15061560,3,1,3,0,1,2,3,3,2,2,1,0,3,4,0
15061544,3,2,3,1,1,1,3,4,2,0,2,1,4,3,2
15061449,3,0,3,1,1,2,4,4,3,3,3,1,3,3,0
15062348,3,3,3,1,1,1,3,3,4,1,2,0,4,4,1
15061916,3,2,3,1,1,2,3,4,3,1,2,0,4,4,1
15062138,3,2,3,1,1,1,3,4,2,0,1,1,3,3,1
15061946,3,1,3,1,1,1,3,3,3,2,3,0,4,4,0
15061676,3,2,3,1,1,2,3,4,3,1,2,0,4,4,1
15060536,3,0,4,0,0,3,2,4,3,3,3,0,2,4,0
15061391,3,3,3,1,1,1,3,2,3,1,1,1,3,3,0
15061662,3,0,3,1,1,2,4,4,3,3,3,1,3,3,0
15061228,3,0,4,0,1,2,4,4,4,3,2,1,3,3,0
15061356,3,1,4,0,1,1,3,4,3,2,2,1,2,3,0
15061963,3,3,3,1,1,1,3,2,3,1,1,1,3,3,0
15061338,3,2,3,1,1,1,3,4,2,0,1,1,3,3,1
15062331,3,1,4,0,1,1,NA,4,3,2,2,1,2,3,0
15062098,3,3,3,1,1,1,3,3,4,1,2,0,4,4,1
15062114,4,2,4,0,0,0,3,3,2,1,1,0,4,4,0
15062046,4,1,4,0,0,2,3,2,3,3,2,0,4,4,1
15062370,3,2,3,1,1,1,4,3,3,3,2,0,4,4,2
15061685,4,1,4,0,0,2,3,3,3,2,3,0,4,4,1
15061540,4,2,3,1,0,1,4,3,3,2,0,0,2,4,0
15061721,4,1,4,0,0,3,3,4,3,1,3,0,4,4,0
15062074,4,3,4,0,0,2,4,3,2,2,1,0,4,4,0
15062362,3,2,3,1,1,2,3,4,3,1,2,0,4,4,1
15061689,3,3,3,1,1,1,3,2,3,1,1,1,3,3,0
15061357,3,2,3,1,1,1,4,3,3,3,2,0,4,4,2
15061376,3,3,3,1,1,1,3,3,4,1,2,0,4,4,1
15061308,3,3,3,1,1,1,3,2,3,1,1,1,3,3,0
