SAMPLES,c1_11319,c1_12106,c1_14044,c1_14089,c1_4359,c1_513,c1_5137,c1_7342,c2_1508,c2_15268,c2_15676,c2_15796,c2_20714,c2_21041,c2_24454,c2_26210,c2_27699,c2_27715,c2_27763,c2_28665,c2_28666,c2_28697,c2_29386,c2_2957,c2_3079,c2_34115,c2_3747,c2_39100,c2_40523,c2_41336,c2_41337,c2_41391,c2_4366,c2_44266,c2_45071,c2_46398,c2_48817,c2_48951,c2_49476,c2_50176,c2_51578,c2_52206,c2_52898,c2_53708,c2_54811,c2_55639,c2_55830,c2_55835,c2_58236,c2_9375
15061499,3,1,4,2,3,3,3,3,0,0,3,2,1,0,0,1,0,4,0,3,1,2,0,2,0,3,1,4,2,0,2,2,2,0,2,2,4,2,2,3,1,3,2,2,3,2,2,2,2,2
15061647,3,2,3,1,3,2,4,3,0,1,3,1,1,1,0,1,0,4,0,2,3,3,0,1,0,3,1,4,0,1,3,3,3,1,0,2,4,1,2,3,0,1,1,2,2,2,3,1,3,4
15061612,2,1,3,2,3,4,3,4,1,1,2,0,2,0,1,3,0,4,0,2,2,2,1,1,1,3,2,4,2,1,1,3,4,2,1,1,2,1,2,4,1,2,1,3,3,3,3,1,3,1
15061742,3,1,4,2,3,3,3,3,0,0,3,2,1,0,0,1,0,4,0,3,1,2,0,2,0,3,1,4,2,0,2,2,2,0,2,2,4,2,2,3,1,3,2,2,3,2,2,2,2,2
15061710,4,0,3,1,3,0,3,3,2,1,4,0,2,0,1,1,0,4,0,0,4,4,1,2,1,3,3,3,1,2,2,3,4,2,4,2,4,1,2,4,0,1,2,1,2,2,3,1,2,4
15062372,3,1,2,2,2,3,4,4,1,0,3,1,2,0,1,2,1,3,1,1,4,4,0,3,1,3,2,3,2,1,3,3,2,1,1,3,3,1,3,4,0,0,2,3,3,2,3,1,2,3
15061583,3,1,3,3,1,3,4,3,0,0,2,0,2,1,0,1,1,3,1,2,2,3,0,2,0,2,2,3,2,1,2,2,2,1,2,4,3,1,3,2,1,2,1,3,3,3,1,3,3,4
15061767,3,1,3,4,3,4,4,3,0,0,4,1,3,0,2,0,0,4,0,1,4,4,1,2,0,3,3,4,2,2,2,4,3,2,2,2,4,2,4,4,0,1,2,2,2,4,2,2,2,4
15062130,3,2,4,2,2,4,4,3,0,0,3,1,2,0,1,3,0,4,0,1,3,3,0,0,0,4,2,4,0,1,2,3,4,3,0,0,4,0,1,2,0,1,1,2,3,3,4,0,3,4
15061637,3,2,3,1,3,2,4,3,0,1,3,1,1,1,0,1,0,4,0,2,3,3,0,1,0,3,1,4,0,1,3,3,3,1,0,2,4,1,2,3,0,1,1,2,2,2,3,1,3,4
15061337,3,1,3,3,2,1,4,4,1,0,3,0,2,0,0,2,0,4,0,1,3,3,0,1,0,3,1,3,1,1,2,3,3,2,1,2,3,0,2,4,0,0,2,2,2,3,3,1,2,4
15062104,1,1,1,1,4,3,4,3,2,0,4,0,2,0,1,3,1,3,1,2,2,2,1,2,0,4,2,4,0,2,2,4,4,1,2,1,2,1,4,4,0,1,1,2,2,4,3,1,3,3
15061579,2,0,4,3,3,2,4,3,2,0,2,0,3,1,1,1,0,4,0,3,2,2,0,3,1,4,3,3,2,0,1,1,4,1,1,1,3,1,2,3,1,1,3,4,4,3,2,2,1,4
15061932,2,1,3,4,1,2,3,4,0,1,3,2,3,1,1,2,1,3,1,3,3,3,3,1,0,2,2,4,1,1,2,2,4,1,1,3,3,2,3,4,0,0,1,3,2,2,1,3,3,3
15061603,3,1,3,2,2,2,4,3,1,0,3,0,2,0,1,2,1,3,1,2,3,3,0,2,0,3,2,4,1,1,2,3,3,1,2,2,3,0,2,4,0,2,3,2,3,3,2,2,1,4
15060025,3,2,3,1,3,2,4,3,0,1,3,1,1,2,0,1,0,4,0,2,3,3,0,1,0,3,1,4,0,1,3,3,3,1,0,2,4,1,2,3,0,1,1,2,2,2,3,1,3,4
15061704,3,2,3,1,3,2,4,3,0,1,3,1,1,2,0,1,0,4,0,2,3,3,0,1,0,3,1,4,0,1,3,3,3,1,0,2,4,1,2,3,0,1,1,2,2,2,3,1,3,4
15061334,2,2,4,3,2,2,4,3,1,0,2,0,2,0,1,3,1,3,1,1,3,3,0,0,0,4,1,3,1,1,3,3,4,2,2,2,3,1,2,3,0,1,2,2,3,3,3,1,2,3
15061631,4,0,3,1,3,0,3,3,2,1,4,0,2,0,1,1,0,4,0,0,4,4,1,2,1,3,3,3,1,2,2,3,4,2,4,2,4,1,2,4,0,1,2,1,2,2,3,1,2,4
15060964,1,1,3,0,2,4,4,3,0,1,2,1,1,2,0,2,0,4,0,4,2,2,2,1,1,3,3,4,1,1,1,3,4,2,3,1,4,1,2,3,0,0,1,0,1,4,2,2,3,3
15061778,3,2,3,2,3,3,4,3,1,0,2,0,1,0,1,3,1,3,1,2,3,3,1,2,0,4,1,4,1,1,2,2,4,3,1,1,4,2,2,4,0,2,1,2,3,4,3,1,3,3
15061718,2,1,3,0,2,2,3,4,1,0,3,1,1,0,1,3,0,4,0,0,4,4,1,2,2,3,2,2,1,1,2,4,4,1,3,1,4,1,3,3,0,1,3,0,1,4,3,1,1,2
15061486,3,2,2,0,4,3,4,4,0,0,2,0,4,3,1,3,0,4,0,1,4,4,0,3,0,2,3,4,1,NA,3,2,3,0,2,1,3,1,2,3,0,2,0,3,1,3,3,1,4,4
15060214,3,2,4,4,2,1,3,3,0,0,2,2,1,2,0,0,0,4,0,2,3,4,2,2,0,3,1,4,2,2,4,2,4,0,0,2,4,2,2,2,1,1,1,2,1,1,1,3,3,4
15061333,4,2,3,1,4,2,4,3,2,0,4,0,2,0,0,2,0,4,0,2,4,4,0,3,0,3,3,3,0,2,2,3,3,0,1,3,3,1,1,3,0,2,2,2,3,4,3,1,2,3
15061962,2,1,3,4,1,2,3,4,0,1,3,2,3,1,1,2,1,3,1,3,3,3,3,1,0,3,2,4,1,1,2,2,4,1,1,3,3,2,3,4,0,0,1,3,2,2,1,3,3,3
15061624,3,1,3,2,2,2,4,3,1,0,3,0,2,0,1,2,1,3,1,2,3,3,0,2,0,3,2,4,1,1,2,3,3,1,2,2,3,0,2,4,0,2,3,2,3,3,2,2,1,4
15061282,3,1,3,3,1,3,4,3,0,0,2,0,2,1,0,1,1,3,1,2,2,3,0,2,0,2,2,3,2,1,2,2,2,1,2,4,3,1,3,2,1,2,1,3,3,3,1,3,3,4
15061529,4,1,2,1,2,3,4,4,1,0,4,0,2,0,0,2,0,4,0,1,4,4,0,1,0,4,1,3,2,2,2,3,3,2,2,2,4,0,2,3,1,1,1,2,0,3,3,1,3,3
15061935,2,1,3,4,1,2,3,4,0,1,3,2,3,1,1,2,1,3,1,3,3,3,3,1,0,3,2,4,1,1,2,2,4,1,1,3,3,2,3,4,0,0,1,3,2,2,1,3,3,3
15061568,3,1,3,3,1,4,4,3,0,0,3,0,1,0,1,2,0,4,0,3,3,3,1,1,0,4,1,3,1,1,1,1,4,1,1,1,4,1,2,3,0,1,2,3,2,3,3,1,2,2
15061491,3,2,3,2,3,3,4,3,1,0,2,0,1,0,1,3,1,3,1,2,3,3,1,2,0,4,1,4,1,1,2,2,4,3,1,1,4,2,2,4,0,2,1,2,3,4,3,1,3,3
15061318,3,1,3,3,3,2,4,4,1,1,3,0,2,0,1,1,0,4,0,1,3,3,0,1,0,4,2,4,1,1,2,3,4,3,0,2,2,0,2,4,2,1,2,3,2,3,4,0,2,3
15061361,3,1,3,3,2,2,4,4,1,0,3,0,2,0,0,2,0,4,0,1,3,3,0,1,0,3,1,3,1,1,2,3,3,2,1,2,3,0,2,4,0,0,2,2,2,3,3,1,2,4
15061515,4,1,4,2,2,3,3,3,0,0,3,2,2,0,1,1,0,4,0,2,2,3,0,3,0,3,1,4,2,2,2,2,3,0,4,3,4,2,2,3,1,3,2,1,2,3,1,3,2,2
15062123,3,1,4,2,3,3,3,3,0,0,3,2,1,0,0,1,0,4,0,3,1,2,0,2,0,3,1,4,2,0,2,2,2,0,2,2,4,2,2,3,1,3,2,2,3,2,2,2,2,2
15061358,3,2,3,1,3,2,4,3,0,1,3,1,1,1,0,1,0,4,0,2,3,3,0,1,0,3,1,4,0,1,3,3,3,1,0,2,4,1,2,3,0,1,1,2,2,2,3,1,3,4
15061428,3,1,3,3,1,4,4,3,1,0,3,0,2,0,2,1,0,4,0,1,3,3,0,0,0,2,1,4,2,1,2,3,4,0,0,3,3,1,2,2,0,0,1,2,2,3,2,2,3,3
15061496,3,0,3,1,2,1,2,3,2,1,3,0,2,0,1,2,1,3,1,1,3,3,1,1,1,2,1,2,0,1,1,4,4,1,2,2,3,1,2,3,0,0,2,1,1,3,2,2,2,3
15061648,3,1,4,2,2,4,4,3,1,1,2,0,1,0,2,2,1,3,1,3,3,3,0,2,0,3,1,3,0,1,1,3,3,2,2,3,4,1,1,3,0,2,3,1,2,4,3,1,1,3
15061808,3,0,3,3,3,2,4,2,1,1,4,1,2,1,1,3,1,3,1,1,3,3,0,2,2,3,2,4,1,0,0,1,3,0,3,2,3,0,2,3,1,2,2,2,2,3,2,2,2,4
15061600,3,1,3,3,3,2,4,4,2,0,3,0,3,1,0,3,0,4,0,2,2,2,0,1,0,1,1,3,0,2,2,4,3,2,2,2,3,0,3,3,0,1,1,2,1,4,3,1,3,4
15061730,2,1,3,1,2,2,3,3,2,0,3,0,2,0,1,3,1,3,1,3,2,1,0,0,0,2,2,3,0,1,1,2,3,1,1,2,3,0,4,3,0,0,2,2,1,2,3,1,2,3
15061623,3,2,3,1,3,2,4,3,0,1,3,1,1,1,0,1,0,4,0,2,3,3,0,1,0,3,1,4,0,1,3,3,3,1,0,2,4,1,2,3,0,1,1,2,2,2,3,1,3,4
15061405,3,1,3,3,1,3,4,3,0,0,2,0,2,1,0,1,1,3,1,2,2,3,0,2,0,2,2,3,2,1,2,2,2,1,2,4,3,1,3,2,1,2,1,3,3,3,1,3,3,4
15061299,3,1,3,3,1,3,4,3,0,0,2,0,2,1,0,1,1,3,1,2,2,3,0,2,0,2,2,3,2,1,2,2,2,1,2,4,3,1,3,2,1,2,1,3,3,3,1,3,3,4
15061578,1,1,1,1,4,3,4,3,2,0,4,0,2,0,1,3,1,3,1,2,2,2,1,2,0,4,2,4,0,2,2,4,4,1,2,1,2,1,4,4,0,1,1,2,2,4,3,1,3,3
15061476,3,2,3,2,3,2,4,4,1,1,4,0,3,0,1,3,0,4,0,1,3,3,0,0,0,4,1,4,2,2,2,2,2,2,0,2,2,0,2,3,1,1,2,3,1,3,4,0,2,3
15061765,4,1,2,1,2,3,4,4,1,0,4,0,2,0,0,2,0,4,0,1,4,4,0,1,0,4,1,3,2,2,2,3,3,2,2,2,4,0,2,3,1,1,1,2,0,3,3,1,3,3
15062111,4,1,3,2,2,2,4,4,1,1,3,0,1,0,1,2,0,4,0,2,4,4,0,1,0,3,0,4,1,1,2,2,4,1,1,3,4,1,2,2,0,1,3,3,3,3,3,1,1,4
15061397,3,1,3,2,2,2,4,3,1,0,3,0,2,0,1,2,1,3,1,2,3,3,0,2,0,3,2,4,1,1,2,3,3,1,2,2,3,0,2,4,0,2,3,2,3,3,2,2,1,4
15061713,3,2,3,1,3,2,4,3,0,1,3,1,1,1,0,1,0,4,0,2,3,3,0,1,0,3,1,4,0,1,3,3,3,1,0,2,4,1,2,3,0,1,1,2,2,2,3,1,3,4
15061584,3,0,4,2,3,2,4,4,0,1,4,2,2,0,0,4,1,3,1,3,1,1,2,1,1,3,2,4,2,2,2,1,3,2,2,1,3,1,0,4,1,2,2,3,3,2,3,1,2,2
15061912,2,1,4,4,1,2,4,4,1,2,3,0,3,0,0,2,0,4,0,2,2,2,0,2,1,2,1,4,1,2,2,4,4,2,1,0,2,0,1,2,1,1,1,2,2,3,4,0,3,4
15061260,3,2,3,1,3,2,4,3,0,1,3,1,1,2,0,1,0,4,0,2,3,3,0,1,0,3,1,4,0,1,3,3,3,1,0,2,4,1,2,3,0,1,1,2,2,2,3,1,3,4
15062099,3,1,3,2,3,3,3,4,1,0,4,1,2,0,0,3,1,3,1,2,2,3,0,2,0,2,2,4,1,1,1,3,3,1,2,1,2,1,3,3,2,2,0,2,2,4,3,1,4,3
15061350,3,0,2,2,2,3,4,3,1,0,4,0,1,0,1,2,0,4,0,2,3,3,0,1,0,3,1,4,2,0,0,2,4,2,1,3,3,1,2,1,1,1,2,3,2,3,2,2,2,4
15060933,2,0,4,1,2,2,4,1,1,0,3,1,0,0,2,3,0,4,0,2,3,3,1,2,1,2,3,4,2,2,1,3,4,1,0,3,3,0,2,1,0,1,0,3,2,3,2,2,4,4
15061548,4,1,2,2,2,3,4,4,0,0,3,1,1,1,1,1,0,4,0,1,4,4,1,1,0,4,3,4,1,0,2,2,4,3,0,2,4,2,2,2,0,2,1,4,2,1,2,2,3,4
15061348,3,1,3,3,3,2,4,4,1,0,3,0,2,0,0,2,0,4,0,1,3,3,0,1,0,3,1,3,1,1,2,3,3,2,1,2,3,0,2,4,0,0,2,2,2,3,3,1,2,4
15061560,3,2,3,3,2,2,3,3,0,0,2,2,1,0,0,2,0,4,0,2,3,4,0,2,0,2,0,4,1,1,2,3,3,1,1,3,4,2,2,2,1,2,3,0,2,3,2,2,1,2
15061544,3,1,3,2,2,3,4,3,1,0,3,0,2,0,2,2,1,3,1,1,3,3,0,2,0,3,3,4,1,2,2,3,3,1,2,3,3,0,2,4,0,2,3,2,3,3,3,2,1,4
15061449,2,1,3,0,2,2,3,4,1,0,3,1,1,0,1,3,0,4,0,0,4,4,1,2,2,3,2,2,1,1,2,4,4,1,3,1,4,1,3,3,0,1,3,0,1,4,3,1,1,2
15062348,3,1,3,3,1,4,4,3,1,0,3,0,2,0,2,1,0,4,0,1,3,3,0,0,0,2,1,4,2,1,2,3,4,0,0,3,3,1,2,2,0,0,1,2,2,3,2,2,3,3
15061916,3,1,3,3,2,2,4,4,1,0,3,0,2,0,0,2,0,4,0,1,3,3,0,1,0,3,1,3,1,1,2,3,3,2,1,2,3,0,2,4,0,0,2,2,2,3,3,1,2,4
15062138,3,1,3,2,3,2,4,3,1,0,3,0,2,0,1,2,1,3,1,2,3,3,0,2,0,3,2,4,1,1,2,3,3,1,2,2,3,0,2,4,0,2,2,2,3,3,2,2,1,4
15061946,3,0,3,1,2,1,2,3,2,1,3,0,2,0,1,1,1,3,1,1,3,3,1,1,1,2,1,2,0,1,1,4,4,1,2,2,3,1,2,3,0,0,2,1,1,3,2,2,2,3
15061676,3,1,3,3,2,2,4,4,1,0,3,0,2,0,0,2,0,4,0,1,3,3,0,1,0,3,1,3,1,1,2,3,3,2,1,2,3,0,2,4,0,0,2,2,2,3,3,1,2,4
15060536,2,1,3,2,2,4,4,2,NA,0,1,2,2,1,2,3,0,4,0,2,3,3,3,2,1,3,1,3,2,2,2,2,4,2,0,3,3,1,1,3,0,2,0,2,2,3,2,2,4,2
15061391,3,2,3,2,3,3,4,3,1,0,2,0,1,0,1,3,1,3,1,2,3,3,1,2,0,4,1,4,1,1,2,2,4,3,1,1,4,2,2,4,0,2,1,2,3,4,3,1,3,3
15061662,2,1,3,0,2,2,3,4,1,0,3,1,1,0,1,3,0,4,0,0,4,4,1,2,2,3,2,2,1,1,2,4,4,1,3,1,4,1,3,3,0,1,3,0,1,4,3,1,1,2
15061228,1,0,2,3,4,3,4,4,1,1,3,0,1,0,2,3,1,3,1,2,2,2,0,3,2,2,4,4,4,0,0,3,3,0,1,2,3,2,2,4,3,1,4,2,1,4,3,1,0,2
15061356,2,1,4,4,4,3,4,2,0,1,3,2,1,1,0,3,0,4,1,3,1,1,0,2,2,4,1,4,0,0,1,3,4,0,2,3,4,1,2,4,1,2,1,2,3,4,2,2,3,1
15061963,3,2,3,2,3,3,4,3,1,0,2,0,1,0,1,3,1,3,1,2,3,3,1,2,0,4,1,4,1,1,2,2,4,3,1,1,4,2,2,4,0,2,1,2,3,4,3,1,3,3
15061338,3,1,3,2,2,2,4,3,1,0,3,0,3,0,1,2,1,3,1,2,3,3,0,2,0,3,2,4,1,1,2,3,3,1,2,2,3,0,3,4,0,2,3,2,3,3,2,2,1,4
15062331,2,1,4,4,4,3,4,2,0,1,3,2,1,1,0,3,0,4,1,3,1,1,0,2,2,4,1,4,0,0,1,3,4,0,2,3,4,1,2,4,1,2,1,2,3,4,2,2,3,1
15062098,3,1,3,3,1,4,4,3,1,0,3,0,2,0,2,1,0,4,0,1,3,3,0,0,0,2,1,4,2,1,2,3,4,0,0,3,3,1,2,2,0,0,1,2,2,3,2,2,3,3
15062114,2,0,4,3,3,2,4,3,2,0,2,0,3,1,1,1,0,4,0,3,2,2,0,3,1,4,3,3,2,0,1,1,4,1,1,1,3,1,2,3,1,1,3,4,4,3,2,2,1,4
15062046,2,1,4,4,1,2,4,4,1,2,3,0,3,0,0,2,0,4,0,2,2,2,0,2,1,2,1,4,1,2,2,4,4,2,1,0,2,0,1,2,1,1,1,2,2,3,4,0,3,4
15062370,1,1,1,1,4,3,4,3,2,0,4,0,2,0,1,3,1,3,1,2,2,2,1,2,0,4,2,4,0,2,2,4,4,1,2,1,2,1,4,4,0,1,1,2,2,4,3,1,3,3
15061685,3,0,2,2,3,3,4,3,1,0,3,0,3,0,0,2,0,4,0,2,3,3,0,2,0,2,3,4,2,0,0,4,4,1,0,3,3,1,3,2,1,1,3,3,2,2,3,1,1,3
15061540,3,1,4,2,3,3,3,3,0,0,3,2,1,0,0,1,0,4,0,3,1,2,0,2,0,3,1,4,2,0,2,2,2,0,2,2,4,2,2,3,1,3,2,2,3,2,2,2,2,2
15061721,3,2,2,0,3,4,3,3,1,0,1,0,2,2,0,2,0,4,0,1,3,2,0,2,0,3,3,3,0,NA,4,4,3,0,3,0,2,1,3,4,0,1,1,2,1,2,3,1,3,4
15062074,3,1,3,3,2,4,4,4,2,1,3,1,1,1,0,1,0,4,0,2,3,3,2,2,0,3,1,3,2,1,1,3,4,3,1,2,2,1,3,2,0,0,2,3,2,3,2,2,2,3
15062362,3,1,3,3,2,2,4,4,1,0,3,0,2,0,0,2,0,4,0,1,3,3,0,1,0,3,1,3,1,1,2,3,3,2,1,2,3,0,2,4,0,0,2,2,2,3,3,1,2,4
15061689,3,2,3,2,3,3,4,3,1,0,2,0,1,0,1,3,1,3,1,2,3,3,1,2,0,4,1,4,1,1,2,2,4,3,1,1,4,2,2,4,0,2,1,2,3,4,3,1,3,3
15061357,1,1,1,1,4,3,4,3,2,0,4,0,2,0,1,3,1,3,1,2,2,2,1,2,0,4,2,4,0,2,2,4,4,1,2,1,2,1,4,4,0,1,1,2,2,4,3,1,3,3
15061376,3,1,3,3,1,4,4,3,1,0,3,0,2,0,2,1,0,4,0,1,3,3,0,0,0,2,1,4,2,1,2,3,4,0,0,3,3,1,2,2,0,0,1,2,2,3,2,2,3,3
15061308,3,2,3,2,3,3,4,3,1,0,2,0,1,0,1,3,1,3,1,2,3,3,1,2,0,4,1,4,1,1,2,2,4,3,1,1,4,2,2,4,0,2,1,2,3,4,3,1,3,3
