SAMPLES,c1_13482,c1_4799,c1_8186,c2_10681,c2_14731,c2_22024,c2_34870,c2_47202,c2_48370,c2_4910,c2_50391,c2_53914,c2_55779,c2_57401,c2_5966
15061767,3,1,1,3,3,2,1,3,3,0,4,2,2,0,2
15062130,3,1,0,3,3,1,2,4,3,1,3,2,0,0,2
15061637,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061337,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15062104,2,2,1,4,3,2,1,3,3,2,3,2,1,0,2
15061579,4,2,2,2,2,3,1,3,3,1,3,3,1,0,2
15061932,2,2,0,3,3,1,1,4,2,1,2,3,0,0,2
15061603,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15060025,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061704,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061334,3,0,2,3,4,1,3,4,2,2,3,3,2,0,2
15061631,2,0,2,3,4,1,2,3,2,1,3,3,2,3,2
15060964,2,1,3,4,4,2,3,4,0,0,3,2,0,0,1
15061778,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061718,1,1,2,4,3,2,3,4,2,2,3,1,0,2,2
15061486,3,3,1,2,3,0,2,4,3,2,3,1,1,0,0
15060214,2,1,0,3,4,1,2,4,1,1,4,2,0,0,3
15061333,2,3,1,4,2,1,2,2,3,3,3,2,1,0,2
15061962,2,2,0,3,3,1,1,4,2,1,2,3,0,0,2
15061624,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061282,3,0,3,3,4,3,0,4,4,1,3,3,0,0,2
15061529,2,1,2,4,4,1,1,2,2,1,2,2,1,1,2
15061935,2,2,0,3,3,1,1,4,2,1,2,3,0,0,2
15061568,2,3,1,4,2,1,2,4,3,2,2,2,1,0,2
15061491,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061318,2,0,0,4,4,2,1,4,2,1,3,2,1,0,0
15061361,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15061515,3,0,2,2,4,1,2,4,1,1,3,3,0,0,3
15062123,4,0,2,3,4,1,1,3,3,0,3,2,1,0,2
15061358,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061428,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15061496,1,2,3,4,3,3,2,4,2,2,3,2,1,2,2
15061648,2,2,1,3,3,1,2,3,3,3,4,3,2,0,3
15061808,2,1,3,3,4,2,1,4,4,3,3,3,1,1,3
15061600,2,3,1,4,3,2,1,4,3,0,4,2,0,0,2
15061730,2,1,2,4,3,2,1,3,3,2,3,3,1,1,2
15061623,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061405,3,0,3,3,4,3,0,4,4,1,3,3,0,0,2
15061299,3,0,3,3,4,3,0,4,4,1,3,3,0,0,2
15061578,2,2,1,4,3,2,1,3,3,2,3,2,1,0,2
15061476,3,1,1,3,4,0,2,4,3,2,3,1,1,0,2
15061765,2,1,2,4,4,1,1,2,2,1,2,2,1,1,2
15062111,2,1,1,3,3,1,1,3,3,2,3,2,1,0,1
15061397,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061713,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15061584,2,0,3,3,4,0,3,4,3,1,2,3,1,0,3
15061912,3,3,1,4,4,0,1,4,2,1,3,2,NA,2,1
15061260,3,1,1,3,4,1,2,3,3,2,4,2,1,0,2
15062099,1,0,2,3,4,3,1,4,3,0,1,2,1,0,3
15061350,2,1,1,4,3,2,3,3,3,2,3,3,1,0,2
15060933,4,4,4,3,0,3,4,4,0,4,0,4,2,4,0
15061548,3,2,2,4,3,1,3,4,3,2,4,2,1,0,1
15061348,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15061560,3,3,1,3,4,1,1,4,2,4,4,3,1,0,1
15061544,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061449,1,1,2,4,3,2,3,4,2,2,3,1,0,2,2
15062348,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15061916,2,1,1,3,3,2,1,2,2,1,3,2,1,0,2
15062138,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15061946,1,2,3,4,3,3,2,4,2,2,3,2,1,2,2
15061676,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15060536,3,3,1,4,2,2,0,4,3,2,2,3,NA,2,2
15061391,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061662,1,1,2,4,3,2,3,4,2,2,3,1,0,2,2
15061228,2,1,3,2,3,0,2,4,3,2,3,2,2,0,3
15061356,1,2,3,4,3,2,2,3,4,3,3,2,0,0,1
15061963,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061338,1,0,1,4,4,0,2,4,3,0,3,1,0,0,4
15062331,1,2,3,4,3,2,2,3,4,3,3,3,0,0,1
15062098,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15062114,4,2,2,2,2,3,1,3,3,1,3,3,1,0,2
15062046,3,3,1,4,4,0,0,4,2,1,3,2,NA,2,1
15062370,2,2,1,4,3,2,1,3,3,2,3,2,1,0,2
15061685,2,1,1,3,4,1,2,3,3,2,4,2,2,0,2
15061540,4,0,2,3,4,1,1,3,3,0,3,2,1,0,2
15061721,1,1,2,4,3,3,2,3,2,0,4,2,1,1,2
15062074,2,0,2,3,4,1,2,4,4,2,4,2,1,0,1
15062362,2,1,1,3,3,2,1,3,2,1,3,2,1,0,2
15061689,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
15061357,2,2,1,4,3,2,1,3,3,2,3,2,1,0,2
15061376,2,2,1,3,4,1,1,3,3,2,4,3,2,0,2
15061308,1,1,1,3,3,1,3,4,3,1,4,3,2,0,2
