SAMPLES,c1_13289,c1_15219,c1_16171,c1_16540,c1_2640,c1_513,c2_12760,c2_12779,c2_12788,c2_34179,c2_43243,c2_45168,c2_46777,c2_55072,c2_58373
15061215,2,1,0,2,4,0,1,3,1,1,1,3,2,3,3
15061216,1,1,2,3,3,3,0,4,0,1,2,4,4,3,4
15061225,3,2,0,2,3,3,1,3,1,1,2,4,2,2,NA
15061226,1,0,0,1,4,4,0,4,1,3,1,3,2,4,3
15061237,0,2,0,3,2,2,0,4,1,2,4,4,1,4,4
15061256,2,2,1,1,3,3,1,4,1,3,3,4,3,4,4
15061257,2,1,0,2,4,1,0,4,1,1,4,4,2,3,4
15061258,3,0,1,2,4,2,0,4,0,3,3,3,2,3,4
15061259,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15061261,3,2,0,1,3,2,0,4,0,2,1,4,3,3,4
15061262,2,2,1,2,2,3,0,4,0,3,2,4,2,2,4
15061263,2,1,0,3,1,3,0,4,0,3,1,4,2,2,4
15061264,2,2,1,2,2,3,NA,NA,NA,3,2,4,2,2,4
15061265,3,1,0,2,4,4,1,4,1,1,1,4,3,3,4
15061270,3,2,0,1,3,3,0,4,0,1,3,4,3,3,3
15061271,4,1,0,0,4,4,0,4,1,2,3,4,2,3,4
15061273,3,1,0,2,4,4,1,4,1,1,1,4,3,3,4
15061274,3,2,2,0,4,3,1,3,1,1,2,3,3,3,3
15061277,3,1,0,1,3,3,2,3,2,1,2,4,3,4,2
15061279,4,1,0,1,3,2,1,4,1,2,2,4,2,3,4
15061281,2,1,0,2,4,0,1,3,1,2,2,3,2,3,3
15061283,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061286,4,1,0,0,4,4,0,4,1,2,3,4,2,3,4
15061288,2,1,0,2,4,0,1,3,1,3,1,3,2,3,3
15061289,2,1,0,2,4,0,1,3,1,2,1,3,2,3,3
15061290,1,4,1,2,2,3,0,4,0,1,3,3,3,2,4
15061291,3,1,0,1,3,3,1,4,1,3,2,4,4,3,4
15061293,3,1,1,2,3,2,1,4,1,1,3,4,3,4,4
15061295,2,0,1,1,3,2,0,4,0,1,3,3,2,4,4
15061296,3,1,0,2,2,2,0,4,0,1,3,4,4,4,4
15061297,2,2,1,1,3,3,1,4,1,3,3,4,3,4,4
15061298,3,2,0,0,4,2,0,4,1,4,2,4,2,4,4
15061300,4,0,0,2,2,2,1,4,1,3,3,4,3,4,4
15061301,3,2,0,0,4,2,0,4,1,4,2,4,2,4,4
15061302,2,2,0,2,3,3,1,4,1,2,2,4,2,4,4
15061303,2,2,0,1,4,2,0,4,0,1,2,4,3,4,4
15061305,3,2,0,2,3,3,0,4,0,2,2,4,1,4,3
15061307,1,1,0,3,1,3,1,3,1,4,2,3,1,2,NA
15061312,3,1,0,1,3,3,1,4,1,2,2,4,4,3,4
15061313,3,3,0,1,3,3,0,4,0,2,1,4,3,4,4
15061314,4,2,0,1,3,4,0,4,0,2,3,4,3,3,4
15061317,2,2,1,2,2,3,0,4,0,3,2,4,2,2,4
15061320,1,2,1,0,4,3,0,3,1,3,1,4,2,4,4
15061323,2,2,0,2,3,3,1,3,1,1,1,4,2,2,3
15061324,1,2,1,0,4,2,0,4,1,3,1,4,2,2,4
15061327,3,2,0,1,3,2,0,4,0,2,1,4,3,3,4
15061329,4,1,0,0,4,3,1,4,1,1,3,4,4,3,4
15061330,2,0,1,2,4,1,1,3,1,3,1,4,1,2,3
15061331,2,3,0,2,3,3,0,4,0,1,2,4,2,3,4
15061335,4,1,0,1,3,3,0,4,0,2,4,4,4,2,4
15061336,4,1,0,2,3,2,0,4,0,1,2,4,1,3,4
15061340,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15061342,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061344,3,2,0,3,3,2,1,3,1,2,1,3,2,2,3
15061345,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15061346,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15061347,2,1,1,1,3,1,0,4,0,1,2,3,2,2,3
15061349,2,2,0,1,3,3,1,4,1,1,4,4,4,3,4
15061352,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061353,4,1,0,2,3,1,1,4,1,2,3,4,2,4,4
15061355,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061360,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061364,4,1,0,2,3,1,1,4,1,2,3,4,2,4,4
15061365,2,1,0,2,4,0,1,3,1,2,1,3,2,3,3
15061367,2,1,0,2,4,0,1,3,1,2,1,3,2,3,3
15061368,4,1,0,1,3,4,0,4,0,1,4,4,4,4,4
15061369,4,1,0,1,3,4,0,4,0,1,4,4,4,4,4
15061370,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15061377,3,2,0,1,3,2,0,4,0,2,1,4,3,3,4
15061378,4,1,0,1,3,3,0,4,0,2,4,4,4,2,4
15061380,2,1,1,1,3,1,0,4,0,1,2,3,2,2,3
15061382,2,2,0,2,3,3,1,3,1,1,1,4,2,2,3
15061383,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061384,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15061385,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15061386,4,1,0,1,3,4,0,4,0,1,4,4,4,4,4
15061388,4,0,0,2,2,4,1,4,1,1,4,4,3,3,4
15061389,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061390,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061392,2,2,2,3,1,3,0,4,0,1,4,4,3,3,3
15061394,2,2,1,2,2,3,0,4,0,3,2,4,2,2,4
15061396,2,2,1,2,2,3,0,4,0,3,2,4,2,2,4
15061404,4,1,0,1,4,3,0,4,0,3,2,4,1,3,4
15061406,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061410,2,4,1,2,2,2,1,4,2,2,3,4,3,2,4
15061411,3,2,0,3,3,2,1,4,1,1,2,3,2,3,3
15061414,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061415,2,0,1,2,3,2,0,4,0,1,2,3,3,3,3
15061417,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061418,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061419,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15061420,1,2,1,0,4,3,0,3,1,3,1,4,2,4,4
15061421,3,2,0,1,3,2,0,4,0,2,1,4,3,3,4
15061422,4,2,1,1,3,3,0,4,0,1,2,4,2,3,4
15061423,4,2,1,1,3,3,0,4,0,1,2,4,2,3,4
15061424,3,0,1,2,4,1,0,4,0,2,3,3,2,3,4
15061425,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15061430,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15061434,2,0,1,2,3,2,0,4,0,1,2,3,3,3,3
15061435,4,0,0,1,4,3,0,4,0,3,4,4,3,4,4
15061436,2,0,0,0,4,2,0,4,1,2,1,4,2,3,3
15061437,4,2,0,1,3,1,0,4,0,0,3,3,4,2,3
15061438,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061439,4,2,0,1,3,1,0,4,0,0,3,3,4,2,3
15061441,4,0,0,2,2,2,1,4,1,3,3,4,3,4,4
15061442,3,2,0,3,3,2,1,4,1,1,2,3,2,3,3
15061443,2,0,0,0,4,2,0,4,1,2,1,4,2,3,3
15061444,2,2,0,3,3,3,0,4,0,2,2,3,2,3,4
15061445,4,0,0,2,2,2,1,4,1,3,3,4,3,4,4
15061447,4,1,2,1,2,2,NA,4,NA,1,2,3,2,3,4
15061453,4,0,0,2,2,2,1,4,1,3,3,4,3,4,4
15061458,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15061459,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061461,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15061462,4,2,0,1,3,1,0,4,0,0,3,3,4,2,3
15061463,4,2,1,1,3,2,0,4,0,1,1,4,2,3,4
15061469,3,2,0,3,3,3,1,3,1,2,1,3,2,2,3
15061470,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
15061471,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
15061475,3,2,0,1,3,2,0,4,0,2,1,4,3,3,4
15061477,2,2,0,3,3,3,0,4,0,2,2,3,2,3,4
15061478,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15061479,4,2,1,1,3,3,0,4,0,1,2,4,2,3,4
15061480,4,0,0,2,2,2,1,4,1,3,3,4,3,4,4
15061481,3,3,0,1,3,3,0,4,0,2,1,4,3,4,4
15061482,2,0,0,0,4,2,0,4,1,2,1,4,2,3,3
15061484,3,2,0,1,3,3,0,4,0,1,3,4,3,3,3
15061485,2,0,0,0,4,2,0,4,1,2,1,4,2,3,3
15061487,2,1,1,3,4,2,0,4,0,2,2,3,1,3,3
15061488,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061489,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061490,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061492,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061493,2,1,1,1,3,1,0,4,0,1,2,3,2,2,3
15061495,2,1,1,1,3,1,0,4,0,1,2,3,2,2,3
15061498,4,1,1,1,4,3,0,4,0,2,2,NA,1,3,4
15061500,2,0,0,0,4,2,0,4,1,2,1,4,2,3,3
15061501,3,1,0,1,2,4,1,4,1,2,4,4,2,4,4
15061503,4,2,1,1,3,2,0,4,0,1,2,4,2,3,4
15061504,3,2,0,2,3,3,1,3,1,1,1,4,2,2,3
15061505,4,1,0,0,4,4,0,4,1,2,3,4,2,3,4
15061507,3,2,0,3,3,2,1,4,1,1,2,3,2,3,3
15061508,3,2,0,3,3,2,1,4,1,1,2,3,2,3,3
15061509,3,2,0,1,3,3,0,4,0,2,2,4,2,4,3
15061511,3,2,0,1,3,3,0,4,0,2,2,4,2,4,3
15061514,3,2,0,1,3,2,0,4,0,2,1,4,3,3,4
15061516,3,1,0,1,2,4,1,4,1,2,4,4,2,4,4
15061517,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061518,4,1,1,1,3,2,0,4,0,1,2,4,2,3,4
15061520,3,1,1,1,4,0,1,3,1,2,0,3,1,2,3
15061521,3,1,1,2,3,2,1,3,1,3,1,3,1,3,2
15061523,3,0,0,2,2,2,0,4,0,3,2,4,2,3,4
15061524,3,1,0,0,3,2,0,4,0,2,3,3,2,2,3
15061525,3,2,0,3,3,2,1,4,1,1,2,3,2,3,3
15061526,3,0,1,2,4,2,0,4,0,3,2,3,2,3,4
15061528,2,1,1,1,3,1,0,4,0,1,2,3,2,2,3
15061530,3,2,0,3,3,2,1,4,1,1,2,3,2,3,3
15061533,3,2,0,3,3,2,1,4,1,1,2,3,2,3,3
15061534,3,3,1,1,4,0,1,3,1,3,2,3,3,1,3
15061535,2,1,1,1,3,1,0,4,0,1,2,3,2,2,3
15061536,3,2,0,3,3,2,1,4,1,1,1,3,2,3,3
15061537,2,2,1,1,2,3,0,4,0,3,2,4,2,2,4
15061538,3,0,0,2,2,2,0,4,0,3,2,4,2,3,4
15061539,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15061542,3,3,0,1,3,3,0,4,0,1,1,4,3,4,4
15061543,2,1,0,2,4,0,1,3,1,2,1,3,2,3,3
15061546,3,0,0,3,2,3,0,4,0,3,1,4,2,3,4
15061549,4,1,0,1,3,2,1,4,1,3,2,4,2,3,4
15061550,3,0,1,2,4,2,0,4,0,2,3,3,2,3,4
15061551,2,0,0,0,4,2,0,4,1,2,1,4,2,3,3
15061553,1,2,1,2,2,3,0,4,0,3,0,4,3,2,3
15061555,3,2,0,1,3,2,0,4,0,2,1,4,3,3,4
15061556,2,0,0,0,4,2,0,4,1,2,1,4,2,3,3
15061557,3,2,0,1,3,2,0,4,0,2,1,4,3,3,4
15061561,4,0,1,1,4,2,1,3,1,1,3,4,2,4,3
15061564,4,2,1,2,3,3,0,4,0,1,2,4,1,3,4
15061565,2,1,1,1,4,1,2,2,2,4,1,3,3,1,2
15061566,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15061567,3,3,0,0,3,4,0,4,0,3,1,4,2,3,4
15061571,4,2,0,2,2,4,0,4,0,2,2,4,3,4,4
15061575,3,2,0,1,3,3,0,4,0,1,3,4,3,3,3
15061576,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
15061577,4,1,0,0,4,3,1,4,1,1,3,4,4,3,4
15061580,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061585,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
15061586,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
15061588,2,0,0,0,4,2,0,4,1,2,1,4,2,3,3
15061601,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061602,2,1,1,2,2,2,0,4,0,2,1,4,2,1,3
15061604,1,1,3,1,2,2,0,4,1,1,0,4,1,2,4
15061608,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
15061609,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15061610,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061614,3,2,0,2,3,3,1,3,1,1,1,4,2,2,3
15061621,3,1,0,1,2,4,1,4,1,2,4,4,2,4,4
15061622,3,2,1,2,3,2,0,4,0,3,1,NA,3,2,4
15061626,4,2,0,1,3,3,2,NA,1,3,2,4,3,4,4
15061627,3,3,0,1,3,3,0,4,0,2,1,4,4,3,4
15061628,3,2,0,1,3,3,0,4,0,2,2,4,2,4,3
15061629,3,2,1,4,3,3,0,4,0,3,1,3,2,1,4
15061630,3,3,1,1,4,0,1,3,1,3,2,3,3,1,3
15061632,2,2,0,2,3,3,1,3,1,1,1,4,2,2,3
15061633,3,3,0,1,4,2,0,4,1,3,2,4,3,3,4
15061638,3,2,0,1,3,2,0,4,0,2,1,4,3,3,4
15061639,2,2,1,1,4,3,1,3,1,1,1,4,1,3,3
15061640,4,1,0,3,1,2,1,4,1,1,2,4,2,2,4
15061641,2,2,1,1,4,3,1,3,1,1,1,4,1,3,3
15061642,3,2,0,1,3,2,0,4,0,3,1,4,3,3,4
15061645,4,1,0,3,1,2,1,4,1,1,2,4,2,2,4
15061646,2,2,1,2,2,3,0,4,0,3,2,4,2,2,4
15061649,2,1,1,2,3,2,0,4,0,2,3,4,3,2,4
15061650,2,2,0,1,4,3,0,4,0,4,0,3,1,1,4
15061651,3,2,0,3,3,2,1,4,1,1,2,3,2,3,3
15061653,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15061654,3,2,0,2,3,3,1,3,1,1,1,4,2,2,3
15061658,2,2,0,2,3,3,1,3,1,1,1,4,2,2,3
15061659,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
15061665,2,4,1,2,2,2,1,4,2,2,3,4,3,2,4
15061666,3,2,0,3,2,3,0,4,0,0,4,3,4,3,4
15061667,3,2,0,1,3,3,0,4,0,1,3,4,3,3,3
15061668,2,4,1,2,2,2,1,4,2,2,3,4,3,2,4
15061669,3,1,0,2,2,3,0,4,0,2,2,4,2,3,4
15061670,2,2,1,1,4,3,1,3,1,1,1,4,1,3,3
15061671,4,2,0,1,3,4,0,4,0,2,3,4,3,3,4
15061673,3,1,1,2,3,3,1,3,1,1,2,3,2,1,3
15061677,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061678,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061679,4,0,0,1,4,3,0,4,0,3,4,4,3,4,4
15061680,2,2,1,1,4,3,1,3,1,1,1,4,1,3,3
15061682,3,2,0,1,3,2,0,4,0,2,1,4,3,3,4
15061683,4,1,0,2,3,2,1,4,1,3,3,4,2,4,4
15061684,4,2,1,0,4,2,1,4,1,1,0,4,0,3,4
15061686,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061687,2,1,0,2,3,2,0,4,0,2,1,4,2,4,4
15061688,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061690,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061702,4,1,0,3,1,2,1,4,1,1,2,4,2,2,4
15061706,2,2,0,2,2,2,0,4,0,2,2,3,2,1,4
15061707,3,1,0,1,4,4,1,4,1,2,2,4,2,4,4
15061709,3,1,0,2,2,3,0,4,0,2,2,4,2,3,4
15061712,3,1,1,1,1,2,1,4,1,1,1,2,1,4,4
15061714,2,0,1,2,3,2,0,4,0,1,2,3,3,3,3
15061717,4,2,0,2,2,2,0,4,0,1,2,4,3,4,4
15061719,2,2,1,2,2,3,0,4,0,3,2,4,2,2,4
15061720,2,0,1,2,3,2,0,4,0,1,3,3,4,3,3
15061722,3,1,1,1,2,3,NA,4,NA,1,3,4,2,3,4
15061723,3,1,0,1,2,4,1,4,1,2,4,4,2,4,4
15061724,3,0,1,2,3,2,NA,4,NA,2,3,3,2,3,4
15061725,2,0,1,2,3,2,0,4,0,1,2,3,3,3,3
15061726,2,1,1,2,3,3,1,3,1,1,1,4,2,2,3
15061729,3,0,1,2,4,2,0,4,0,2,3,3,2,3,4
15061733,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061734,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061735,2,0,1,2,3,2,0,4,0,1,2,3,3,3,3
15061736,3,0,1,2,4,2,0,4,0,2,3,3,2,3,4
15061737,3,0,1,2,4,2,0,4,0,2,3,3,2,3,4
15061738,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061740,3,1,0,1,4,1,0,4,1,2,2,3,2,3,3
15061744,3,3,0,2,3,2,0,4,0,2,2,4,2,2,4
15061747,2,2,1,2,2,3,0,4,0,3,2,4,2,2,4
15061751,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
15061752,3,1,0,1,4,1,0,4,1,2,2,3,2,3,3
15061753,4,1,0,1,4,3,0,4,0,2,2,4,1,4,4
15061754,2,2,0,1,3,3,0,4,1,3,2,4,3,4,4
15061755,4,1,0,1,3,3,0,4,0,4,3,4,3,3,4
15061756,4,1,0,1,3,3,0,4,0,4,3,4,3,3,4
15061757,4,0,0,1,4,3,0,4,0,3,4,4,3,4,4
15061758,4,2,0,1,3,1,0,4,0,0,2,3,4,2,3
15061760,3,0,1,2,4,2,0,4,0,2,3,3,2,3,4
15061761,2,2,1,2,2,3,0,4,0,3,2,4,2,2,4
15061762,2,1,1,1,3,1,0,4,0,1,2,3,2,2,3
15061764,3,2,0,1,3,3,0,4,0,2,2,4,2,4,3
15061766,3,3,0,1,3,3,0,4,0,2,1,4,3,4,4
15061769,2,1,0,1,4,2,0,4,0,1,2,4,2,1,4
15061771,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061772,4,1,0,1,3,4,0,4,0,1,4,4,4,4,4
15061773,2,0,1,1,3,2,0,4,0,1,3,2,2,4,4
15061776,2,0,0,0,4,2,0,4,1,2,1,4,2,3,3
15061777,4,0,0,1,4,3,0,4,0,2,4,4,3,4,4
15061784,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061785,4,2,0,0,4,4,0,4,0,1,2,4,4,3,4
15061788,3,1,0,0,3,2,0,4,0,2,3,3,2,2,3
15061789,2,0,0,0,4,2,0,4,1,2,1,4,2,3,3
15061790,4,0,0,1,4,3,0,4,0,3,4,4,3,4,4
15061795,3,3,1,1,4,0,1,3,1,3,2,3,3,1,3
15061797,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061798,4,1,2,2,3,3,0,4,0,1,2,4,2,3,4
15061799,4,0,0,1,4,3,0,4,0,3,4,4,3,4,4
15061800,2,1,0,1,4,3,0,4,1,1,3,4,3,2,3
15061811,3,2,0,1,3,2,0,4,0,2,1,4,3,3,4
15061813,2,0,0,0,4,2,0,4,1,2,1,4,2,3,3
15061814,1,2,1,1,4,3,1,3,1,2,1,4,1,3,3
15061815,2,2,0,2,3,3,1,3,1,1,1,4,2,2,3
15061826,4,1,1,1,2,3,0,4,0,1,1,4,2,3,4
15061905,2,1,0,2,4,0,1,3,1,2,1,3,2,3,3
15061906,4,1,0,1,3,3,1,4,1,1,3,4,2,4,4
15061907,1,1,3,1,1,2,0,3,1,2,0,4,0,0,4
15061908,4,1,0,1,3,2,1,4,1,2,2,4,2,3,4
15061909,2,2,0,0,4,3,1,3,1,1,4,4,3,3,3
15061910,3,2,0,2,3,3,1,3,1,1,1,4,2,2,3
15061911,2,2,0,1,4,2,0,4,0,1,2,4,3,4,4
15061915,2,2,0,1,4,2,0,4,0,1,2,4,3,4,4
15061917,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15061918,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
15061926,2,2,0,2,3,3,1,3,1,1,1,4,2,2,3
15061927,2,1,0,2,3,2,1,4,1,3,1,4,1,3,4
15061929,3,1,0,2,1,2,0,4,0,3,3,3,1,2,3
15061930,3,1,1,2,3,3,0,4,0,3,0,3,2,1,3
15061933,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061934,3,0,1,2,4,2,0,4,0,2,3,3,2,3,4
15061937,3,1,0,2,4,4,1,4,1,2,1,4,3,3,4
15061939,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15061941,3,1,0,2,2,3,0,4,0,3,2,4,2,3,4
15061944,2,2,0,1,2,4,0,4,0,1,2,4,2,4,3
15061945,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15061948,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15061949,2,2,0,2,3,3,1,4,1,2,2,4,2,4,4
15061951,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15061952,3,0,1,2,4,2,0,4,0,2,3,3,2,3,4
15061953,3,0,0,2,2,2,0,4,0,3,2,4,2,3,4
15061954,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15061957,3,2,2,0,4,3,1,3,1,1,2,3,3,3,3
15061958,3,3,0,0,3,4,0,4,0,3,1,4,2,3,4
15061960,4,1,0,1,3,3,1,4,1,2,3,4,2,4,4
15061961,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15061964,2,2,1,2,2,3,0,4,0,3,2,4,2,2,4
15061965,2,2,1,1,3,2,0,4,0,2,1,4,3,2,4
15061966,2,1,1,3,4,2,0,4,0,2,2,3,1,3,3
15061967,3,1,0,3,2,2,0,4,0,3,2,4,2,4,3
15061968,4,0,0,1,4,3,0,4,0,3,4,4,3,4,4
15061969,1,2,2,1,4,2,1,3,1,3,0,3,1,1,2
15062036,3,1,1,2,3,2,1,3,1,2,1,3,1,3,2
15062038,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15062039,2,1,0,2,4,0,1,3,1,2,1,3,2,3,3
15062050,2,2,0,0,3,2,0,4,0,0,3,4,3,4,3
15062051,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15062052,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15062053,2,2,0,2,4,1,1,3,1,1,2,3,2,3,3
15062063,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15062067,1,2,2,1,4,2,1,3,1,3,0,3,1,1,2
15062069,3,1,0,0,3,2,0,4,0,3,3,3,2,2,3
15062071,2,2,1,2,2,3,0,4,0,3,2,4,2,2,4
15062080,3,1,0,1,4,3,1,NA,1,2,2,4,2,4,3
15062081,4,2,0,1,3,4,0,4,0,2,1,4,0,4,4
15062092,4,1,0,2,3,2,1,4,1,2,3,4,2,4,4
15062094,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15062097,3,2,0,1,3,2,0,4,0,2,1,4,3,3,4
15062100,2,1,0,3,3,4,1,3,1,3,1,3,2,0,3
15062101,3,2,0,1,3,3,0,4,0,1,3,4,3,3,3
15062102,3,2,1,4,1,3,0,4,1,2,3,4,2,2,3
15062103,4,1,0,0,4,2,0,4,0,4,1,4,1,4,4
15062105,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15062106,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15062107,3,2,0,3,3,2,1,4,1,1,2,3,2,3,3
15062108,4,1,0,1,4,3,0,4,0,3,2,4,1,4,4
15062109,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15062112,3,0,0,2,2,2,0,4,0,2,2,4,2,3,4
15062115,4,0,0,2,2,2,1,4,1,3,3,4,3,4,4
15062117,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15062118,2,1,0,2,2,4,0,4,0,0,3,4,3,4,4
15062119,4,1,0,0,4,3,1,4,1,1,3,4,4,3,4
15062122,3,2,0,3,2,3,0,4,0,0,4,3,4,3,4
