SAMPLES,c1_12106,c2_27763,c2_28666,c2_28697,c2_2957,c2_3747,c2_39100,c2_4366,c2_50176,c2_51578,c2_52898,c2_55639,c2_55830,c2_55835,c2_58236
15061215,1,1,3,3,3,3,4,4,4,1,1,2,2,2,3
15061216,2,0,1,2,0,2,2,3,3,1,1,4,4,0,3
15061225,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061226,1,0,3,2,1,1,3,4,3,0,1,3,4,0,3
15061237,0,0,3,3,2,3,4,4,2,0,0,3,2,2,4
15061256,2,0,3,3,2,4,2,4,3,0,1,3,2,2,3
15061257,0,0,1,3,0,1,3,4,1,0,0,2,2,2,4
15061258,1,1,2,1,0,2,3,3,3,0,2,2,3,1,2
15061259,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061261,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061262,1,0,2,3,3,1,4,3,3,1,2,3,1,3,2
15061263,1,0,3,3,3,2,4,2,4,0,2,2,1,3,2
15061264,1,0,2,3,2,1,4,3,3,1,2,3,1,3,2
15061265,1,0,3,3,2,1,3,4,2,0,2,3,2,2,2
15061270,0,0,3,3,2,3,4,4,2,1,3,2,3,1,1
15061271,2,1,2,3,1,1,4,4,2,0,1,4,3,1,3
15061273,1,0,3,3,2,1,3,4,2,0,2,3,2,2,2
15061274,1,1,4,4,0,1,4,4,4,1,2,4,3,1,2
15061277,1,0,3,3,1,1,3,3,4,0,2,3,1,3,2
15061279,1,0,4,4,1,0,4,4,2,0,3,3,3,1,1
15061281,1,1,3,3,3,3,4,4,4,1,1,2,2,2,3
15061283,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061286,2,1,2,3,1,1,4,4,2,0,1,4,3,1,3
15061288,1,1,3,3,3,3,4,4,4,1,1,2,2,2,3
15061289,1,1,3,3,3,3,4,4,4,1,1,2,2,2,3
15061290,0,1,4,4,1,2,4,4,2,1,1,2,1,3,3
15061291,0,0,3,3,1,1,4,4,2,1,2,3,2,2,2
15061293,1,0,3,3,1,1,3,4,3,1,1,3,4,0,3
15061295,2,1,3,3,0,1,3,4,2,1,0,4,3,1,4
15061296,0,1,3,3,2,2,3,4,3,1,2,2,2,2,2
15061297,2,0,3,3,2,4,2,4,3,0,1,3,2,2,3
15061298,2,0,2,2,0,1,4,4,3,0,0,3,4,0,4
15061300,0,0,2,2,3,3,3,4,3,1,3,3,2,2,1
15061301,2,0,2,2,0,1,4,4,3,0,0,3,4,0,4
15061302,1,0,3,3,1,3,3,4,3,0,3,3,2,2,1
15061303,1,1,3,3,1,2,4,4,4,0,1,2,1,3,3
15061305,0,0,2,2,1,2,4,4,2,0,3,2,3,1,1
15061307,0,1,2,2,3,4,4,3,4,3,4,4,3,1,0
15061312,0,0,3,3,1,1,4,4,2,1,2,3,2,2,2
15061313,1,0,1,2,2,1,4,2,3,1,2,2,2,2,2
15061314,1,1,3,3,2,1,3,3,3,0,3,4,3,1,1
15061317,1,0,2,3,3,1,4,3,3,1,2,3,1,3,2
15061320,1,1,2,2,2,1,3,4,3,1,0,3,0,4,4
15061323,1,1,2,3,2,1,3,2,2,1,1,3,1,3,3
15061324,1,0,3,3,2,3,4,4,3,2,1,2,3,1,3
15061327,2,0,3,3,1,1,4,3,3,0,1,3,3,1,3
15061329,1,1,2,2,2,2,4,4,4,0,1,4,3,1,3
15061330,1,1,4,4,3,3,4,4,3,0,0,3,1,3,4
15061331,1,0,3,3,1,2,3,4,3,0,1,3,2,2,3
15061335,1,0,3,3,3,2,4,4,3,0,1,4,3,1,3
15061336,2,0,3,3,2,1,4,4,3,0,3,3,3,1,1
15061340,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061342,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061344,1,1,2,3,2,2,4,3,3,2,0,4,3,1,4
15061345,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061346,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061347,0,1,3,3,1,1,3,4,3,0,2,3,2,2,2
15061349,2,0,2,2,1,3,3,4,3,0,3,2,4,0,1
15061352,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061353,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061355,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061360,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061364,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061365,1,1,3,3,3,3,4,4,4,1,1,2,2,2,3
15061367,1,1,3,3,3,3,4,4,4,1,1,2,2,2,3
15061368,1,0,4,4,2,3,4,3,4,0,2,4,2,2,2
15061369,1,0,4,4,2,3,4,3,4,0,2,4,2,2,2
15061370,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061377,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061378,1,0,3,3,3,2,4,4,3,0,1,4,3,1,3
15061380,0,1,3,3,1,1,2,4,3,0,2,3,2,2,2
15061382,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061383,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061384,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061385,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061386,1,0,4,4,2,3,4,3,4,0,2,4,2,2,2
15061388,0,1,2,2,3,3,3,3,3,0,1,3,3,1,3
15061389,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061390,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061392,2,0,3,3,3,4,3,4,1,1,1,4,2,2,3
15061394,1,0,2,3,3,1,4,3,3,1,2,3,1,3,2
15061396,1,0,2,3,3,1,4,3,3,1,2,3,1,3,2
15061404,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061406,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061410,0,2,4,4,2,0,4,4,3,1,2,2,3,1,2
15061411,1,1,2,3,1,1,3,4,3,0,3,3,3,1,1
15061414,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061415,1,0,3,3,0,1,2,3,3,1,2,4,2,2,2
15061417,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061418,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061419,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061420,1,1,2,2,2,1,3,4,3,1,0,3,0,4,4
15061421,2,0,3,3,1,2,4,3,3,0,1,2,3,1,3
15061422,1,0,1,1,1,1,4,3,3,0,1,4,3,1,3
15061423,1,0,1,1,1,1,4,3,3,0,1,4,3,1,3
15061424,1,1,2,1,0,2,3,3,3,0,2,2,3,1,2
15061425,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061430,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061434,1,0,3,3,0,1,3,3,3,1,2,4,2,2,2
15061435,2,0,3,3,2,1,4,3,3,0,2,4,2,2,2
15061436,1,2,2,2,0,0,4,4,4,0,3,2,2,2,1
15061437,1,1,2,3,2,3,4,4,2,0,2,3,3,1,2
15061438,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061439,1,1,2,3,2,3,4,4,2,0,2,3,3,1,2
15061441,0,0,2,2,3,3,3,4,3,1,3,3,2,2,1
15061442,1,1,2,3,1,1,3,4,3,0,3,3,3,1,1
15061443,1,2,2,2,0,0,4,4,4,0,3,2,2,2,1
15061444,1,0,4,4,2,1,4,3,3,0,2,3,2,2,2
15061445,0,0,2,2,3,3,3,4,3,1,3,3,2,2,1
15061447,1,0,2,2,1,1,3,3,3,0,1,4,3,1,2
15061453,0,0,2,2,3,3,3,4,3,1,3,3,2,2,1
15061458,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061459,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061461,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061462,1,1,2,3,2,3,4,4,2,0,2,3,3,1,2
15061463,1,0,2,2,1,1,4,3,3,0,1,4,3,1,3
15061469,1,1,2,3,2,2,4,3,3,2,0,4,3,1,4
15061470,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15061471,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15061475,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061477,1,0,4,4,2,1,4,3,3,0,2,3,2,2,2
15061478,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061479,1,0,1,1,1,1,4,3,3,0,1,4,3,1,3
15061480,0,0,2,2,3,3,3,4,3,1,3,3,2,2,1
15061481,1,0,1,2,2,1,4,2,3,1,2,2,2,2,2
15061482,1,2,2,2,0,0,4,4,4,0,3,2,2,2,1
15061484,0,0,3,3,2,3,4,4,2,1,3,2,3,1,1
15061485,1,2,2,2,0,0,4,4,4,0,3,2,2,2,1
15061487,1,1,2,2,1,2,3,3,3,0,3,3,3,1,1
15061488,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061489,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061490,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061492,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061493,0,1,3,3,1,1,2,4,3,0,2,3,2,2,2
15061495,0,1,3,3,1,1,3,4,3,0,2,3,2,2,2
15061498,2,1,3,3,2,1,3,4,4,0,1,4,3,1,3
15061500,1,2,2,2,0,0,4,4,4,0,3,2,2,2,1
15061501,2,0,3,2,2,3,3,3,4,0,1,2,3,1,3
15061503,1,0,1,1,1,1,4,3,3,0,1,4,3,1,3
15061504,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061505,2,1,2,3,1,1,4,4,2,0,1,4,3,1,3
15061507,1,1,2,3,1,1,3,4,3,0,3,3,3,1,1
15061508,1,1,2,3,1,1,3,4,3,0,3,3,3,1,1
15061509,1,0,4,4,1,1,3,3,3,1,1,3,3,1,3
15061511,1,0,4,4,1,1,3,3,3,1,1,3,3,1,3
15061514,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061516,2,0,3,2,2,3,3,3,4,0,1,2,3,1,3
15061517,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061518,1,0,1,1,1,1,4,3,3,0,1,4,3,1,3
15061520,0,0,3,3,3,2,4,4,2,1,1,3,3,1,3
15061521,0,0,3,3,2,3,4,4,4,1,2,4,3,1,2
15061523,1,1,3,3,2,3,4,3,4,0,3,3,2,2,1
15061524,2,0,3,3,1,1,3,4,4,1,2,4,3,1,2
15061525,1,1,2,3,1,2,3,4,3,0,3,3,3,1,1
15061526,1,1,2,1,1,2,3,3,3,0,2,3,3,2,2
15061528,0,1,3,3,1,1,2,4,3,0,2,3,2,2,2
15061530,1,1,2,3,1,1,3,4,3,0,3,3,3,1,1
15061533,1,1,2,3,1,2,3,4,3,0,3,3,3,1,1
15061534,0,0,4,4,2,3,3,4,4,0,2,2,3,1,2
15061535,0,1,3,3,1,2,3,4,3,0,2,3,2,2,2
15061536,1,1,2,3,1,2,3,4,3,0,3,3,3,1,1
15061537,1,0,2,3,3,2,4,3,3,1,2,3,1,3,2
15061538,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061539,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061542,1,0,1,2,2,1,4,2,3,1,2,2,2,2,2
15061543,1,1,3,3,3,3,4,4,4,1,1,2,2,2,3
15061546,1,1,3,3,2,3,4,3,4,0,3,3,2,2,1
15061549,1,0,4,4,1,0,4,4,2,0,3,3,3,1,1
15061550,1,1,2,1,0,2,3,3,3,0,2,2,3,1,2
15061551,1,2,2,2,0,0,4,4,4,0,3,2,2,2,1
15061553,2,0,3,4,2,0,4,3,2,1,3,3,2,2,2
15061555,3,0,3,3,1,2,4,3,3,0,1,2,3,1,3
15061556,1,2,2,2,0,0,4,4,4,0,3,2,2,2,1
15061557,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061561,1,0,2,2,1,0,4,4,3,1,2,4,4,0,2
15061564,1,0,1,1,1,1,4,3,3,0,1,4,3,1,3
15061565,1,1,1,2,1,2,4,2,2,1,1,2,3,1,3
15061566,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061567,2,0,3,3,1,1,4,4,1,0,1,4,3,1,3
15061571,2,0,3,3,0,2,4,4,2,0,1,3,4,0,3
15061575,0,0,3,3,2,3,4,4,2,1,3,2,3,1,1
15061576,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15061577,1,1,2,2,2,2,4,4,4,0,1,4,3,1,3
15061580,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061585,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15061586,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15061588,1,2,2,2,0,0,4,4,4,0,3,2,2,2,1
15061601,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061602,2,0,3,4,2,1,4,3,3,1,3,3,2,2,1
15061604,1,0,2,4,2,1,4,3,2,1,2,4,2,2,2
15061608,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15061609,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061610,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061614,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061621,2,0,3,2,2,3,3,3,4,0,1,2,3,1,3
15061622,1,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061626,2,0,3,3,2,2,3,4,3,0,2,4,2,2,2
15061627,1,0,4,4,1,2,4,4,2,0,1,1,2,2,3
15061628,1,0,4,4,1,1,3,3,3,1,1,3,3,1,3
15061629,0,0,3,3,1,2,4,4,4,2,2,2,4,0,2
15061630,0,0,4,4,2,3,3,4,4,0,2,2,3,1,2
15061632,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061633,1,0,4,4,1,1,4,4,3,0,2,1,3,1,2
15061638,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061639,2,2,1,3,2,0,4,2,3,1,1,4,3,1,3
15061640,1,0,3,3,2,1,3,3,3,0,2,4,2,2,2
15061641,2,2,1,3,2,0,4,2,3,1,1,4,3,1,3
15061642,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061645,1,0,3,3,2,2,3,3,3,0,2,4,2,2,2
15061646,1,0,2,3,3,1,4,3,3,1,2,3,1,3,2
15061649,1,2,3,3,3,2,4,3,3,0,1,3,3,1,3
15061650,1,1,2,3,3,1,4,3,4,1,1,2,2,2,3
15061651,1,1,2,3,1,1,3,4,3,0,3,3,3,1,1
15061653,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061654,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061658,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061659,1,1,1,1,1,1,4,4,4,1,1,4,2,2,3
15061665,0,2,4,4,2,0,4,4,3,1,2,2,3,1,2
15061666,2,0,4,4,3,3,4,3,3,0,0,3,3,1,4
15061667,0,0,3,3,2,3,4,4,2,1,3,2,3,1,1
15061668,0,2,4,4,2,0,4,4,3,1,2,2,3,1,2
15061669,1,0,3,3,1,2,3,3,3,2,1,3,4,0,3
15061670,2,1,1,3,2,0,4,2,3,1,1,4,3,1,3
15061671,1,1,3,3,2,1,3,3,3,0,3,4,3,1,1
15061673,0,1,2,2,2,2,4,3,3,1,2,3,4,0,2
15061677,2,1,3,3,1,1,4,4,4,0,1,4,3,1,3
15061678,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061679,2,0,3,3,2,1,4,3,3,0,2,4,2,2,2
15061680,2,2,1,3,2,0,4,2,3,1,1,4,3,1,3
15061682,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061683,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061684,1,2,4,4,2,2,3,3,4,0,1,4,3,1,3
15061686,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061687,1,0,3,3,1,1,3,3,4,0,1,2,3,1,3
15061688,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061690,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061702,1,0,3,3,2,1,3,3,3,0,2,4,2,2,2
15061706,1,1,4,4,1,1,4,4,3,1,1,2,3,1,3
15061707,1,0,3,3,3,3,3,4,3,0,2,4,3,1,2
15061709,1,0,3,3,1,2,3,3,3,2,1,3,4,0,3
15061712,1,0,4,4,2,2,2,4,3,0,3,4,3,1,1
15061714,1,0,3,3,0,1,3,3,3,1,2,4,2,2,2
15061717,1,0,4,4,2,3,4,4,2,0,3,2,2,2,1
15061719,1,0,2,3,3,1,4,3,3,1,2,3,1,3,2
15061720,1,0,3,3,0,1,3,3,3,1,2,4,2,2,2
15061722,1,0,2,1,1,2,3,3,3,0,1,3,3,1,3
15061723,2,0,3,2,2,3,3,3,4,0,1,2,3,1,3
15061724,1,1,2,1,1,2,3,3,3,0,2,2,3,1,2
15061725,1,0,3,3,0,1,3,3,3,1,2,4,2,2,2
15061726,1,0,1,2,3,0,4,3,2,1,3,3,3,1,1
15061729,1,1,2,1,0,2,3,3,3,0,2,2,3,1,2
15061733,1,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061734,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061735,1,0,3,3,0,1,3,3,3,1,2,4,2,2,2
15061736,1,1,2,1,0,2,3,3,3,0,2,2,3,1,2
15061737,1,1,2,1,0,2,3,3,3,0,2,2,3,1,2
15061738,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061740,1,1,3,3,1,2,3,3,2,0,1,4,3,1,3
15061744,2,1,4,4,2,3,4,4,3,0,2,3,2,2,2
15061747,1,0,2,3,3,1,4,3,3,1,2,3,1,3,2
15061751,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15061752,1,1,3,3,1,2,3,3,2,0,1,4,3,1,3
15061753,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061754,0,1,3,3,1,1,4,4,3,0,3,2,2,2,1
15061755,1,0,4,4,2,1,3,4,3,0,2,3,3,1,2
15061756,1,0,4,4,1,1,3,4,3,0,2,3,3,1,2
15061757,2,0,3,3,2,1,4,3,3,0,2,4,2,2,2
15061758,1,1,2,3,1,2,4,4,2,0,1,3,3,1,2
15061760,1,1,1,1,0,2,3,3,3,0,2,2,3,1,2
15061761,1,0,2,3,3,1,4,3,3,1,2,3,1,3,2
15061762,0,1,3,3,1,1,2,4,3,0,2,3,2,2,2
15061764,1,0,4,4,1,1,3,3,3,1,1,3,3,1,3
15061766,1,0,1,2,2,1,4,2,3,1,2,2,2,2,2
15061769,0,0,4,4,2,2,4,4,2,1,1,2,4,0,3
15061771,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061772,1,0,4,4,2,3,4,3,4,0,2,4,2,2,2
15061773,2,1,3,3,0,1,3,4,2,1,0,4,3,1,4
15061776,1,2,2,2,0,0,4,4,4,0,3,2,2,2,1
15061777,2,0,3,3,2,1,4,3,3,0,2,4,2,2,2
15061784,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061785,1,0,4,4,1,2,4,4,3,0,1,1,3,1,3
15061788,2,0,3,3,1,1,3,4,4,1,2,4,3,1,2
15061789,1,2,2,2,0,0,4,4,4,0,3,2,2,2,1
15061790,2,0,3,3,2,1,4,3,3,0,2,4,2,2,2
15061795,0,0,4,4,2,3,3,4,4,0,2,2,3,1,2
15061797,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061798,1,0,1,1,1,1,4,3,3,0,1,4,3,1,3
15061799,2,0,3,3,2,1,4,3,3,0,2,4,2,2,2
15061800,1,0,1,2,0,2,3,4,3,0,2,3,4,0,2
15061811,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061813,1,2,2,2,0,0,4,4,4,0,3,2,2,2,1
15061814,2,2,1,3,2,0,4,2,3,1,1,4,3,1,3
15061815,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061826,1,0,1,1,1,1,4,3,3,0,1,4,3,1,3
15061905,1,1,3,3,3,3,4,4,4,1,1,2,2,2,3
15061906,1,1,4,4,2,1,3,3,3,0,4,4,2,2,0
15061907,1,1,3,3,2,1,3,4,4,0,0,2,2,2,4
15061908,1,0,4,4,1,0,4,4,2,0,3,3,3,1,1
15061909,0,0,3,3,2,3,3,3,4,0,2,3,3,1,2
15061910,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061911,1,1,3,3,1,1,4,4,4,0,1,2,1,3,3
15061915,1,1,3,3,1,2,4,4,4,0,1,2,1,3,3
15061917,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061918,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15061926,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061927,1,0,3,3,0,1,NA,3,3,0,3,3,2,2,1
15061929,0,2,2,3,2,1,4,3,4,0,1,4,2,2,3
15061930,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15061933,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061934,1,1,2,1,0,2,3,3,3,0,2,2,3,1,2
15061937,1,0,3,3,2,1,3,4,2,0,2,3,2,2,2
15061939,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061941,1,0,3,3,1,2,3,3,3,2,1,3,4,0,3
15061944,2,0,2,2,2,2,4,4,2,0,3,3,2,2,1
15061945,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061948,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061949,1,0,3,3,2,3,3,4,3,0,3,3,2,2,1
15061951,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061952,1,1,2,1,0,2,3,3,3,0,2,2,3,1,2
15061953,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061954,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061957,1,1,4,4,0,1,4,4,4,1,2,4,3,1,2
15061958,2,0,3,3,1,1,4,4,1,0,1,4,3,1,3
15061960,1,1,4,4,2,2,3,3,3,0,4,4,2,2,0
15061961,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061964,1,0,2,3,3,1,4,3,3,1,2,3,1,3,2
15061965,1,0,3,4,1,2,4,3,3,1,2,2,2,2,2
15061966,1,1,2,2,1,2,3,3,3,0,3,3,3,1,1
15061967,2,0,3,3,0,1,4,2,3,1,2,3,4,0,2
15061968,2,0,3,3,2,1,4,3,3,0,2,4,2,2,2
15061969,0,1,3,3,2,2,4,3,3,1,2,3,2,2,2
15062036,0,0,3,3,2,2,4,4,4,1,2,4,3,1,2
15062038,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15062039,1,1,3,3,3,3,4,4,4,1,1,2,2,2,3
15062050,1,1,4,4,1,1,3,3,4,1,1,3,0,4,3
15062051,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15062052,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15062053,1,1,3,3,2,3,4,4,4,1,1,2,2,2,3
15062063,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15062067,0,1,3,3,2,2,4,3,3,1,2,3,2,2,2
15062069,2,0,3,3,1,1,3,4,4,1,2,4,3,1,2
15062071,1,0,2,3,3,1,4,3,3,1,2,3,1,3,2
15062080,1,0,3,3,1,1,3,4,4,0,2,4,2,2,3
15062081,2,1,4,4,2,1,4,3,2,0,2,3,2,2,2
15062092,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15062094,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15062097,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15062100,1,1,1,2,2,1,4,3,3,1,2,3,3,1,2
15062101,0,0,3,3,1,3,4,4,2,1,3,2,3,1,1
15062102,1,0,2,3,1,2,4,2,3,0,1,1,4,0,3
15062103,1,1,3,3,0,0,4,4,4,0,1,4,4,0,3
15062105,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15062106,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15062107,1,1,2,3,1,1,3,4,3,0,3,3,3,1,1
15062108,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15062109,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15062112,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15062115,0,0,2,2,3,3,3,4,3,1,3,3,2,2,1
15062117,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15062118,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15062119,1,1,2,2,2,2,4,4,4,0,1,4,3,1,3
15062122,2,0,4,4,3,3,4,3,3,0,0,3,3,1,4
15062124,1,0,4,4,1,1,3,3,3,1,1,3,3,1,3
