"nMarkers","HCLTraits","Traits","HCLs","Models","Means"
100,"CPBrote.H","CPBrote","H","RKHS",0.317666666666667
100,"CPBrote.L","CPBrote","L","RKHS",0.450222222222222
100,"CPFlor.C","CPFlor","C","RKHS",0.620777777777778
100,"CPFlor.H","CPFlor","H","RKHS",0.862333333333333
100,"CPFlor.L","CPFlor","L","RKHS",0.634777777777778
100,"CPTuber.C","CPTuber","C","RKHS",0.546888888888889
100,"CPTuber.H","CPTuber","H","RKHS",0.439666666666667
100,"CPTuber.L","CPTuber","L","RKHS",0.459888888888889
100,"CPulpa.C","CPulpa","C","RKHS",0.475555555555556
100,"CPulpa.H","CPulpa","H","RKHS",0.337888888888889
100,"CPulpa.L","CPulpa","L","RKHS",0.462777777777778
100,"CSBrote.C","CSBrote","C","RKHS",0.236777777777778
100,"CSBrote.H","CSBrote","H","BL",0.180888888888889
100,"CSBrote.L","CSBrote","L","RKHS",0.289666666666667
100,"CSPulpa.C","CSPulpa","C","BRR",0.209333333333333
100,"CSPulpa.H","CSPulpa","H","RKHS",0.101
100,"CSPulpa.L","CSPulpa","L","RKHS",0.297555555555556
100,"CSTuber.C","CSTuber","C","BA",0.201555555555556
100,"CSTuber.H","CSTuber","H","BA",0.180222222222222
100,"CSTuber.L","CSTuber","L","BA",0.324555555555556
100,"CTallo.C","CTallo","C","RKHS",0.666777777777778
100,"CTallo.H","CTallo","H","RKHS",0.472
100,"CTallo.L","CTallo","L","RKHS",0.690333333333333
25,"CBaya.C","CBaya","C","RKHS",0.145222222222222
25,"CBaya.H","CBaya","H","BRR",0.112222222222222
25,"CBaya.L","CBaya","L","BRR",0.142777777777778
25,"CPBrote.C","CPBrote","C","RKHS",0.580888888888889
25,"CPBrote.H","CPBrote","H","RKHS",0.319444444444444
25,"CPBrote.L","CPBrote","L","RKHS",0.464555555555556
25,"CPFlor.C","CPFlor","C","RKHS",0.619555555555556
25,"CPFlor.H","CPFlor","H","RKHS",0.837444444444444
25,"CPFlor.L","CPFlor","L","RKHS",0.639888888888889
25,"CPTuber.C","CPTuber","C","RKHS",0.515
25,"CPTuber.H","CPTuber","H","RKHS",0.444777777777778
25,"CPTuber.L","CPTuber","L","RKHS",0.447222222222222
25,"CPulpa.C","CPulpa","C","RKHS",0.474777777777778
25,"CPulpa.H","CPulpa","H","RKHS",0.267777777777778
25,"CPulpa.L","CPulpa","L","RKHS",0.455444444444444
25,"CSBrote.C","CSBrote","C","BA",0.216777777777778
25,"CSBrote.H","CSBrote","H","RKHS",0.203444444444444
25,"CSBrote.L","CSBrote","L","RKHS",0.297555555555556
25,"CSPulpa.C","CSPulpa","C","RKHS",0.194555555555556
25,"CSPulpa.H","CSPulpa","H","BL",0.0842222222222222
25,"CSPulpa.L","CSPulpa","L","RKHS",0.295555555555556
25,"CSTuber.C","CSTuber","C","BA",0.213444444444444
25,"CSTuber.H","CSTuber","H","RKHS",0.195555555555556
25,"CSTuber.L","CSTuber","L","BC",0.346555555555556
25,"CTallo.C","CTallo","C","RKHS",0.653444444444444
25,"CTallo.H","CTallo","H","RKHS",0.448666666666667
25,"CTallo.L","CTallo","L","RKHS",0.697
50,"CBaya.C","CBaya","C","BRR",0.151777777777778
50,"CBaya.H","CBaya","H","BA",0.091
50,"CBaya.L","CBaya","L","BC",0.150666666666667
50,"CPBrote.C","CPBrote","C","RKHS",0.573888888888889
50,"CPBrote.H","CPBrote","H","BRR",0.304111111111111
50,"CPBrote.L","CPBrote","L","RKHS",0.435888888888889
50,"CPFlor.C","CPFlor","C","RKHS",0.604888888888889
50,"CPFlor.H","CPFlor","H","RKHS",0.845444444444444
50,"CPFlor.L","CPFlor","L","RKHS",0.626666666666667
50,"CPTuber.C","CPTuber","C","RKHS",0.520111111111111
50,"CPTuber.H","CPTuber","H","RKHS",0.452111111111111
50,"CPTuber.L","CPTuber","L","RKHS",0.465444444444444
50,"CPulpa.C","CPulpa","C","RKHS",0.474111111111111
50,"CPulpa.H","CPulpa","H","RKHS",0.310444444444444
50,"CPulpa.L","CPulpa","L","RKHS",0.463888888888889
50,"CSBrote.C","CSBrote","C","BA",0.226111111111111
50,"CSBrote.H","CSBrote","H","BA",0.218333333333333
50,"CSBrote.L","CSBrote","L","BRR",0.278666666666667
50,"CSPulpa.C","CSPulpa","C","BRR",0.197888888888889
50,"CSPulpa.H","CSPulpa","H","BRR",0.08
50,"CSPulpa.L","CSPulpa","L","RKHS",0.272444444444444
50,"CSTuber.C","CSTuber","C","BRR",0.203777777777778
50,"CSTuber.H","CSTuber","H","BL",0.197777777777778
50,"CSTuber.L","CSTuber","L","BL",0.320777777777778
50,"CTallo.C","CTallo","C","RKHS",0.650444444444444
50,"CTallo.H","CTallo","H","RKHS",0.457
50,"CTallo.L","CTallo","L","RKHS",0.691888888888889
75,"CBaya.C","CBaya","C","BL",0.126333333333333
75,"CBaya.H","CBaya","H","BRR",0.109888888888889
75,"CBaya.L","CBaya","L","RKHS",0.121222222222222
75,"CPBrote.C","CPBrote","C","RKHS",0.579444444444444
75,"CPBrote.H","CPBrote","H","RKHS",0.308888888888889
75,"CPBrote.L","CPBrote","L","RKHS",0.448777777777778
75,"CPFlor.C","CPFlor","C","RKHS",0.609444444444444
75,"CPFlor.H","CPFlor","H","RKHS",0.848222222222222
75,"CPFlor.L","CPFlor","L","RKHS",0.634222222222222
75,"CPTuber.C","CPTuber","C","RKHS",0.534111111111111
75,"CPTuber.H","CPTuber","H","RKHS",0.438555555555556
75,"CPTuber.L","CPTuber","L","RKHS",0.431
75,"CPulpa.C","CPulpa","C","RKHS",0.464666666666667
75,"CPulpa.H","CPulpa","H","RKHS",0.341222222222222
75,"CPulpa.L","CPulpa","L","RKHS",0.460777777777778
75,"CSBrote.C","CSBrote","C","BA",0.231333333333333
75,"CSBrote.H","CSBrote","H","BA",0.202
75,"CSBrote.L","CSBrote","L","RKHS",0.318444444444444
75,"CSPulpa.C","CSPulpa","C","RKHS",0.2
75,"CSPulpa.H","CSPulpa","H","BL",0.0687777777777778
75,"CSPulpa.L","CSPulpa","L","RKHS",0.286222222222222
75,"CSTuber.C","CSTuber","C","BL",0.214444444444444
75,"CSTuber.H","CSTuber","H","BC",0.207888888888889
75,"CSTuber.L","CSTuber","L","RKHS",0.344333333333333
75,"CTallo.C","CTallo","C","RKHS",0.662111111111111
75,"CTallo.H","CTallo","H","RKHS",0.466666666666667
75,"CTallo.L","CTallo","L","RKHS",0.708
