SAMPLES,c1_11276,c1_1318,c1_2519,c1_4822,c2_10961,c2_12959,c2_13613,c2_13671,c2_1688,c2_19081,c2_19223,c2_19692,c2_22050,c2_22466,c2_25289,c2_2998,c2_30296,c2_33516,c2_36777,c2_36781,c2_37136,c2_40821,c2_43123,c2_43926,c2_4438,c2_44815,c2_46777,c2_47405,c2_48734,c2_49812,c2_53053,c2_54586,c2_57750,c2_6906,c2_9908
15061499,0,2,4,1,0,1,2,0,2,1,2,2,4,1,3,3,1,1,4,0,1,1,4,4,0,4,3,3,0,2,0,1,3,3,1
15061647,0,3,3,3,0,3,2,1,1,2,1,2,3,1,4,4,0,1,4,0,2,1,4,4,0,3,3,1,1,2,0,2,3,4,1
15061612,0,2,3,0,0,2,2,3,1,0,1,1,4,2,4,4,3,2,4,0,1,3,4,3,0,3,2,1,1,4,0,0,0,4,0
15061742,0,2,4,1,0,1,2,0,2,1,2,2,4,1,3,3,1,1,4,0,1,1,4,4,0,4,3,2,0,2,0,1,3,3,1
15061710,1,3,3,2,1,1,3,1,2,2,1,1,4,1,4,4,3,2,3,1,0,2,3,3,0,3,3,0,1,2,1,1,2,4,0
15062372,1,3,4,1,2,3,2,2,3,2,1,3,3,0,4,2,3,3,3,1,2,3,3,4,0,3,4,0,2,2,1,1,4,3,0
15061583,1,1,3,3,1,1,2,2,2,2,0,2,2,0,4,3,3,3,3,1,2,3,4,3,1,3,2,0,1,1,1,3,3,4,0
15061767,0,1,4,2,2,3,2,2,3,3,0,1,4,1,4,4,3,3,3,1,1,1,4,4,1,2,4,0,1,2,0,2,3,3,1
15062130,0,2,3,3,1,2,1,1,2,3,2,2,3,2,4,4,2,1,3,1,1,2,4,4,0,3,3,1,2,1,0,3,4,4,1
15061637,0,3,3,3,0,3,2,1,1,2,1,2,3,1,4,4,0,1,4,0,2,1,4,4,0,3,3,1,1,2,0,2,3,4,1
15061337,0,2,3,2,1,2,2,1,1,2,0,2,3,1,4,3,3,1,3,1,2,2,4,4,0,2,2,1,2,2,0,2,3,4,1
15062104,0,2,4,3,2,2,2,1,2,1,0,2,4,0,4,3,3,3,4,0,1,1,4,4,0,2,4,1,2,1,0,3,3,4,1
15061579,1,2,4,2,0,2,2,1,1,0,1,1,3,2,4,3,3,1,4,0,2,3,4,4,0,3,3,0,1,3,0,1,3,3,0
15061932,1,0,2,2,3,3,1,0,0,1,2,1,4,0,3,4,2,3,4,0,1,2,3,4,0,2,3,2,1,1,1,2,3,2,1
15061603,1,2,4,3,1,2,1,1,1,1,0,1,3,1,4,4,1,2,3,1,2,2,4,4,0,3,2,0,1,2,0,2,4,3,1
15060025,0,3,3,3,0,3,2,1,1,2,1,2,3,1,4,4,0,1,4,0,2,1,4,4,0,3,3,1,1,2,0,3,3,4,1
15061704,0,3,3,3,0,3,2,1,1,2,1,2,3,1,4,4,0,1,4,0,2,1,4,4,0,3,3,1,1,2,0,2,3,4,1
15061334,0,3,4,3,1,3,3,1,2,2,0,2,4,1,4,3,1,2,4,0,2,3,4,4,0,4,3,1,1,2,0,2,4,4,0
15061631,1,3,3,2,1,1,2,1,2,2,1,1,4,1,4,4,3,2,3,1,0,2,3,3,0,3,3,0,1,2,1,1,2,4,0
15060964,0,3,2,2,0,2,4,1,2,0,1,3,2,1,4,3,4,2,3,1,2,2,4,3,0,1,2,1,2,2,1,1,4,4,0
15061778,0,1,4,3,1,2,2,1,2,1,1,0,2,0,4,4,3,2,3,1,1,3,4,4,0,3,1,1,1,1,0,3,2,4,1
15061718,0,4,2,3,1,2,2,1,1,2,0,1,2,0,4,3,3,1,3,1,2,1,4,4,0,2,1,1,1,1,0,1,3,4,2
15061486,0,3,3,4,0,2,3,2,0,1,0,0,4,1,4,2,4,2,4,0,3,4,4,3,0,0,4,2,2,2,0,2,4,4,0
15060214,0,1,3,3,2,1,0,1,0,1,2,1,4,1,4,4,0,3,4,0,2,1,4,4,0,2,3,2,1,1,0,3,2,3,2
15061333,0,3,3,2,0,2,3,2,2,0,1,1,3,1,4,4,3,1,4,0,3,0,4,4,0,2,3,1,2,3,0,1,2,4,1
15061962,1,0,2,2,3,3,1,0,0,1,2,1,4,0,3,4,2,3,4,0,1,2,3,4,0,2,3,2,1,1,1,2,3,2,1
15061624,1,2,4,3,1,2,1,1,1,1,0,1,3,1,4,4,1,2,3,1,2,2,4,4,0,3,2,0,1,2,0,3,4,NA,1
15061282,1,1,3,3,1,1,2,2,2,2,0,2,2,0,4,3,3,3,3,1,2,3,4,3,1,3,2,0,1,1,1,3,3,4,0
15061529,1,2,4,2,1,2,2,1,1,1,0,3,3,2,4,4,1,2,3,1,2,3,3,4,0,2,2,0,2,2,1,2,3,4,0
15061935,1,0,2,2,3,3,1,0,0,1,2,1,4,0,3,4,2,3,4,0,1,2,3,4,0,2,3,2,1,1,1,3,3,2,1
15061568,0,1,4,3,0,2,0,1,1,2,1,2,3,1,4,4,2,3,2,2,0,2,4,4,0,2,3,1,3,1,0,3,4,4,1
15061491,0,1,4,3,1,2,2,1,2,1,1,0,2,0,4,4,3,2,3,1,1,3,4,4,0,3,1,1,1,1,0,3,2,4,1
15061318,0,4,3,2,1,3,3,1,0,1,0,2,2,2,4,3,0,2,3,1,1,2,4,4,1,2,1,1,3,2,0,1,2,4,0
15061361,0,2,3,2,1,2,2,1,1,2,0,2,3,1,4,3,3,1,3,1,2,2,4,4,0,2,2,1,2,2,0,2,3,4,1
15061515,0,1,4,2,2,1,2,2,0,2,1,2,3,2,3,3,1,2,4,0,2,2,4,3,0,4,2,1,0,1,0,2,4,3,2
15062123,0,2,4,1,0,1,2,0,2,1,2,2,3,1,3,3,1,1,4,0,1,1,4,4,0,4,3,3,0,2,0,1,3,3,1
15061358,0,3,3,3,0,3,2,1,1,2,1,2,3,1,4,4,0,1,4,0,2,1,4,4,0,3,3,1,1,2,0,2,3,4,1
15061428,1,0,4,4,1,2,2,2,2,1,0,1,3,0,4,4,2,3,4,0,1,1,4,4,0,2,3,1,2,0,0,4,4,3,0
15061496,2,3,2,3,1,0,2,2,2,1,0,1,3,0,4,4,2,1,4,0,2,2,3,4,0,2,2,0,1,1,1,3,2,4,1
15061648,0,1,3,3,1,3,2,1,2,4,0,1,4,1,4,3,1,2,2,2,1,1,4,4,0,3,3,1,0,1,0,3,4,4,0
15061808,2,2,3,3,3,4,2,1,2,3,1,0,3,0,4,4,2,1,3,1,2,2,3,3,1,4,1,0,1,1,2,1,2,3,0
15061600,0,2,4,3,1,1,3,0,1,2,0,2,2,0,4,3,1,0,3,2,1,1,4,4,0,2,2,0,2,2,1,3,1,4,2
15061730,1,2,1,2,1,2,2,1,2,1,0,1,3,0,4,4,4,1,4,0,2,3,3,4,0,1,2,0,1,2,1,2,1,3,1
15061623,0,3,3,3,0,3,2,1,1,2,1,2,3,1,4,4,0,1,4,0,2,1,4,4,0,3,3,1,1,2,0,2,3,4,1
15061405,1,1,3,3,1,1,2,2,2,2,0,2,2,0,4,3,3,3,3,1,2,3,4,3,1,3,2,0,1,1,1,3,3,4,0
15061299,1,1,3,3,1,1,2,2,2,2,0,2,2,0,4,3,3,3,3,1,2,3,4,3,1,3,2,0,1,1,1,3,3,4,0
15061578,0,2,4,3,1,2,2,1,2,1,0,2,4,0,4,3,3,3,4,0,1,1,4,4,0,2,4,1,2,1,0,3,3,4,2
15061476,0,3,3,3,1,3,2,1,2,1,1,4,3,2,4,4,1,2,2,2,0,2,4,4,0,2,2,0,1,1,0,2,3,4,0
15061765,1,2,4,2,1,2,2,1,1,1,0,2,3,2,4,4,1,2,3,1,2,3,3,4,0,2,2,0,2,2,1,2,3,4,0
15062111,0,1,3,4,0,3,1,1,1,2,1,1,3,1,4,3,1,3,2,2,0,1,4,4,0,3,2,0,1,0,0,4,3,4,0
15061397,1,2,4,3,1,2,1,1,1,1,0,1,3,1,4,4,1,2,3,1,2,2,4,4,0,3,2,0,1,2,0,2,4,3,1
15061713,0,3,3,3,0,3,2,1,1,2,1,2,3,1,4,4,0,1,4,0,2,1,4,4,0,3,3,1,1,2,0,2,3,4,1
15061584,2,2,4,3,3,1,3,2,1,2,0,0,4,2,2,4,1,2,3,1,2,3,4,4,0,4,2,2,3,3,1,1,2,4,1
15061912,0,3,2,3,1,2,3,4,1,2,1,2,4,2,0,4,2,3,4,1,3,1,4,4,0,2,4,2,3,2,1,1,1,3,1
15061260,0,3,3,3,0,3,2,1,1,2,1,2,3,1,4,4,0,1,4,0,2,1,4,4,0,3,3,1,1,2,0,2,3,4,1
15062099,1,3,4,1,1,3,2,1,1,3,0,1,2,1,4,4,3,3,2,2,1,1,3,3,1,3,2,0,1,3,1,1,3,3,0
15061350,1,0,4,3,2,2,1,1,0,1,0,3,4,2,4,4,1,2,3,1,2,2,4,3,0,2,4,2,2,1,0,3,2,4,1
15060933,1,3,2,2,1,2,2,1,0,2,2,4,1,0,3,3,2,3,1,2,3,2,3,4,0,2,1,1,2,2,1,1,2,4,1
15061548,0,4,3,3,0,1,3,0,2,2,0,1,4,1,4,4,2,1,3,1,1,3,4,4,0,2,4,0,2,2,0,2,3,4,1
15061348,0,2,3,2,1,2,2,1,1,2,0,2,3,1,4,3,3,1,3,1,2,2,4,4,0,2,2,1,2,2,0,2,3,4,1
15061560,0,2,2,3,1,3,3,0,2,2,1,3,3,0,3,3,1,0,4,0,1,2,4,2,0,3,3,4,0,1,0,3,3,4,1
15061544,1,3,4,3,1,2,1,2,1,1,0,1,3,1,4,4,1,2,3,1,2,2,4,4,0,2,2,0,1,2,0,1,4,3,2
15061449,0,4,2,3,1,2,2,1,1,2,0,1,2,0,4,3,3,1,3,1,2,1,4,4,0,2,1,1,1,1,0,1,3,4,2
15062348,1,0,4,4,1,2,2,2,2,1,0,1,3,0,4,4,2,3,4,0,1,1,4,4,0,2,3,1,2,0,0,4,4,3,0
15061916,0,2,3,2,1,2,2,1,1,2,0,2,3,1,4,3,3,1,3,1,2,2,4,4,0,2,2,1,2,2,0,2,3,4,1
15062138,1,2,4,3,1,2,2,1,1,1,0,1,3,1,4,4,1,2,3,1,2,2,4,4,0,3,2,0,1,2,0,2,4,NA,1
15061946,2,3,2,3,1,0,2,2,2,1,0,1,3,0,4,4,2,1,4,0,2,2,3,4,0,2,2,0,1,1,1,3,2,4,1
15061676,0,2,3,2,1,2,2,1,1,2,0,2,3,1,4,3,3,1,3,1,2,2,4,4,0,2,2,1,2,2,0,2,3,4,1
15060536,1,2,3,4,1,3,3,4,1,3,1,4,3,2,3,3,3,1,2,2,1,3,3,4,1,2,3,1,1,2,1,2,4,4,1
15061391,0,1,4,3,1,2,2,1,2,1,1,0,2,0,4,4,3,2,3,1,1,3,4,4,0,3,1,1,1,1,0,3,2,4,1
15061662,0,4,2,3,1,2,2,1,1,2,0,1,2,0,4,3,3,1,3,1,2,1,4,4,0,2,1,1,1,1,0,1,3,4,2
15061228,1,3,3,1,1,4,3,0,2,2,2,1,4,1,3,2,3,1,3,1,0,3,4,4,0,3,1,1,1,2,1,0,2,2,2
15061356,2,4,3,3,0,2,3,0,2,1,2,1,3,0,4,4,1,3,4,0,1,3,3,2,0,2,2,0,2,1,1,1,3,4,0
15061963,0,1,4,3,1,2,2,1,2,1,1,0,2,0,4,4,3,2,3,1,1,3,4,4,0,3,1,1,1,1,0,3,2,4,1
15061338,1,2,4,3,1,2,1,1,1,1,0,1,3,1,4,4,1,2,3,1,2,2,4,4,0,3,2,0,1,2,0,2,4,3,1
15062331,3,4,3,3,0,2,3,0,3,1,2,1,3,0,4,4,1,3,4,0,1,3,3,2,0,2,2,0,2,1,1,1,3,4,0
15062098,1,0,4,4,1,2,2,2,2,1,0,1,3,0,4,4,2,3,4,0,1,1,4,4,0,2,3,1,2,0,0,4,4,3,0
15062114,1,2,4,2,0,2,2,1,1,0,1,1,3,2,4,3,3,1,4,0,2,3,4,4,0,3,3,0,1,3,0,1,3,3,0
15062046,0,3,3,3,1,2,3,4,1,2,1,2,4,2,0,4,2,3,4,1,3,1,4,4,0,2,4,2,3,2,1,1,1,3,1
15062370,0,2,4,3,1,2,2,1,2,1,0,2,4,0,4,3,3,3,4,0,1,1,4,4,0,2,4,1,2,1,0,3,3,4,1
15061685,0,2,3,2,1,3,2,0,2,2,0,3,4,0,4,4,3,1,3,1,1,2,4,4,0,2,3,2,2,3,0,1,4,4,0
15061540,0,2,4,1,0,1,2,0,2,1,2,2,4,1,3,3,1,1,4,0,1,1,4,4,0,4,3,3,0,2,0,1,3,3,1
15061721,1,1,3,3,0,1,3,2,1,3,0,3,2,1,4,2,3,2,4,0,3,3,3,3,0,2,2,2,0,2,1,1,3,4,1
15062074,0,2,3,4,0,3,1,2,2,2,0,1,3,1,4,4,3,1,3,1,1,2,4,4,1,3,3,0,1,1,0,3,2,4,0
15062362,0,2,3,2,1,2,2,1,1,2,0,2,3,1,4,3,3,1,3,1,2,2,4,4,0,2,2,1,2,2,0,2,3,4,1
15061689,0,1,4,3,1,2,2,1,2,1,1,0,2,0,4,4,3,2,3,1,1,3,4,4,0,3,1,1,1,1,0,3,2,4,1
15061357,0,2,4,3,2,2,2,1,2,1,0,2,4,0,4,3,3,3,4,0,1,1,4,4,0,2,4,1,2,1,0,3,3,4,1
15061376,1,0,4,4,1,2,2,2,2,1,0,1,3,0,4,4,2,3,4,0,1,1,4,4,0,2,3,1,2,0,0,4,4,3,0
15061308,0,1,4,3,1,2,2,1,2,1,1,0,2,0,4,4,3,2,3,1,1,3,4,4,0,3,1,1,1,1,0,3,2,4,1
