SAMPLES,c1_10269,c1_11211,c1_12858,c1_13006,c1_13515,c1_15225,c1_15470,c1_16534,c1_16540,c1_16542,c1_3098,c1_3497,c1_3499,c1_4347,c1_5112,c1_513,c1_5837,c1_6192,c1_7871,c1_7872,c1_7874,c1_8069,c2_10681,c2_12976,c2_14490,c2_14491,c2_14980,c2_15047,c2_19135,c2_21041,c2_22024,c2_23833,c2_23835,c2_25179,c2_27270,c2_27644,c2_27900,c2_32257,c2_3318,c2_34091,c2_39029,c2_4030,c2_45035,c2_45914,c2_47202,c2_49017,c2_53347,c2_53914,c2_58249,c2_686
15061237,4,4,4,2,4,0,2,1,3,1,4,1,1,3,0,2,2,4,4,4,0,3,3,3,2,3,0,3,1,0,3,0,4,1,3,0,0,3,1,1,2,2,1,4,4,3,1,4,4,3
15061256,2,3,4,2,3,1,3,2,1,4,4,3,1,1,0,3,1,4,4,4,0,3,4,2,2,3,0,2,3,2,2,0,4,3,3,1,1,4,2,0,1,2,1,4,4,2,0,2,2,1
15061257,4,4,4,1,3,0,2,1,2,2,4,1,1,2,2,1,0,4,4,4,0,2,3,3,4,3,0,3,2,0,3,0,4,3,3,1,0,3,3,2,1,2,0,3,4,1,0,3,3,2
15061258,3,2,4,2,3,1,1,2,2,3,4,2,0,1,2,2,1,4,3,3,1,3,4,1,3,3,3,1,2,0,2,0,4,1,3,1,1,3,2,1,1,1,0,3,3,1,0,3,1,3
15061259,4,3,4,3,4,2,1,2,2,3,4,2,0,4,3,2,0,3,4,4,0,4,4,2,3,2,0,4,3,0,0,0,4,3,4,0,2,4,3,0,1,0,0,3,4,1,0,1,3,3
15061261,4,3,4,3,3,1,0,1,1,4,4,2,1,3,1,2,1,3,3,3,1,4,3,2,3,2,2,2,2,1,1,0,4,3,3,1,2,4,4,0,1,2,1,4,3,1,0,2,3,3
15061262,4,1,4,2,4,2,1,1,2,4,4,3,2,3,2,3,1,3,3,3,0,4,2,2,4,3,1,3,1,0,1,0,4,3,4,0,3,3,3,1,1,2,0,2,4,1,1,3,4,2
15061263,4,1,4,3,4,3,1,1,3,4,4,4,2,2,2,3,1,3,4,4,0,4,2,2,4,4,0,3,1,0,1,0,4,4,4,0,3,3,3,1,1,3,0,2,4,1,0,3,4,3
15061264,4,1,4,2,NA,2,1,1,2,4,3,3,2,3,2,3,1,3,3,3,0,4,2,2,4,3,1,3,1,0,1,0,4,3,4,0,3,3,3,1,1,2,0,2,4,1,1,3,3,2
15061265,4,3,4,1,3,2,2,2,2,4,4,3,1,3,3,4,1,3,4,4,0,4,3,3,4,3,0,1,2,1,1,0,4,3,4,1,2,4,4,0,1,2,0,4,4,1,0,2,1,3
15061270,4,2,4,2,3,1,0,1,1,4,3,1,1,3,2,3,1,3,3,3,1,4,3,2,4,3,2,1,3,0,1,1,3,3,3,1,2,4,3,1,2,2,1,3,3,1,0,2,2,3
15061271,4,2,4,2,4,1,0,2,0,4,4,1,1,3,2,4,0,4,2,2,2,3,4,3,4,3,0,0,4,0,0,1,3,3,4,0,2,4,3,1,2,1,0,1,2,2,0,3,3,0
15061273,4,3,4,1,3,2,2,2,2,4,4,3,1,3,3,4,1,3,4,4,0,4,3,3,4,3,0,1,2,1,1,0,4,3,4,1,2,4,4,0,1,2,0,4,4,1,0,2,1,3
15061274,4,2,4,2,3,2,1,1,0,4,4,2,0,4,2,3,0,2,1,2,2,3,4,4,4,3,2,2,2,0,2,0,4,3,3,2,1,4,3,0,0,2,0,3,2,NA,0,2,2,2
15061277,4,2,4,3,2,1,2,2,1,4,3,0,0,1,0,3,2,3,1,3,1,3,4,3,4,2,2,1,3,0,1,0,4,3,3,2,1,4,2,0,2,3,1,4,3,2,1,2,1,3
15061279,4,1,4,3,4,3,1,1,1,4,3,2,1,1,2,2,0,3,2,3,1,3,3,2,4,3,2,0,4,0,1,1,3,3,3,0,3,4,4,1,1,1,0,3,3,2,0,2,2,3
15061281,3,2,2,3,2,1,1,3,2,3,3,2,0,3,3,0,0,3,3,4,0,4,4,2,2,4,2,1,2,1,0,0,4,4,3,3,2,3,3,1,2,2,1,4,4,1,2,3,2,2
15061283,4,2,4,2,3,2,2,2,2,4,3,3,1,2,2,2,1,4,3,3,1,4,3,2,3,4,2,1,2,0,2,0,4,3,3,1,1,4,4,0,1,1,0,4,3,1,0,2,1,2
15061286,4,2,4,2,4,1,0,2,0,4,4,1,1,3,2,4,0,4,2,2,2,3,4,3,4,3,0,0,4,0,0,1,3,3,4,0,2,4,3,1,2,1,0,1,2,2,0,3,3,0
15061288,3,2,2,3,2,1,1,3,2,3,3,3,0,3,3,0,0,3,3,4,0,4,4,2,2,4,2,1,2,1,0,0,4,4,3,3,2,3,3,1,2,2,1,4,4,1,2,3,2,2
15061289,3,2,2,3,2,1,1,3,2,3,3,2,0,3,3,0,0,3,3,4,0,4,4,2,2,4,2,1,2,1,0,0,4,4,3,3,2,3,3,1,2,2,1,4,4,1,2,3,2,2
15061290,4,1,3,2,2,0,1,1,2,4,4,1,0,4,0,3,1,4,3,4,0,4,4,2,4,2,0,1,1,3,1,0,4,3,3,2,2,3,4,0,1,3,0,1,4,2,2,3,2,3
15061291,4,3,3,2,3,2,1,1,1,4,4,2,0,2,3,3,0,3,3,3,1,3,4,4,3,3,2,0,2,0,2,2,2,3,3,1,2,4,4,1,3,3,1,4,3,0,1,3,1,3
15061293,4,2,4,2,4,2,3,2,2,4,4,2,1,2,2,2,1,4,3,3,1,4,3,1,3,3,2,1,3,0,1,0,4,2,3,0,2,4,2,0,1,1,0,4,3,1,0,2,3,2
15061295,4,2,4,1,4,2,1,2,1,4,4,2,0,1,3,2,0,4,4,4,0,3,4,1,3,3,0,3,3,0,2,0,4,4,2,1,1,4,2,0,2,2,0,3,4,1,0,2,4,2
15061296,4,2,4,2,3,1,0,1,2,3,4,3,0,3,2,2,1,3,2,3,1,4,4,2,4,2,2,1,3,1,2,1,3,2,3,1,1,4,3,0,0,2,0,3,2,0,0,2,2,3
15061297,2,3,4,2,3,1,3,2,1,4,4,3,1,1,0,3,1,4,4,4,0,3,4,2,2,3,0,2,3,2,2,0,4,3,3,1,1,4,2,0,1,2,1,4,4,2,0,2,2,1
15061298,4,3,4,1,3,0,2,1,0,4,4,3,2,4,4,2,1,4,3,3,1,3,3,2,3,3,3,1,3,0,2,0,4,2,2,1,1,4,3,0,2,2,0,3,3,1,0,2,3,1
15061300,4,2,4,2,4,1,1,2,2,3,4,3,2,3,1,2,1,4,3,4,0,3,2,0,3,3,0,2,2,1,3,1,3,3,4,0,2,4,4,0,0,1,0,3,3,1,0,3,1,4
15061301,4,3,4,1,3,0,2,1,0,4,4,3,2,4,4,2,1,4,3,3,1,3,3,2,3,3,3,1,3,0,2,0,4,2,2,1,1,4,3,0,2,2,0,3,3,1,0,2,3,1
15061302,3,1,4,2,4,1,2,0,2,4,4,2,1,3,3,3,1,4,3,3,1,4,3,1,2,3,2,1,4,0,2,2,2,3,3,0,0,4,4,1,2,0,0,2,3,1,0,2,1,2
15061303,4,2,3,1,2,1,3,1,1,4,3,2,0,4,2,2,2,4,2,4,0,4,3,2,4,4,0,2,1,1,1,1,3,4,4,3,2,3,4,1,2,1,0,4,4,1,1,3,1,3
15061305,4,1,4,0,4,0,1,2,2,3,4,3,1,2,3,3,0,4,4,4,0,3,3,1,3,3,0,1,1,0,0,0,4,3,3,0,2,4,4,1,1,0,0,3,3,1,0,2,2,3
15061307,3,2,3,1,4,1,1,1,3,4,4,2,2,2,1,3,0,NA,4,4,0,2,2,0,4,2,0,4,3,0,0,0,4,2,4,1,1,4,2,1,2,3,2,2,4,1,1,2,3,2
15061312,4,2,3,2,3,2,1,1,1,4,4,2,0,2,3,3,0,3,3,3,1,3,4,4,3,3,2,0,2,0,2,2,2,3,3,1,2,4,4,1,3,3,1,4,3,0,1,3,1,3
15061313,4,1,4,2,4,0,0,1,1,4,4,2,1,2,1,3,0,3,3,3,1,4,3,1,3,3,2,3,3,0,1,0,4,4,3,1,4,4,3,0,1,2,0,4,3,2,0,2,3,4
15061314,4,2,4,2,4,1,1,0,1,4,3,3,1,3,2,4,1,3,2,3,1,4,3,3,4,2,2,1,2,0,1,1,3,3,3,0,1,4,4,0,0,1,0,3,3,2,0,3,2,0
15061317,4,1,4,2,4,2,1,1,2,4,4,3,2,3,2,3,1,3,3,3,0,4,2,2,4,3,2,3,1,0,1,0,4,3,4,0,3,3,3,1,1,2,0,2,4,1,1,3,4,2
15061320,4,3,2,1,4,2,3,1,0,4,4,2,2,2,1,3,0,4,3,3,0,3,4,3,4,1,1,3,1,1,2,0,4,1,2,2,2,3,3,0,1,3,1,4,4,2,2,3,2,0
15061323,4,1,3,2,3,3,1,2,2,3,NA,3,2,2,2,3,0,3,3,3,0,3,3,2,3,2,1,3,1,1,3,0,4,3,4,1,2,4,4,0,0,2,0,2,4,2,1,3,1,3
15061324,4,3,3,0,3,3,2,1,0,4,3,3,2,3,3,2,2,3,3,4,0,2,2,3,4,4,0,2,1,1,3,0,4,2,2,1,3,4,4,1,0,3,1,1,3,0,2,2,4,1
15061327,4,3,4,3,3,1,0,1,1,4,4,2,1,3,1,2,1,3,3,3,1,4,3,2,3,1,1,2,2,1,1,0,4,3,3,1,2,4,4,0,1,2,1,4,3,1,0,2,3,3
15061329,4,2,4,2,3,1,1,2,0,4,3,3,0,2,2,3,1,4,3,3,1,4,4,2,4,3,2,0,1,0,2,2,3,3,2,1,2,4,4,1,2,3,0,2,3,0,0,2,3,1
15061330,3,0,3,1,2,3,1,1,2,3,3,3,3,3,4,1,2,2,2,3,0,4,2,1,4,2,1,1,1,0,2,0,4,2,3,1,1,1,3,0,0,2,3,1,4,1,1,4,1,2
15061331,2,4,4,3,3,1,1,2,2,3,4,2,0,4,2,3,1,4,2,3,1,3,4,4,3,3,2,1,3,0,2,1,3,2,2,1,1,4,3,0,1,1,0,4,3,1,0,2,1,2
15061335,3,2,4,2,3,2,2,1,1,4,4,2,1,3,4,3,0,3,4,4,0,4,3,2,4,3,0,0,3,0,2,1,3,4,4,1,2,4,3,0,2,3,1,3,4,0,0,1,2,2
15061336,4,1,4,2,4,2,1,2,2,4,3,1,1,2,4,2,1,4,3,4,0,3,3,1,4,3,0,1,2,0,0,0,4,3,4,0,2,4,4,0,2,1,0,3,4,0,0,2,2,3
15061340,4,3,4,3,4,2,1,2,2,3,4,2,0,4,3,2,0,3,4,4,0,4,4,2,3,2,0,4,3,0,0,0,4,3,4,0,2,4,3,0,1,0,0,3,4,1,0,2,3,3
15061342,4,2,4,2,3,2,2,2,2,4,3,3,1,2,2,2,1,4,3,3,1,4,3,2,3,4,2,1,2,0,2,0,4,3,3,1,1,4,4,0,1,1,0,4,3,1,0,2,1,2
15061344,3,1,3,1,1,3,1,3,3,4,2,2,1,3,2,2,0,3,4,4,0,3,3,2,4,3,0,2,2,0,3,0,4,3,4,2,2,3,4,0,1,1,0,3,4,2,1,2,1,1
15061345,4,1,4,3,3,2,1,2,2,4,3,3,1,3,3,4,1,4,3,3,1,4,3,2,2,3,2,2,2,0,1,1,3,3,3,1,0,4,4,1,2,1,0,2,3,0,0,3,1,3
15061346,4,1,4,3,3,2,1,2,2,4,3,3,1,3,3,4,1,4,3,3,1,4,3,2,2,3,2,2,2,0,1,1,3,3,3,1,0,4,4,1,2,1,0,2,3,0,0,3,1,3
15061347,4,2,4,1,3,1,0,1,1,3,4,4,1,1,2,1,0,4,4,4,0,4,4,2,3,3,0,4,3,0,3,0,4,4,2,2,0,4,2,0,1,2,0,3,4,1,0,2,4,3
15061349,3,3,4,2,3,1,1,0,1,4,3,2,1,3,2,3,1,4,3,4,0,4,3,2,3,3,0,1,2,0,2,1,3,4,4,0,2,4,4,0,0,1,0,3,4,0,0,1,1,2
15061352,3,0,4,1,4,1,1,1,1,4,4,2,1,3,3,3,1,3,4,4,0,4,3,2,3,2,0,0,2,0,1,1,3,4,3,0,1,3,4,0,1,1,1,2,4,1,0,3,1,2
15061353,4,2,4,2,3,2,2,2,2,4,3,3,1,2,2,1,1,4,3,3,1,4,3,2,3,4,2,1,2,0,2,0,4,3,3,1,1,4,4,0,1,1,0,4,3,1,0,2,1,2
15061355,4,2,4,2,3,2,2,2,2,4,3,3,1,2,2,2,1,4,3,3,1,4,3,2,3,4,2,1,2,0,2,0,4,3,3,1,1,4,4,0,1,1,0,4,3,1,0,2,1,2
15061360,4,2,4,2,3,2,2,2,2,4,3,3,1,2,2,2,1,4,3,3,1,4,3,2,3,4,2,1,2,0,2,0,4,3,3,1,1,4,4,0,1,1,0,4,3,1,0,2,1,2
15061364,4,2,4,2,3,2,2,2,2,4,3,3,1,2,2,1,1,4,3,3,1,4,3,2,3,4,2,1,2,0,2,0,4,3,3,1,1,4,4,0,1,1,0,4,3,1,0,2,1,2
15061365,3,2,2,3,2,1,1,3,2,3,3,2,0,3,3,0,0,3,3,4,0,4,4,2,2,4,2,1,2,1,0,0,4,4,3,3,2,3,3,1,2,2,1,4,4,1,2,2,2,2
15061367,3,2,2,3,2,1,1,3,2,3,3,2,0,3,3,0,0,3,3,4,0,4,4,2,2,4,2,1,2,1,0,0,4,4,3,3,2,3,3,1,2,2,1,4,4,1,2,3,2,2
15061368,3,2,4,1,3,2,1,1,1,4,3,2,1,3,2,4,1,4,3,3,1,4,3,2,4,3,2,2,1,0,2,1,3,3,3,0,2,4,4,0,3,1,0,4,3,1,0,2,3,1
15061369,3,2,4,1,3,2,1,1,1,4,3,2,1,3,2,4,1,4,3,3,1,4,3,2,4,3,2,2,1,0,2,1,3,3,3,0,2,4,4,0,3,1,0,4,3,1,0,2,3,1
15061370,4,1,4,3,3,2,1,2,2,4,3,3,1,3,3,4,1,4,3,3,1,4,3,2,2,3,2,2,2,0,1,1,3,3,3,1,0,4,4,1,2,1,0,2,3,0,0,3,1,3
15061377,4,3,4,3,3,1,0,1,1,4,4,2,1,3,1,2,1,3,3,3,1,4,3,2,3,1,2,2,2,1,1,0,4,3,3,1,2,4,4,0,1,2,1,4,3,1,0,2,3,3
15061378,3,2,4,2,3,2,2,1,1,4,4,2,1,3,4,3,0,3,4,4,0,4,3,2,4,3,0,0,3,0,2,1,3,4,4,1,2,4,3,0,2,3,1,3,4,0,0,1,2,2
15061380,4,2,4,1,3,1,0,1,1,3,4,4,1,1,2,1,0,4,4,4,0,4,4,2,3,3,0,4,3,0,3,0,4,4,2,2,0,4,2,0,1,2,0,3,4,1,0,2,4,3
15061382,4,1,3,2,3,3,1,2,2,3,NA,3,2,1,2,3,0,3,3,3,0,3,3,2,3,2,1,3,1,1,3,0,4,3,4,1,2,4,4,0,0,2,0,2,4,2,1,3,1,3
15061383,4,2,4,2,3,2,2,2,2,4,3,3,1,2,2,2,1,4,3,3,1,4,3,2,3,4,2,1,2,0,2,0,4,3,3,1,1,4,4,0,1,1,0,4,3,1,0,2,1,2
15061384,4,3,4,3,4,2,1,2,2,3,4,2,0,4,3,2,0,3,4,4,0,4,4,2,3,2,0,4,3,0,0,0,4,3,4,0,2,4,3,0,1,0,0,3,4,1,0,1,3,3
15061385,4,3,4,3,4,2,1,2,2,3,4,2,0,4,3,2,0,3,4,4,0,4,4,2,3,2,0,4,3,0,0,0,4,3,4,0,2,4,3,0,1,0,0,3,4,1,0,1,3,3
15061386,3,2,4,1,3,2,1,1,1,4,3,2,1,3,2,4,1,4,3,3,1,4,3,2,4,3,2,2,1,0,2,1,3,3,3,0,2,4,4,0,3,1,0,4,3,1,0,2,3,1
15061388,4,4,4,2,4,2,2,1,2,3,3,1,0,2,2,4,0,4,3,4,0,4,4,3,4,3,0,2,0,1,1,1,3,3,4,0,2,4,3,0,2,2,1,4,3,0,0,3,3,3
15061389,3,0,4,1,4,1,1,1,1,4,4,2,1,3,3,3,1,3,4,4,0,4,2,2,3,2,0,0,2,0,1,1,3,4,3,0,1,3,4,0,1,1,1,2,4,1,0,3,1,2
15061390,3,0,4,1,4,1,1,1,1,4,4,2,1,3,3,3,1,3,4,4,0,4,3,2,3,2,0,0,2,0,1,1,3,4,3,0,1,3,4,0,1,1,1,2,4,1,0,3,1,2
15061392,3,4,3,2,4,1,2,1,3,1,4,2,1,3,0,3,1,4,3,3,1,4,4,3,2,2,0,3,0,0,0,1,3,1,3,0,0,4,1,0,2,4,1,4,4,0,1,3,4,3
15061394,4,1,4,2,4,2,1,1,2,4,4,3,2,3,2,3,1,3,3,3,0,4,2,2,4,3,1,3,1,0,1,0,4,3,4,0,3,3,3,1,1,2,0,2,4,1,1,3,4,2
15061396,4,1,4,2,4,2,1,1,2,4,4,3,2,3,2,3,1,3,3,3,0,4,2,2,4,3,1,3,1,0,1,0,4,3,4,0,3,3,3,1,1,2,0,2,4,1,1,3,4,2
15061404,3,0,4,1,4,1,1,1,1,4,4,2,1,3,3,3,1,3,4,4,0,4,3,2,3,2,0,0,2,0,1,1,3,4,3,0,1,3,4,0,1,1,1,2,4,1,0,3,1,2
15061406,4,2,4,2,3,2,2,2,2,4,3,3,1,2,2,2,1,4,3,3,1,4,3,2,3,4,2,1,2,0,2,0,4,3,3,1,1,4,4,0,1,1,0,4,3,1,0,2,1,2
15061410,4,1,3,2,3,0,1,1,2,4,4,3,1,3,3,2,0,4,3,4,0,2,4,4,4,3,0,2,2,1,2,0,4,4,3,0,3,3,4,0,1,3,0,2,4,1,1,2,2,3
