SAMPLES,c1_10031,c1_10915,c1_11124,c1_11137,c1_11459,c1_11802,c1_11806,c1_12354,c1_14089,c1_15219,c1_15689,c1_16495,c1_2333,c1_4171,c1_9356,c1_9397,c1_9428,c2_15796,c2_18788,c2_20521,c2_20714,c2_22205,c2_24454,c2_25654,c2_26403,c2_27879,c2_30596,c2_30741,c2_36021,c2_37342,c2_38787,c2_38952,c2_41163,c2_44804,c2_46707,c2_46710,c2_48033,c2_48715,c2_49938,c2_51053,c2_52477,c2_52898,c2_53177,c2_54139,c2_58236,c2_6004,c2_63,c2_6466,c2_7785,c2_9011
15061264,2,NA,0,2,NA,0,NA,3,2,2,4,1,2,4,4,0,0,1,2,1,2,2,1,1,2,0,3,2,4,0,4,3,4,3,2,2,1,2,1,2,3,2,1,4,2,3,1,3,3,3
15061265,2,1,0,1,4,1,3,3,3,1,3,1,1,3,4,0,0,1,3,1,1,3,0,3,3,0,1,3,4,0,3,4,4,1,3,3,0,3,1,2,3,2,1,3,2,2,1,3,3,3
15061270,2,0,1,1,4,0,4,3,2,2,3,1,1,3,3,1,1,0,2,2,3,3,0,1,3,0,2,2,4,0,4,3,3,2,3,3,1,3,0,2,3,3,0,4,1,2,0,3,4,4
15061271,3,0,0,3,3,2,3,3,1,1,4,0,2,4,4,1,1,1,3,0,2,1,2,1,3,0,1,3,4,2,4,4,4,1,3,3,1,3,0,3,4,1,0,4,3,2,0,3,4,2
15061273,2,1,0,1,4,1,3,3,3,1,3,1,1,3,4,0,0,1,3,1,1,3,0,3,3,0,1,3,4,0,3,4,4,1,3,3,0,3,1,2,3,2,1,3,2,2,1,3,3,3
15061274,2,1,0,3,3,4,3,3,3,2,4,1,3,4,2,1,0,0,2,3,1,1,2,2,4,0,1,4,4,2,4,4,2,2,3,3,2,3,1,1,4,2,0,3,2,4,0,4,4,2
15061277,2,2,0,3,3,0,4,2,3,1,4,0,1,3,4,0,0,2,4,2,1,2,2,1,2,0,0,3,4,1,3,4,4,2,4,4,0,4,0,2,4,2,0,3,2,4,1,3,4,4
15061279,4,1,0,2,4,0,4,2,2,1,4,0,1,4,4,1,1,0,3,1,1,2,1,1,4,0,2,4,4,0,4,4,3,3,4,4,1,4,0,2,3,3,0,3,1,2,1,4,4,4
15061281,1,1,1,1,3,0,4,4,2,1,2,1,1,3,2,2,2,1,3,1,1,3,0,3,3,0,2,2,4,0,4,1,3,0,3,3,1,3,1,2,4,1,0,3,3,3,2,3,4,4
15061283,2,1,0,0,4,0,4,4,3,1,3,1,1,3,4,0,0,0,3,1,2,3,0,1,3,0,2,4,4,0,3,4,3,2,3,3,1,3,0,1,4,2,1,3,2,2,1,4,3,4
15061286,3,0,0,3,3,2,3,3,1,1,4,0,2,4,4,1,1,1,3,0,2,1,2,1,3,0,1,3,4,2,4,4,4,1,3,3,1,3,0,3,4,1,0,4,3,2,0,3,4,2
15061288,1,1,1,1,3,0,4,4,2,1,2,1,1,3,2,2,2,1,3,1,1,3,0,3,3,0,2,2,4,0,4,1,3,0,3,3,1,3,1,2,4,1,0,3,3,3,2,3,4,4
15061289,1,1,1,1,3,0,4,4,2,1,2,1,1,3,2,2,2,1,3,1,1,3,0,3,3,0,2,2,4,0,4,1,3,0,3,3,1,3,1,2,4,1,0,3,3,3,2,3,4,4
15061290,3,1,0,2,4,0,4,2,3,4,2,1,0,4,4,3,3,1,2,1,3,2,0,1,3,0,1,3,4,1,4,4,4,1,4,4,0,4,0,1,4,1,0,3,3,2,2,3,4,3
15061291,2,1,0,2,4,1,3,3,2,1,3,1,3,4,4,1,1,0,3,1,1,4,1,1,3,0,2,4,4,0,3,4,4,2,3,3,0,3,0,1,4,2,1,3,2,3,0,3,3,4
15061293,4,1,0,1,3,0,4,4,2,1,4,0,0,3,3,1,1,0,3,0,2,3,1,2,2,0,1,4,4,0,4,4,2,1,4,4,2,4,0,2,4,1,0,3,3,3,1,4,4,4
15061295,3,0,0,2,2,0,4,4,0,0,4,1,0,4,2,2,1,0,3,0,1,3,2,1,1,0,2,4,4,1,4,4,3,0,4,4,1,4,0,1,4,0,0,3,4,3,0,4,4,4
15061296,3,1,1,2,4,2,3,4,2,1,3,1,1,4,3,0,0,0,1,1,2,2,1,1,2,0,3,3,4,0,4,3,4,2,4,4,0,4,1,1,4,2,0,3,2,2,1,2,4,4
15061297,2,0,0,2,3,0,4,3,2,2,4,1,1,4,4,0,0,1,4,2,2,1,0,2,4,0,2,4,4,1,4,4,3,0,4,4,0,4,0,2,4,1,1,3,3,3,1,3,3,2
15061298,2,0,1,2,4,0,4,3,3,2,3,1,2,3,4,0,0,1,3,1,3,2,0,1,2,0,1,2,4,1,4,4,3,1,3,3,2,3,0,1,4,0,1,2,4,2,1,4,3,3
15061300,3,1,1,1,4,0,4,4,3,0,3,2,2,2,3,0,0,0,1,0,3,3,1,1,4,0,2,4,4,0,3,3,3,3,4,4,0,4,1,0,3,3,1,4,1,2,0,3,3,3
15061301,2,0,1,2,4,0,4,3,3,2,3,1,2,3,4,0,0,1,3,1,3,2,0,1,2,0,1,2,4,1,4,4,3,1,3,3,2,3,0,1,4,0,1,2,4,2,1,4,3,3
15061302,1,1,0,2,4,1,3,2,2,2,4,1,2,3,4,0,1,0,3,0,2,2,1,1,3,0,2,4,4,1,3,4,4,1,4,4,0,4,0,2,4,3,0,3,1,2,1,3,4,4
15061303,1,1,1,0,3,0,4,4,4,2,2,1,1,3,3,2,2,2,2,1,3,3,1,2,2,0,2,4,4,0,3,3,3,2,2,2,1,2,1,2,4,1,0,3,3,3,3,4,4,4
15061305,2,1,0,2,4,1,3,3,2,2,3,2,0,3,4,1,1,1,3,0,2,2,1,1,3,0,2,3,4,0,4,4,3,2,3,3,1,3,1,2,3,3,1,3,1,2,1,3,3,3
15061307,2,1,0,4,4,0,4,4,3,1,4,1,1,2,3,1,0,0,2,3,1,1,2,1,3,0,3,2,4,0,4,1,4,0,3,3,1,3,1,2,4,4,0,3,0,3,0,3,4,4
15061312,2,1,0,2,4,1,3,3,2,1,3,1,3,4,4,1,1,0,3,1,1,4,1,1,3,0,2,4,4,0,3,4,4,2,3,3,0,3,0,1,4,2,1,3,2,3,0,3,3,4
15061313,3,0,0,3,4,0,4,1,2,3,4,0,1,4,4,0,0,2,3,1,1,3,0,2,3,0,2,2,4,0,4,4,4,4,1,1,0,1,1,2,3,2,0,4,2,2,2,4,4,4
15061314,2,1,0,1,4,1,3,2,2,2,4,1,1,3,4,1,1,0,2,1,1,1,2,1,4,1,3,4,4,1,4,4,3,3,3,3,1,3,0,2,4,3,0,3,1,3,1,3,4,3
15061317,3,0,0,1,4,0,4,2,2,2,4,1,2,4,4,0,0,2,2,1,2,2,1,1,2,0,3,3,4,0,4,4,4,3,2,2,1,2,1,2,3,2,1,4,2,3,1,3,3,3
15061320,1,1,1,0,4,0,4,4,4,2,1,2,3,4,3,1,1,4,3,2,2,2,1,1,3,1,1,2,4,0,2,3,2,2,4,4,0,4,0,3,4,0,1,2,4,3,3,3,3,3
15061323,0,1,0,2,3,1,3,4,3,2,4,1,0,4,3,0,0,0,3,1,2,1,0,2,3,0,3,2,4,0,3,2,4,4,2,2,0,3,0,3,4,1,0,4,3,3,1,4,4,4
15061324,1,0,0,4,2,2,3,4,3,2,3,1,1,3,4,1,1,3,3,2,1,2,2,1,1,0,0,2,4,0,4,4,3,0,4,2,0,4,1,3,3,1,0,4,3,3,2,4,4,3
15061327,4,0,0,2,4,0,4,2,1,2,3,1,1,4,4,1,1,1,4,0,1,3,0,2,4,0,2,3,4,0,4,4,4,3,3,3,0,3,0,2,4,1,1,3,3,2,1,4,3,4
15061329,2,1,1,1,4,0,4,4,1,1,3,2,2,3,2,1,1,0,3,0,2,3,1,0,2,0,2,4,4,0,4,3,3,1,3,3,0,3,1,1,3,1,0,3,3,3,1,4,4,4
15061330,0,1,2,2,4,2,3,4,1,0,3,0,1,3,3,1,1,1,2,1,2,1,1,1,2,1,3,3,4,1,4,2,4,4,3,3,0,3,0,4,4,0,1,3,4,2,2,4,3,4
15061331,2,1,0,2,4,0,4,3,2,3,2,1,1,4,4,1,1,0,3,0,2,2,0,0,3,0,4,3,4,2,3,4,3,1,4,3,0,4,0,1,4,1,1,4,3,2,0,4,3,4
15061335,3,1,0,0,4,1,3,3,2,1,3,1,2,3,4,0,0,1,4,1,2,1,0,1,3,0,2,4,4,1,4,4,3,3,3,3,0,3,1,1,3,1,1,3,3,2,1,4,3,3
15061336,3,1,0,2,4,0,4,2,3,1,3,0,2,3,4,0,0,0,3,2,2,2,1,1,3,0,2,4,4,0,4,4,4,2,3,3,1,3,1,1,3,3,0,3,1,2,1,3,4,4
15061340,3,0,1,1,2,1,3,3,2,0,3,1,2,4,3,0,0,0,1,0,2,4,1,0,2,0,3,3,4,0,4,3,4,4,4,4,1,4,1,0,3,3,1,4,1,2,0,3,3,4
15061342,2,1,0,0,4,0,4,4,3,1,3,1,1,3,4,0,0,0,3,1,2,3,0,1,3,0,2,4,4,0,3,4,3,2,3,3,1,3,0,1,4,2,1,3,2,3,1,4,3,4
15061344,2,0,0,1,3,0,4,4,2,2,4,1,1,2,4,0,0,1,2,1,2,2,0,2,3,0,4,2,4,1,4,3,3,3,4,4,0,4,0,2,4,0,0,4,4,3,0,4,4,3
15061345,3,1,0,1,4,0,4,3,3,1,3,1,0,3,4,1,1,0,3,0,2,3,2,0,3,0,2,3,4,1,4,4,4,2,3,3,0,3,0,2,4,1,0,4,3,2,0,4,4,3
15061346,3,1,0,1,4,0,4,3,3,1,3,1,0,3,4,1,1,0,3,0,2,3,2,0,3,0,2,2,4,1,4,4,4,2,3,3,0,3,0,2,4,1,0,4,3,2,0,4,4,3
15061347,1,0,0,2,3,0,4,4,1,1,3,1,0,4,2,2,1,0,3,0,2,2,1,0,2,0,3,4,4,1,4,4,3,1,4,4,0,4,0,1,4,2,0,3,2,4,0,4,4,4
15061349,3,0,0,2,4,1,3,2,2,2,4,1,3,3,4,0,0,1,3,0,3,2,0,2,3,0,3,3,4,1,4,4,4,1,3,2,0,3,0,2,4,3,0,3,1,3,0,4,4,4
15061352,2,0,1,2,4,0,4,4,2,1,2,1,2,3,3,1,1,0,1,0,1,2,1,0,3,1,3,4,3,1,4,3,4,4,4,4,1,4,1,2,3,1,1,3,3,3,1,3,3,4
15061353,2,1,0,0,4,0,4,4,3,1,3,1,1,3,4,0,0,0,3,1,2,3,0,1,3,0,2,4,4,0,3,4,3,2,3,3,1,3,0,1,4,2,1,3,2,2,1,4,3,4
15061355,2,1,0,0,4,0,4,4,3,1,3,1,1,3,4,0,0,0,3,1,2,3,0,1,3,0,2,4,4,0,3,4,3,2,3,3,1,3,0,1,4,2,1,3,2,2,1,4,3,4
15061360,2,1,0,0,4,0,4,4,3,1,3,1,1,3,4,0,0,0,3,1,2,3,0,1,3,0,2,4,4,0,3,4,3,2,3,3,1,3,0,1,4,2,1,3,2,2,1,4,3,4
15061364,2,1,0,0,4,0,4,4,3,1,3,1,1,3,4,0,0,0,3,1,2,3,0,1,3,0,2,4,4,0,3,4,3,2,3,3,1,3,0,1,4,2,1,3,2,3,1,4,3,4
15061365,1,1,1,1,3,0,4,4,2,1,2,1,1,3,2,2,2,1,3,1,1,3,0,3,3,0,2,2,4,0,4,1,3,0,3,3,1,3,1,2,4,1,0,3,3,3,2,3,4,4
15061367,1,1,1,1,3,0,4,4,2,1,2,1,1,3,2,2,2,1,3,1,1,3,0,3,3,0,2,2,4,0,4,1,3,0,3,3,1,3,1,2,4,1,0,3,3,3,2,3,4,4
15061368,2,1,1,2,4,2,3,4,4,1,3,1,0,3,3,0,0,1,3,0,3,2,2,2,4,0,3,2,4,1,3,3,3,3,3,3,1,3,1,1,3,2,0,4,2,2,1,3,4,2
15061369,2,1,1,2,4,2,3,4,4,1,3,1,0,3,3,0,0,1,3,0,3,2,2,2,4,0,3,2,4,1,3,3,3,3,3,3,1,3,1,1,3,2,0,4,2,2,1,3,4,2
15061370,3,1,0,1,4,0,4,3,3,1,3,1,0,3,4,1,1,0,3,0,2,3,2,0,3,0,2,3,4,1,4,4,4,2,3,3,0,3,0,2,4,1,0,4,3,2,0,4,4,3
15061377,4,0,0,2,4,0,4,2,1,2,3,1,1,4,4,1,1,1,4,0,1,3,0,2,4,0,2,3,4,0,4,4,4,3,3,3,0,3,0,2,4,1,1,3,3,2,1,4,3,4
15061378,3,1,0,0,4,1,3,3,2,1,3,1,2,3,4,0,0,1,4,1,2,1,0,1,3,0,2,4,4,1,4,4,3,3,3,3,0,3,1,1,3,1,1,3,3,2,1,4,3,3
15061380,1,0,0,2,3,0,4,4,1,1,3,1,0,4,2,2,1,0,3,0,2,2,1,0,2,0,3,4,4,1,4,4,3,1,4,4,0,4,0,1,4,2,0,3,2,4,0,4,4,4
15061382,0,1,0,2,3,1,3,4,3,2,4,1,0,4,3,0,0,0,3,1,2,1,0,2,3,0,3,2,4,0,3,2,4,4,3,2,0,3,0,3,4,1,0,4,3,3,1,4,4,4
15061383,2,1,0,0,4,0,4,4,3,1,3,1,1,3,4,0,0,0,3,1,2,3,0,1,3,0,2,4,4,0,3,4,3,2,3,3,1,3,0,1,4,2,1,3,2,3,1,4,3,4
15061384,3,0,1,1,2,1,3,3,2,0,3,1,2,4,3,0,0,0,1,0,2,4,1,0,2,0,3,3,4,0,4,3,4,4,4,4,1,4,1,0,3,3,1,4,1,2,0,3,3,4
15061385,3,0,1,1,2,1,3,3,2,0,3,1,2,4,3,0,0,0,1,0,2,4,1,0,2,0,3,3,4,0,4,3,4,4,4,4,1,4,1,0,3,3,1,4,1,2,0,3,3,4
15061386,2,1,1,2,4,2,3,4,4,1,3,1,0,3,3,0,0,1,3,0,3,2,2,2,4,0,3,2,4,1,3,3,3,3,3,3,1,3,1,1,3,2,0,4,2,2,1,3,4,2
15061388,2,1,0,2,4,2,3,3,4,0,4,2,2,4,4,1,1,0,2,2,2,3,0,2,3,0,1,3,4,0,3,4,3,1,3,3,1,3,0,1,3,1,0,3,3,2,0,4,4,4
15061389,2,0,1,2,4,0,4,4,2,1,2,1,2,3,3,1,1,0,1,0,1,2,1,0,3,1,3,4,3,2,4,3,4,4,4,4,1,4,1,2,3,1,1,3,3,2,1,3,3,4
15061390,2,0,1,2,4,0,4,4,2,1,2,1,2,3,3,1,1,0,1,0,1,2,1,0,3,1,3,4,3,1,4,3,4,4,4,4,1,4,1,2,3,1,1,3,3,2,1,3,3,4
15061392,2,0,0,3,4,0,4,3,1,2,3,1,0,4,3,1,1,1,3,2,3,3,0,4,3,0,1,4,4,2,4,3,4,0,4,4,0,4,0,2,4,1,0,4,3,4,0,2,4,3
15061394,3,0,0,1,4,0,4,2,2,2,4,1,2,4,4,0,0,2,2,1,2,2,1,1,2,0,3,3,4,0,4,4,4,3,2,2,1,2,1,2,3,2,1,4,2,3,1,3,3,3
15061396,3,0,0,1,4,0,4,2,2,2,4,1,2,4,4,0,0,2,2,1,2,2,1,1,2,0,3,3,4,0,4,4,4,3,2,2,1,2,1,2,3,2,1,4,2,3,1,3,3,3
15061404,2,0,1,2,4,0,4,4,2,1,2,1,2,3,3,1,1,0,1,0,1,2,1,0,3,1,3,4,3,1,4,3,4,4,4,4,1,4,1,2,3,1,1,3,3,2,1,3,3,4
15061406,2,1,0,0,4,0,4,4,3,1,3,1,1,3,4,0,0,0,3,1,2,3,0,1,3,0,2,4,4,0,3,4,3,2,3,3,1,3,0,1,4,2,1,3,2,2,1,4,3,4
15061410,2,2,0,3,4,0,4,3,3,4,2,0,1,4,4,1,1,1,3,2,1,2,0,0,1,0,2,2,4,0,4,4,3,0,3,3,0,3,0,2,4,2,0,4,2,3,0,3,4,4
