SAMPLES,c1_11418,c1_11997,c1_12169,c1_12345,c1_12945,c1_13482,c1_14083,c1_14684,c1_15485,c1_3049,c1_3051,c1_3060,c1_4803,c1_5483,c1_7005,c1_7695,c1_8330,c1_8635,c2_13766,c2_14470,c2_14793,c2_14841,c2_14848,c2_18664,c2_18848,c2_22939,c2_28012,c2_29187,c2_32802,c2_35411,c2_38167,c2_39155,c2_40775,c2_42374,c2_42943,c2_43998,c2_44000,c2_46144,c2_46448,c2_47661,c2_4904,c2_49042,c2_49758,c2_49906,c2_53380,c2_54139,c2_8659,c2_8661,c2_9021,c2_9908
15061742,4,0,4,4,0,4,0,0,4,3,1,3,2,1,0,3,2,4,0,3,1,1,2,2,4,2,0,4,1,2,0,4,4,4,2,4,4,1,2,0,4,1,0,3,3,4,4,4,3,1
15061710,4,0,3,4,2,2,0,0,2,4,0,4,2,2,0,2,4,3,1,1,2,1,2,0,4,2,1,4,0,3,0,1,4,4,2,3,3,0,2,1,4,1,2,4,3,2,3,3,4,0
15062372,4,1,4,4,1,2,0,0,2,3,1,3,3,0,0,2,1,4,1,2,3,2,1,2,3,1,0,4,1,1,0,2,3,4,0,4,4,1,0,0,4,3,2,4,2,3,3,3,3,0
15061583,4,1,4,4,2,3,0,1,2,4,0,4,3,1,0,1,1,4,1,3,3,2,1,2,4,1,0,4,0,3,0,2,3,3,0,3,3,0,0,0,4,2,3,4,4,4,4,4,4,0
15061767,4,0,4,4,1,3,0,0,2,4,0,4,2,2,0,3,0,4,3,3,2,0,3,3,4,2,0,4,1,0,0,4,4,4,1,4,4,0,1,0,4,3,2,4,4,4,4,4,4,1
15062130,4,0,4,4,0,3,0,0,2,4,0,4,1,1,0,2,1,4,0,3,1,0,4,3,4,3,0,4,0,2,0,2,4,4,1,4,4,0,1,0,4,2,1,4,2,2,4,4,4,1
15061637,4,0,4,4,1,3,0,0,3,4,0,4,1,2,0,3,1,4,1,3,1,1,3,2,4,2,0,4,1,1,0,4,4,4,2,3,3,0,1,0,4,1,1,4,3,3,4,4,4,1
15061337,4,0,4,4,2,2,0,0,1,4,0,4,3,1,0,3,2,4,1,2,3,1,2,2,4,2,0,4,0,1,0,2,4,4,0,3,3,0,0,0,4,3,3,4,3,3,4,4,4,1
15062104,4,0,4,4,3,2,1,0,2,4,0,4,3,2,0,3,2,3,3,2,2,1,2,2,4,1,1,4,1,0,1,1,4,4,0,3,3,0,0,0,4,3,2,4,1,3,4,4,4,1
15061579,4,0,4,4,1,4,0,0,2,4,0,4,2,0,0,3,1,4,1,3,2,0,4,3,4,2,0,4,2,2,0,3,4,4,1,4,4,0,1,0,4,2,1,4,3,4,4,4,4,0
15061932,2,1,4,4,2,2,0,1,1,4,0,4,1,1,2,1,1,4,1,1,2,0,3,1,4,2,0,3,1,2,2,1,3,3,2,4,4,0,2,0,4,2,0,4,4,3,2,2,4,1
15061603,4,0,4,4,0,1,0,0,2,4,0,4,2,1,0,3,1,4,1,3,2,1,2,3,4,2,0,4,1,1,0,3,4,4,2,4,4,0,2,0,4,2,1,4,2,4,4,4,4,1
15060025,4,0,4,4,1,3,0,0,3,4,0,4,1,2,0,3,1,4,1,3,1,1,3,2,4,2,0,4,1,1,0,4,4,4,2,3,3,0,1,0,4,1,1,4,3,3,4,4,4,1
15061704,4,0,4,4,1,3,0,0,3,4,0,4,1,2,0,3,1,4,1,3,1,1,3,2,4,2,0,4,1,1,0,4,4,4,2,3,3,0,1,0,4,1,1,4,3,3,4,4,4,1
15061334,4,0,4,4,2,3,0,0,1,4,0,4,3,2,0,2,3,4,1,2,3,2,1,1,4,3,0,4,0,3,1,3,4,4,0,4,4,0,0,0,4,2,2,4,4,3,4,4,4,0
15061631,4,0,3,4,2,2,0,0,2,4,0,4,2,2,0,2,4,3,1,1,2,1,2,0,4,2,1,4,0,3,0,1,4,4,2,3,3,0,2,1,4,1,1,4,3,2,3,3,4,0
15060964,4,0,3,3,2,2,0,0,0,3,1,3,3,0,0,2,4,4,1,2,3,0,1,1,3,2,0,2,1,3,0,1,4,4,0,2,2,1,1,0,4,2,2,3,4,3,3,3,3,0
15061778,4,0,4,4,2,1,0,0,0,4,0,4,3,1,0,3,2,4,1,3,3,1,2,2,4,2,1,4,0,2,1,3,4,4,1,3,3,0,1,0,4,3,3,4,3,3,4,4,4,1
15061718,4,0,1,3,1,1,0,0,1,4,0,4,3,0,0,2,2,4,3,2,3,2,2,2,3,0,0,4,0,3,1,1,4,4,1,3,3,0,2,1,4,0,2,4,2,3,4,4,4,2
15061486,4,0,3,4,2,3,0,0,3,4,0,4,3,0,0,1,1,3,3,1,2,1,2,0,4,3,1,4,2,1,1,1,4,4,1,3,3,0,1,0,4,1,0,4,1,4,3,3,4,0
15060214,3,0,4,4,1,2,0,0,2,3,1,3,2,1,1,2,2,4,1,1,2,1,2,2,4,1,0,3,1,2,0,3,4,4,1,4,4,1,1,0,4,1,1,4,3,4,3,3,3,2
15061333,4,0,4,4,2,2,0,0,1,4,0,4,3,1,0,3,2,3,1,1,3,1,3,2,4,2,1,4,1,2,0,3,4,4,1,3,3,0,1,0,4,3,1,4,1,4,4,4,4,1
15061962,2,1,4,4,2,2,0,1,1,4,0,4,1,1,2,1,1,4,1,1,2,0,3,1,4,2,0,3,1,2,2,1,3,3,2,4,4,0,2,0,4,2,0,4,4,3,2,2,4,1
15061624,4,0,4,4,0,1,0,0,2,4,0,4,2,1,0,3,1,4,1,3,2,1,2,3,4,2,0,4,1,1,0,3,4,4,2,4,4,0,2,0,4,2,1,4,2,4,4,4,4,1
15061282,4,1,4,4,2,3,0,1,2,4,0,4,3,1,0,1,1,4,1,3,3,2,1,2,4,1,0,4,0,3,0,2,3,3,0,3,3,0,0,0,4,2,3,4,4,4,4,4,4,0
15061529,4,0,4,4,0,2,0,0,0,4,0,4,2,1,0,3,1,4,2,3,2,1,1,1,4,1,0,4,1,2,0,3,4,4,1,4,4,0,1,0,4,2,1,4,1,4,4,4,4,0
15061935,2,1,4,4,2,2,0,1,1,4,0,4,1,1,2,1,1,4,1,1,2,0,3,1,4,2,0,3,1,2,2,1,3,3,2,4,4,0,2,0,4,2,0,4,4,3,2,2,4,1
15061568,4,0,4,3,2,2,0,0,2,4,0,4,2,0,0,2,2,4,2,2,2,0,3,2,4,2,0,4,0,2,1,3,4,4,1,3,3,0,1,0,4,2,1,4,2,3,4,4,4,1
15061491,4,0,4,4,2,1,0,0,0,4,0,4,3,1,0,3,2,4,1,3,3,1,2,2,4,2,1,4,0,2,1,3,4,4,1,3,3,0,1,0,4,3,3,4,3,3,4,4,4,1
15061318,4,0,4,4,2,2,1,0,3,4,0,4,3,1,0,3,1,4,1,2,4,2,0,2,4,3,0,4,0,1,0,3,4,4,0,3,3,0,0,0,4,3,1,4,3,2,4,4,4,0
15061361,4,0,4,4,2,2,0,0,1,4,0,4,3,1,0,3,2,4,1,2,3,1,2,2,4,2,0,4,0,1,0,2,4,4,0,3,3,0,0,0,4,3,3,4,3,3,4,4,4,1
15061515,4,0,4,3,1,3,0,0,3,3,1,3,4,2,0,3,1,4,0,2,3,2,0,3,4,1,0,4,0,1,0,3,4,4,0,3,3,1,0,0,4,3,2,3,1,4,4,4,3,2
15062123,4,0,4,4,0,4,0,0,4,3,1,3,2,2,0,3,2,4,0,3,1,1,2,2,4,2,0,4,1,2,0,4,4,4,2,4,4,2,2,0,4,1,0,3,3,4,4,4,3,1
15061358,4,0,4,4,1,3,0,0,3,4,0,4,1,2,0,3,1,4,1,3,1,1,3,2,4,2,0,4,1,1,0,4,4,4,2,3,3,0,1,0,4,1,1,4,3,3,4,4,4,1
15061428,4,0,4,4,1,2,0,0,3,4,0,4,2,1,0,3,1,4,0,2,1,0,2,3,4,3,0,4,1,2,0,3,4,4,1,4,4,0,1,0,4,2,1,4,2,4,4,4,4,0
15061496,4,0,2,4,3,1,0,0,0,3,1,3,3,2,0,1,3,4,3,2,2,2,2,1,3,1,0,4,1,3,0,2,4,4,1,2,2,1,1,1,3,1,1,3,2,3,3,3,3,1
15061648,4,0,4,3,2,2,0,0,2,4,0,4,4,0,0,3,4,4,0,3,3,1,1,1,4,2,0,4,0,3,1,4,4,4,0,2,2,0,0,0,4,2,3,4,2,3,4,4,4,0
15061808,4,0,3,4,3,2,0,0,2,4,0,4,2,2,0,1,1,4,2,3,2,2,2,3,4,2,0,4,0,3,0,0,4,4,2,4,4,0,2,0,4,3,3,4,4,4,4,4,4,0
15061600,4,0,4,3,3,2,1,0,0,4,0,4,4,1,0,2,4,4,3,4,3,2,2,0,4,1,0,4,0,1,0,3,4,4,0,2,3,NA,0,NA,4,2,3,4,1,2,4,4,4,2
15061730,4,0,3,4,3,2,0,0,0,4,0,4,3,1,0,2,3,3,2,2,4,2,1,1,4,2,1,4,0,2,0,2,4,4,0,3,3,0,0,0,4,3,2,4,3,3,4,4,4,1
15061623,4,0,4,4,1,3,0,0,3,4,0,4,1,2,0,3,1,4,1,3,1,1,3,2,4,2,0,4,1,1,0,4,4,4,2,3,3,0,1,0,4,1,1,4,3,3,4,4,4,1
15061405,4,1,4,4,2,3,0,1,2,4,0,4,3,1,0,1,1,4,1,3,3,2,1,2,4,1,0,4,0,3,0,2,3,3,0,3,3,0,0,0,4,2,3,4,4,4,4,4,4,0
15061299,4,1,4,4,2,3,0,1,2,4,0,4,3,1,0,1,1,4,1,3,3,2,1,2,4,1,0,4,0,3,0,2,3,3,0,3,3,0,0,0,4,2,3,4,4,4,4,4,4,0
15061578,4,0,4,4,3,2,1,0,2,4,0,4,3,2,0,3,2,3,3,2,2,1,2,2,4,1,1,4,1,0,1,1,4,4,0,3,3,0,0,0,4,3,1,4,1,3,4,4,4,2
15061476,4,0,4,4,1,3,0,0,1,3,1,3,2,1,0,3,1,4,1,1,2,1,1,2,4,3,0,4,0,1,0,2,4,4,0,4,4,1,0,0,4,3,1,4,2,4,4,4,2,0
15061765,4,0,4,4,0,2,0,0,0,4,0,4,2,1,0,3,1,4,2,3,2,1,1,1,4,1,0,4,1,2,0,3,4,4,1,4,4,0,1,0,4,2,1,4,1,4,4,4,4,0
15062111,4,0,4,3,1,2,1,0,1,4,0,4,3,0,0,2,2,4,1,1,3,1,2,1,4,1,0,4,1,1,1,2,4,4,0,3,3,0,0,0,4,2,1,4,2,3,4,4,4,0
15061397,4,0,4,4,0,1,0,0,2,4,0,4,2,1,0,3,1,4,1,3,2,1,2,3,4,2,0,4,1,1,0,3,4,4,2,4,4,0,2,0,4,2,1,4,2,4,4,4,4,1
15061713,4,0,4,4,1,3,0,0,3,4,0,4,1,2,0,3,1,4,1,3,1,1,3,2,4,2,0,4,1,1,0,4,4,4,2,3,3,0,1,0,4,1,1,4,3,3,4,4,4,1
15061584,2,0,3,4,4,2,0,0,1,4,0,4,2,3,NA,1,3,3,1,1,2,2,2,1,3,3,1,3,0,2,1,0,4,4,1,2,2,1,1,0,4,3,3,3,2,2,2,2,4,1
15061912,4,0,4,4,2,3,1,0,1,3,1,3,2,1,0,2,3,3,3,1,1,1,2,2,4,0,1,3,2,2,1,4,4,4,1,4,4,1,1,0,4,0,1,4,3,2,4,4,2,1
15061260,4,0,4,4,1,3,0,0,3,4,0,4,1,2,0,3,1,4,1,3,1,1,3,2,4,2,0,4,1,1,0,4,4,4,2,3,3,0,1,0,4,1,1,4,3,3,4,4,4,1
15062099,4,0,4,4,3,1,0,0,1,4,0,4,2,2,0,2,0,4,1,2,2,1,2,2,4,4,0,3,0,2,0,1,4,4,0,3,3,0,0,0,4,4,4,4,3,4,4,4,4,0
15061350,4,0,4,4,3,2,1,0,3,4,0,4,3,1,0,3,3,4,2,2,3,1,1,3,4,2,0,4,1,2,3,2,4,4,0,2,2,0,0,0,4,3,3,4,1,3,4,4,4,1
15060933,4,0,3,4,1,4,0,0,1,4,0,4,1,2,0,1,4,4,1,0,1,0,3,3,4,3,0,4,2,1,0,2,4,4,0,4,4,0,0,0,4,1,1,4,1,4,2,2,4,1
15061548,4,0,4,4,1,3,0,0,1,4,0,4,1,2,0,3,2,4,2,4,2,0,4,2,4,1,0,4,1,2,0,3,4,4,2,3,3,0,1,0,4,1,0,4,1,2,4,4,4,1
15061348,4,0,4,4,2,2,0,0,1,4,0,4,3,1,0,3,2,4,1,2,3,1,2,2,4,2,0,4,0,1,0,2,4,4,0,3,3,0,0,0,4,3,2,4,3,3,4,4,4,1
15061560,4,0,4,3,2,3,0,0,3,4,0,4,1,3,0,3,0,4,2,4,2,1,3,2,3,1,0,4,1,1,0,2,4,4,3,2,2,0,1,0,4,2,2,4,2,3,4,4,4,1
15061544,4,0,4,4,0,1,0,0,1,4,0,4,2,1,0,3,1,4,1,3,2,1,3,3,4,2,0,4,1,2,0,3,4,4,2,4,4,0,2,0,4,2,1,4,1,4,4,4,4,2
15061449,4,0,1,3,1,1,0,0,1,4,0,4,3,0,0,2,2,4,3,2,3,2,2,2,3,0,0,4,0,3,1,1,4,4,1,3,3,0,2,1,4,0,2,4,2,3,4,4,4,2
15062348,4,0,4,4,1,2,0,0,3,4,0,4,2,1,0,3,2,4,0,2,1,0,2,3,4,3,0,4,1,2,0,3,4,4,1,4,4,0,1,0,4,2,1,4,2,4,4,4,4,0
15061916,4,0,4,4,2,2,0,0,1,4,0,4,3,1,0,3,2,4,1,2,3,1,3,2,4,2,0,4,0,1,0,2,4,4,0,3,3,0,0,0,4,3,3,4,2,3,4,4,4,1
15062138,4,0,4,4,0,1,0,0,2,4,0,4,2,1,0,3,1,4,1,3,2,1,2,3,4,2,0,4,1,1,0,3,4,4,2,4,4,0,2,0,4,2,1,4,2,4,4,4,4,1
15061946,4,0,2,4,3,1,0,0,0,3,1,3,3,2,0,1,3,4,3,2,2,2,2,1,3,1,0,4,1,3,0,2,4,4,1,2,2,1,1,1,3,1,1,3,2,3,3,3,3,1
15061676,4,0,4,4,2,2,0,0,1,4,0,4,3,1,0,3,2,4,1,2,3,1,2,2,4,2,0,4,0,1,0,2,4,4,0,3,3,0,0,0,4,3,3,4,3,3,4,4,4,1
15060536,4,0,3,3,0,3,0,0,1,3,1,3,2,0,0,3,2,4,1,2,3,1,3,0,3,4,0,4,3,4,0,3,4,4,1,4,4,1,1,0,4,2,1,4,2,2,4,4,3,1
15061391,4,0,4,4,2,1,0,0,0,4,0,4,3,1,0,3,2,4,1,3,3,1,2,2,4,2,1,4,0,2,1,3,4,4,1,3,3,0,1,0,4,3,3,4,3,3,4,4,4,1
15061662,4,0,1,3,1,1,0,0,1,4,0,4,3,0,0,2,2,4,3,2,3,2,2,2,3,0,0,4,0,3,1,1,4,4,1,3,3,0,2,1,4,0,2,4,2,3,4,4,4,2
15061228,3,1,3,4,1,2,0,0,2,3,1,3,2,1,0,1,3,4,2,2,2,1,2,3,4,3,0,4,1,3,1,1,3,4,2,4,4,1,2,0,3,4,3,4,2,3,3,3,3,2
15061356,3,0,3,3,1,1,0,0,3,4,0,4,1,3,0,1,4,3,3,1,2,1,3,0,3,2,1,4,1,1,0,1,4,4,2,3,3,0,2,0,4,2,2,4,4,4,4,4,4,0
15061963,4,0,4,4,2,1,0,0,0,4,0,4,3,1,0,3,2,4,1,3,3,1,2,2,4,2,1,4,0,2,1,3,4,4,1,3,3,0,1,0,4,3,3,4,3,3,4,4,4,1
15061338,4,0,4,4,0,1,0,0,2,4,0,4,2,1,0,3,1,4,1,3,2,1,2,3,4,2,0,4,1,1,0,3,4,4,2,4,4,0,2,0,4,2,1,4,3,4,4,4,4,1
15062331,3,0,3,3,1,1,0,0,3,4,0,4,1,4,0,1,4,3,3,1,2,1,3,0,3,2,1,4,1,1,0,1,4,4,2,3,3,0,2,0,4,2,3,4,4,4,4,4,4,0
15062098,4,0,4,4,1,2,0,0,3,4,0,4,2,1,0,3,2,4,0,2,1,0,2,3,4,3,0,4,1,2,0,3,4,4,1,4,4,0,1,0,4,2,1,4,2,4,4,4,4,0
15062114,4,0,4,4,1,4,0,0,2,4,0,4,2,0,0,3,1,4,1,3,2,0,4,3,4,2,0,4,2,2,0,3,4,4,1,4,4,0,1,0,4,2,1,4,3,4,4,4,4,0
15062046,4,0,4,4,2,3,1,0,1,3,1,3,2,1,0,2,3,3,3,1,1,1,2,2,4,0,1,3,2,2,1,4,4,4,1,4,4,1,0,0,4,0,1,4,3,2,4,4,3,1
15062370,4,0,4,4,3,2,1,0,2,4,0,4,3,2,0,3,2,3,3,2,2,1,2,2,4,1,1,4,1,0,1,1,4,4,0,3,3,0,0,0,4,3,2,4,1,3,4,4,4,1
15061685,4,0,4,4,2,2,0,0,3,4,0,4,2,1,0,3,2,3,3,2,2,2,2,2,4,2,1,4,1,1,0,2,4,4,1,3,3,0,0,0,4,1,1,4,1,4,4,4,4,0
15061540,4,0,4,4,0,4,0,0,4,3,1,3,2,2,0,3,2,4,0,3,1,1,2,2,4,2,0,4,1,2,0,4,4,4,2,4,4,2,2,0,4,1,0,3,3,4,4,4,3,1
15061721,4,0,4,4,2,1,0,0,4,4,0,4,3,2,0,2,1,4,2,3,4,3,1,2,4,3,0,4,3,3,0,2,4,4,1,3,3,0,1,0,4,2,1,4,2,4,4,4,4,1
15062074,4,0,4,3,2,2,0,0,2,4,0,4,2,1,0,3,2,2,2,2,2,2,2,2,4,3,2,4,1,2,0,3,4,4,1,3,3,0,1,0,4,3,1,4,3,3,4,4,4,0
15062362,4,0,4,4,2,2,0,0,1,4,0,4,3,1,0,3,2,4,1,2,3,1,2,2,4,2,0,4,0,1,0,2,4,4,0,3,3,0,0,0,4,3,3,4,3,3,4,4,4,1
15061689,4,0,4,4,2,1,0,0,0,4,0,4,3,1,0,3,2,4,1,3,3,1,2,2,4,2,1,4,0,2,1,3,4,4,1,3,3,0,1,0,4,3,3,4,3,3,4,4,4,1
15061357,4,0,4,4,3,2,1,0,2,4,0,4,3,2,0,3,2,3,3,2,2,1,2,2,4,1,1,4,1,0,1,1,4,4,0,3,3,0,0,0,4,3,1,4,1,3,4,4,4,1
15061376,4,0,4,4,1,2,0,0,3,4,0,4,2,1,0,3,2,4,0,2,1,0,2,3,4,3,0,4,1,2,0,3,4,4,1,4,4,0,1,0,4,2,1,4,2,4,4,4,4,0
15061308,4,0,4,4,2,1,0,0,0,4,0,4,3,1,0,3,2,4,1,3,3,1,2,2,4,2,1,4,0,2,1,3,4,4,1,3,3,0,1,0,4,3,3,4,3,3,4,4,4,1
