SAMPLES,c1_12106,c2_27763,c2_28666,c2_28697,c2_2957,c2_3747,c2_39100,c2_4366,c2_50176,c2_51578,c2_52898,c2_55639,c2_55830,c2_55835,c2_58236
15061486,2,0,4,4,3,3,4,3,3,0,0,3,3,1,4
15060214,2,0,3,4,2,1,4,4,2,1,1,1,1,3,3
15061333,2,0,4,4,3,3,3,3,3,0,2,4,3,1,2
15061962,1,1,3,3,1,2,4,4,4,0,1,2,1,3,3
15061624,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061282,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061529,1,0,4,4,1,1,3,3,3,1,1,3,3,1,3
15061935,1,1,3,3,1,2,4,4,4,0,1,2,1,3,3
15061568,1,0,3,3,1,1,3,4,3,0,2,3,3,1,2
15061491,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061318,1,0,3,3,1,2,4,4,4,2,2,3,4,0,2
15061361,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061515,1,0,2,3,3,1,4,3,3,1,2,3,1,3,2
15062123,1,0,1,2,2,1,4,2,3,1,2,2,2,2,2
15061358,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061428,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061496,0,1,3,3,1,1,2,4,3,0,2,3,2,2,2
15061648,1,1,3,3,2,1,3,3,3,0,3,4,3,1,1
15061808,0,1,3,3,2,2,4,3,3,1,2,3,2,2,2
15061600,1,0,2,2,1,1,3,3,3,0,1,4,3,1,3
15061730,1,1,2,1,0,2,3,3,3,0,2,2,3,1,2
15061623,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061405,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061299,1,1,2,3,2,2,3,2,2,1,1,3,1,3,3
15061578,1,1,2,2,2,2,4,4,4,0,1,4,3,1,3
15061476,2,0,3,3,0,1,4,2,3,1,2,3,4,0,2
15061765,1,0,4,4,1,1,3,3,3,1,1,3,3,1,3
15062111,1,0,4,4,1,0,4,4,2,0,3,3,3,1,1
15061397,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15061713,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15061584,0,1,1,1,1,2,4,3,4,1,2,2,3,1,2
15061912,1,0,2,2,2,1,4,4,2,1,1,3,4,0,3
15061260,2,0,3,3,1,1,4,3,3,0,1,2,3,1,3
15062099,1,1,2,3,2,2,4,3,3,2,0,4,3,1,4
15061350,0,0,3,3,1,1,4,4,1,1,2,3,2,2,2
15060933,0,0,3,3,2,3,4,4,1,0,0,3,2,2,4
15061548,1,0,4,4,1,3,4,4,2,0,1,1,2,2,3
15061348,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061560,2,0,3,4,2,0,4,3,2,1,3,3,2,2,1
15061544,1,1,3,3,2,3,4,3,4,0,3,3,3,2,1
15061449,1,0,4,4,2,2,2,4,3,0,3,4,3,1,1
15062348,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061916,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15062138,1,1,3,3,2,2,4,3,4,0,2,3,2,2,1
15061946,0,1,3,3,1,1,2,4,3,0,2,3,2,2,2
15061676,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15060536,1,0,3,3,2,1,3,4,3,0,0,3,2,2,4
15061391,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061662,1,0,4,4,2,2,2,4,3,0,3,4,3,1,1
15061228,0,1,2,2,3,4,4,3,4,3,4,4,3,1,0
15061356,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15061963,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061338,1,1,3,3,2,2,4,3,4,0,3,3,2,2,1
15062331,1,1,1,1,2,1,4,4,4,1,1,4,2,2,3
15062098,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15062114,0,0,2,2,3,3,3,4,3,1,3,3,2,2,1
15062046,1,0,2,2,2,1,4,4,2,1,1,3,4,0,3
15062370,1,1,2,2,2,2,4,4,4,0,1,4,3,1,3
15061685,0,0,3,3,2,3,4,4,2,1,3,2,3,1,1
15061540,1,0,1,2,2,1,4,2,3,1,2,2,2,2,2
15061721,2,0,3,2,2,3,3,3,4,0,1,2,3,1,3
15062074,1,0,3,3,2,1,3,4,2,0,2,3,2,2,2
15062362,1,0,3,3,1,1,3,3,4,0,2,3,3,1,2
15061689,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
15061357,1,1,2,2,2,2,4,4,4,0,1,4,3,1,3
15061376,1,0,3,3,0,1,4,4,2,0,1,3,2,2,3
15061308,2,1,3,3,2,1,4,4,4,0,1,4,3,1,3
