SAMPLES,c1_16534,c1_16540,c1_16542,c1_3497,c1_3499,c1_5837,c1_7871,c1_7872,c1_7874,c2_10681,c2_12976,c2_14980,c2_39029,c2_47202,c2_53914
15061291,1,1,4,2,0,0,3,3,1,4,4,2,3,3,3
15061293,2,2,4,2,1,1,3,3,1,3,1,2,1,3,2
15061295,2,1,4,2,0,0,4,4,0,4,1,0,2,4,2
15061296,1,2,3,3,0,1,2,3,1,4,2,2,0,2,2
15061297,2,1,4,3,1,1,4,4,0,4,2,0,1,4,2
15061298,1,0,4,3,2,1,3,3,1,3,2,3,2,3,2
15061300,2,2,3,3,2,1,3,4,0,2,0,0,0,3,3
15061301,1,0,4,3,2,1,3,3,1,3,2,3,2,3,2
15061302,0,2,4,2,1,1,3,3,1,3,1,2,2,3,2
15061303,1,1,4,2,0,2,2,4,0,3,2,0,2,4,3
15061305,2,2,3,3,1,0,4,4,0,3,1,0,1,3,2
15061307,1,3,4,2,2,0,4,4,0,2,0,0,2,4,2
15061312,1,1,4,2,0,0,3,3,1,4,4,2,3,3,3
15061313,1,1,4,2,1,0,3,3,1,3,1,2,1,3,2
15061314,0,1,4,3,1,1,2,3,1,3,3,2,0,3,3
15061317,1,2,4,3,2,1,3,3,0,2,2,2,1,4,3
15061320,1,0,4,2,2,0,3,3,0,4,3,1,1,4,3
15061323,2,2,3,3,2,0,3,3,0,3,2,1,0,4,3
15061324,1,0,4,3,2,2,3,4,0,2,3,0,0,3,2
15061327,1,1,4,2,1,1,3,3,1,3,2,1,1,3,2
15061329,2,0,4,3,0,1,3,3,1,4,2,2,2,3,2
15061330,1,2,3,3,3,2,2,3,0,2,1,1,0,4,4
15061331,2,2,3,2,0,1,2,3,1,4,4,2,1,3,2
15061335,1,1,4,2,1,0,4,4,0,3,2,0,2,4,1
15061336,2,2,4,1,1,1,3,4,0,3,1,0,2,4,2
15061340,2,2,3,2,0,0,4,4,0,4,2,0,1,4,2
15061342,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061344,3,3,4,2,1,0,4,4,0,3,2,0,1,4,2
15061345,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15061346,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15061347,1,1,3,4,1,0,4,4,0,4,2,0,1,4,2
15061349,0,1,4,2,1,1,3,4,0,3,2,0,0,4,1
15061352,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061353,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061355,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061360,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061364,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061365,3,2,3,2,0,0,3,4,0,4,2,2,2,4,2
15061367,3,2,3,2,0,0,3,4,0,4,2,2,2,4,3
15061368,1,1,4,2,1,1,3,3,1,3,2,2,3,3,2
15061369,1,1,4,2,1,1,3,3,1,3,2,2,3,3,2
15061370,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15061377,1,1,4,2,1,1,3,3,1,3,2,2,1,3,2
15061378,1,1,4,2,1,0,4,4,0,3,2,0,2,4,1
15061380,1,1,3,4,1,0,4,4,0,4,2,0,1,4,2
15061382,2,2,3,3,2,0,3,3,0,3,2,1,0,4,3
15061383,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061384,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15061385,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15061386,1,1,4,2,1,1,3,3,1,3,2,2,3,3,2
15061388,1,2,3,1,0,0,3,4,0,4,3,0,2,3,3
15061389,1,1,4,2,1,1,4,4,0,2,2,0,1,4,3
15061390,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061392,1,3,1,2,1,1,3,3,1,4,3,0,2,4,3
15061394,1,2,4,3,2,1,3,3,0,2,2,1,1,4,3
15061396,1,2,4,3,2,1,3,3,0,2,2,1,1,4,3
15061404,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061406,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061410,1,2,4,3,1,0,3,4,0,4,4,0,1,4,2
15061411,3,3,3,2,0,0,4,4,0,4,2,0,0,4,1
15061414,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061415,1,2,3,3,1,0,3,3,1,4,1,0,1,3,2
15061417,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061418,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061419,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15061420,1,0,4,2,2,0,3,3,0,4,3,1,1,4,3
15061421,1,1,4,2,1,1,3,3,1,3,2,2,1,3,2
15061422,1,1,4,3,0,1,4,4,0,4,4,0,1,4,3
15061423,1,1,4,3,0,1,4,4,0,4,4,0,1,4,2
15061424,2,2,3,2,0,1,3,3,1,4,1,3,1,3,3
15061425,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15061430,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15061434,1,2,3,3,1,0,3,3,1,4,1,0,1,3,2
15061435,1,1,4,1,1,0,2,3,1,3,1,2,3,3,2
15061436,2,0,4,0,0,0,2,3,0,4,3,1,1,4,2
15061437,2,1,4,4,1,0,4,4,0,4,2,0,0,4,NA
15061438,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061439,2,1,4,4,1,0,4,4,0,4,2,0,0,4,NA
15061441,2,2,3,3,2,1,3,4,0,2,0,0,0,3,3
15061442,3,3,3,2,0,0,4,4,0,4,2,0,0,4,1
15061443,2,0,4,0,0,0,2,3,0,4,3,1,1,4,2
15061444,1,3,3,1,0,0,4,4,0,4,3,0,1,4,2
15061445,2,2,3,3,2,1,3,4,0,2,0,0,0,3,3
15061447,1,1,4,2,0,1,3,4,0,4,4,1,1,4,2
15061453,2,2,3,3,2,1,3,4,0,2,0,0,0,3,3
15061458,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15061459,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061461,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15061462,2,1,4,4,1,0,4,4,0,4,2,0,0,4,NA
15061463,1,1,4,3,0,1,4,4,NA,4,4,1,1,4,2
15061469,3,3,4,2,1,0,4,4,0,3,2,0,1,4,2
15061470,1,2,2,1,0,0,2,2,1,4,2,2,2,3,2
15061471,1,2,2,1,0,0,2,2,1,4,2,3,2,3,2
15061475,1,1,4,2,1,1,3,3,1,3,2,2,1,3,2
15061477,1,3,3,1,0,0,4,4,0,4,3,0,1,4,2
15061478,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15061479,1,1,4,3,0,1,4,4,0,4,4,0,1,4,3
15061480,2,2,3,3,2,1,3,4,0,2,0,0,0,3,3
15061481,1,1,4,2,1,0,3,3,1,3,1,2,1,3,2
15061482,2,0,4,0,0,0,2,3,0,4,3,1,1,4,2
15061484,1,1,4,1,1,1,3,3,1,3,2,2,2,3,2
15061485,2,0,4,0,0,0,2,3,0,4,3,1,1,4,2
15061487,1,3,2,2,0,0,4,4,0,4,2,2,0,4,2
15061488,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061489,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061490,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061492,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061493,1,1,3,4,1,0,4,4,0,4,2,0,1,4,2
15061495,1,1,3,4,1,0,4,4,0,4,2,0,1,4,2
15061498,1,1,4,3,1,1,4,4,0,3,2,0,1,4,3
15061500,2,0,4,0,0,0,2,3,0,4,3,1,1,4,2
15061501,1,1,4,1,0,1,3,3,1,4,2,1,2,3,2
15061503,1,1,4,3,0,1,4,4,0,4,4,0,1,4,3
15061504,2,2,3,3,2,0,3,3,0,3,2,1,0,4,3
15061505,2,0,4,1,1,0,2,2,2,4,3,0,2,2,3
15061507,3,3,3,2,0,0,4,4,0,4,2,0,0,4,1
15061508,3,3,3,2,0,0,4,4,0,4,2,0,0,4,1
15061509,2,1,3,2,2,1,1,2,2,4,2,NA,1,2,2
15061511,2,1,3,2,2,1,1,2,2,4,2,NA,1,2,2
15061514,1,1,4,2,1,1,3,3,1,3,2,2,1,3,2
15061516,1,1,4,1,0,1,3,3,1,4,2,1,2,3,2
15061517,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061518,1,1,4,3,0,1,4,4,0,4,4,0,1,4,3
15061520,2,1,3,2,0,1,4,4,0,4,2,2,3,4,2
15061521,2,2,3,3,1,0,3,3,1,3,2,2,1,3,2
15061523,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15061524,0,0,4,2,1,0,4,4,0,4,3,0,1,4,2
15061525,3,3,3,2,0,0,4,4,0,4,2,0,0,4,1
15061526,2,2,NA,2,0,1,3,3,1,NA,1,3,1,3,3
15061528,1,1,3,4,1,0,4,4,0,4,2,0,1,4,2
15061530,3,3,3,2,0,0,4,4,0,4,2,0,0,4,1
15061533,3,3,3,3,0,0,4,4,0,4,2,0,0,4,1
15061534,0,1,3,4,2,1,3,3,1,3,1,2,3,3,3
15061535,1,1,3,4,1,0,4,4,0,4,2,0,1,4,2
15061536,3,3,3,3,0,0,4,4,0,4,2,0,0,4,1
15061537,1,1,4,3,2,1,3,3,0,2,2,1,1,4,3
15061538,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15061539,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15061542,1,1,4,2,1,0,3,3,1,3,1,2,1,3,2
15061543,3,2,3,2,0,0,3,4,0,4,2,2,2,4,2
15061546,3,3,3,3,0,0,4,4,0,4,2,0,1,4,1
15061549,1,1,4,3,1,0,2,3,1,3,2,2,1,3,2
15061550,2,2,3,2,0,1,3,3,1,4,1,3,1,3,3
15061551,2,0,4,0,0,0,2,3,0,4,3,1,1,4,2
15061553,1,2,4,2,1,1,3,3,0,3,2,1,0,4,3
15061555,1,1,4,2,1,1,3,3,1,3,2,2,1,3,2
15061556,2,0,4,0,0,0,2,3,0,4,3,1,1,4,2
15061557,1,1,4,2,1,1,3,3,1,3,2,2,1,3,2
15061561,2,1,4,3,2,0,3,4,0,4,1,0,1,4,2
15061564,1,2,4,3,0,1,4,4,0,4,4,0,1,4,3
15061565,0,1,4,3,2,1,2,3,1,3,2,3,1,3,3
15061566,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15061567,2,0,4,1,0,0,3,4,0,4,0,0,2,4,2
15061571,2,2,4,2,1,0,4,4,0,3,1,0,2,4,2
15061575,1,1,4,1,1,1,3,3,1,3,2,2,2,3,2
15061576,1,2,2,1,0,0,2,2,1,4,2,3,2,3,2
15061577,2,0,4,3,0,1,3,3,1,4,2,2,2,3,2
15061580,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061585,1,2,2,1,0,0,2,2,1,4,2,3,2,3,2
15061586,1,2,2,1,0,0,2,2,1,4,2,3,2,3,2
15061588,2,0,4,0,0,0,2,3,0,4,3,1,1,4,2
15061601,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061602,1,2,4,2,1,1,3,3,0,3,2,1,0,4,2
15061604,1,1,4,3,2,0,2,2,2,3,3,2,0,2,4
15061608,1,2,2,1,0,0,2,2,1,4,2,3,2,3,2
15061609,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15061610,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061614,2,2,3,3,2,0,3,3,0,3,2,1,0,4,3
15061621,1,1,4,1,0,1,3,3,1,4,2,1,2,3,2
15061622,2,2,NA,2,1,1,3,3,1,3,2,2,1,3,2
15061626,2,1,4,3,2,0,4,4,NA,2,1,0,1,4,2
15061627,3,1,4,2,0,0,4,4,0,4,2,0,1,4,2
15061628,2,1,3,2,2,1,1,2,2,4,2,NA,1,2,2
15061629,3,4,2,1,0,0,4,4,0,4,1,2,1,4,1
15061630,0,1,3,4,2,1,3,3,1,3,1,2,3,3,3
15061632,2,2,3,3,2,0,3,3,0,3,2,1,0,4,3
15061633,1,1,4,2,0,0,2,4,0,3,2,0,1,4,4
15061638,1,1,4,2,1,1,3,3,1,3,2,2,1,3,2
15061639,0,1,4,1,0,1,3,3,0,4,3,2,0,4,4
15061640,3,3,4,3,1,0,3,3,1,3,2,2,0,3,2
15061641,0,1,4,1,0,1,3,3,0,4,3,2,0,4,4
15061642,1,1,4,2,1,1,3,3,1,3,2,2,1,3,2
15061645,3,3,4,3,1,0,3,3,1,3,2,2,0,3,2
15061646,1,2,4,3,2,1,3,3,0,2,2,1,1,4,3
15061649,1,2,4,3,2,0,1,1,1,4,2,3,1,3,3
15061650,0,1,3,2,1,1,3,3,0,2,0,1,2,4,4
15061651,3,3,3,2,0,0,4,4,0,4,2,0,0,4,1
15061653,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15061654,2,2,3,3,2,0,3,3,0,3,2,1,0,4,3
15061658,2,2,3,3,2,0,3,3,0,3,2,1,0,4,3
15061659,1,2,2,1,0,0,2,2,1,4,2,3,2,3,2
15061665,1,2,4,3,1,0,3,4,0,4,4,0,1,4,2
15061666,1,3,3,2,0,0,4,4,0,2,3,2,0,4,1
15061667,1,1,4,1,1,1,3,3,1,3,2,2,2,3,2
15061668,1,2,4,3,1,0,3,4,0,4,4,0,1,4,2
15061669,2,2,3,3,1,0,3,3,1,3,2,2,1,2,1
15061670,0,1,4,1,0,1,3,3,0,4,3,2,0,4,4
15061671,0,1,4,3,1,1,2,3,1,3,3,2,0,3,3
15061673,2,2,NA,2,1,NA,3,3,0,4,2,1,0,4,2
15061677,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061678,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061679,1,1,4,1,1,0,2,3,1,3,1,2,3,3,2
15061680,0,1,4,1,0,1,3,3,0,4,3,2,0,4,4
15061682,1,1,4,2,1,1,3,3,1,3,2,2,1,3,2
15061683,2,2,4,3,1,1,3,3,1,3,3,2,1,3,2
15061684,1,0,4,2,2,1,1,1,1,4,0,3,1,3,2
15061686,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061687,1,2,4,2,0,0,4,4,0,4,2,0,2,4,2
15061688,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061690,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061702,3,3,4,3,1,0,3,3,1,3,2,2,0,3,2
15061706,1,2,4,2,1,1,4,4,0,3,1,2,0,4,3
15061707,1,1,4,2,0,1,2,3,1,4,2,2,2,3,4
15061709,2,2,3,3,1,0,3,3,1,3,2,2,1,2,1
15061712,0,1,4,2,0,0,2,2,0,4,3,2,1,4,1
15061714,1,2,3,3,1,0,3,3,1,4,1,0,1,3,2
15061717,1,2,4,3,1,0,3,3,1,3,2,2,2,3,3
15061719,1,2,4,3,2,1,3,3,0,2,2,1,1,4,3
15061720,1,2,3,3,1,0,3,3,1,4,0,0,1,3,2
15061722,1,1,4,2,0,1,3,3,NA,4,3,1,1,3,2
15061723,1,1,4,1,0,1,3,3,1,4,2,1,2,3,2
15061724,2,2,NA,2,0,1,3,3,1,4,1,2,1,3,2
15061725,1,2,3,3,1,0,3,3,1,4,1,0,1,3,2
15061726,0,2,3,3,2,1,2,2,1,3,2,3,0,3,3
15061729,2,2,3,2,0,1,3,3,1,4,1,3,1,3,3
15061733,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061734,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061735,1,2,3,3,1,0,3,3,1,4,1,0,1,3,2
15061736,2,2,3,2,0,1,3,3,1,4,1,3,1,3,3
15061737,2,2,3,2,0,1,3,3,1,4,1,3,1,3,3
15061738,1,1,4,2,1,1,4,4,0,2,2,0,1,4,3
15061740,2,1,3,3,1,0,3,3,1,4,3,2,2,3,2
15061744,3,2,2,2,0,1,1,2,1,3,2,3,2,2,4
15061747,1,2,4,3,2,1,3,3,0,2,2,1,1,4,3
15061751,1,2,2,1,0,0,2,2,1,4,2,3,2,3,2
15061752,2,1,3,3,1,0,3,3,1,4,3,2,2,3,2
15061753,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061754,2,1,4,2,0,2,2,3,1,2,3,2,1,3,3
15061755,1,1,4,2,0,1,3,4,0,4,2,0,1,4,3
15061756,1,1,4,2,0,1,3,4,0,4,2,0,1,4,3
15061757,1,1,4,1,1,0,2,3,1,3,1,2,3,3,2
15061758,2,1,4,3,1,0,4,4,0,4,2,0,1,4,NA
15061760,2,2,3,2,0,1,3,3,1,4,1,3,1,3,3
15061761,1,2,4,3,2,1,3,3,0,2,2,1,1,4,3
15061762,1,1,3,4,1,0,4,4,0,4,2,0,1,4,2
15061764,2,1,3,2,2,1,1,2,2,4,2,NA,1,2,2
15061766,1,1,4,2,1,0,3,3,1,3,1,2,1,3,2
15061769,0,1,3,0,0,1,4,4,0,4,3,0,1,4,2
15061771,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061772,1,1,4,2,1,1,3,3,1,3,2,2,3,3,2
15061773,2,1,4,2,0,0,4,4,0,4,1,0,2,4,2
15061776,2,0,4,0,0,0,2,3,0,4,3,1,1,4,2
15061777,1,1,4,1,1,0,2,3,1,3,1,2,3,3,2
15061784,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061785,3,0,4,2,0,0,4,4,0,4,2,0,1,4,1
15061788,0,0,4,2,1,0,4,4,0,4,3,0,1,4,2
15061789,2,0,4,0,0,0,2,3,0,4,3,1,1,4,2
15061790,1,1,4,1,1,0,2,3,1,3,1,2,3,3,2
15061795,0,1,3,4,2,1,3,3,1,3,1,2,3,3,3
15061797,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061798,1,2,4,3,0,1,4,4,0,4,4,0,1,4,3
15061799,1,1,4,1,1,0,2,3,1,3,1,2,3,3,2
15061800,2,1,3,2,0,1,2,2,1,3,2,2,1,3,2
15061811,1,1,4,2,1,1,3,3,1,3,2,2,1,3,2
15061813,2,0,4,0,0,0,2,3,0,4,3,1,1,4,2
15061814,0,1,4,1,0,1,3,3,0,4,3,2,0,4,4
15061815,2,2,3,3,2,0,3,3,0,3,2,1,0,4,3
15061826,1,1,4,3,0,1,4,4,0,4,4,0,1,4,3
15061905,3,2,3,2,0,0,3,4,0,4,2,2,2,4,3
15061906,1,1,4,2,1,1,4,4,0,3,2,0,2,4,2
15061907,0,1,4,2,1,0,4,4,0,4,1,0,1,4,3
15061908,1,1,4,2,1,0,2,3,1,3,2,1,1,2,2
15061909,2,0,4,3,1,0,2,2,2,3,2,2,2,3,1
15061910,2,2,3,3,2,0,3,3,0,3,2,1,0,4,3
15061911,1,1,4,2,0,2,2,4,0,3,2,0,2,4,3
15061915,1,1,4,2,0,2,2,4,0,3,2,0,2,4,3
15061917,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15061918,1,2,2,1,0,0,2,2,1,4,2,3,2,3,2
15061926,2,2,3,3,2,0,3,3,0,3,2,1,0,4,3
15061927,3,2,3,2,1,1,3,3,1,4,3,0,1,4,1
15061929,2,2,4,3,1,1,3,3,1,4,1,1,2,3,3
15061930,1,2,2,1,0,0,2,2,1,4,2,2,2,3,2
15061933,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061934,2,2,3,2,0,1,3,3,1,4,1,3,1,3,3
15061937,2,2,4,3,1,1,4,4,0,3,3,0,1,4,2
15061939,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15061941,2,2,3,3,1,0,3,3,1,3,2,2,1,2,1
15061944,1,1,4,1,0,0,3,4,0,4,1,0,1,4,4
15061945,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15061948,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15061949,0,2,4,2,1,1,3,3,1,3,1,2,2,3,2
15061951,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15061952,2,2,3,2,0,1,3,3,1,4,1,3,1,3,3
15061953,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15061954,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15061957,1,0,4,2,0,0,1,2,1,4,4,2,0,2,2
15061958,2,0,4,1,0,0,3,4,0,4,0,0,2,4,2
15061960,1,1,4,2,1,1,4,4,0,3,2,0,2,4,2
15061961,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15061964,1,2,4,3,2,1,3,3,0,2,2,1,1,4,3
15061965,2,1,4,2,1,NA,3,3,0,2,1,1,1,4,2
15061966,1,3,2,2,0,0,4,4,0,4,2,2,0,4,2
15061967,2,3,3,4,3,0,3,4,0,3,3,2,1,4,1
15061968,1,1,4,1,1,0,2,3,1,3,1,2,3,3,2
15061969,2,1,3,1,1,0,3,4,0,3,3,1,1,4,3
15062036,2,2,3,2,1,0,3,3,1,3,2,2,1,3,2
15062038,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15062039,3,2,3,2,0,0,3,4,0,4,2,2,2,4,3
15062050,1,0,4,2,1,2,2,3,1,4,1,0,1,3,NA
15062051,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15062052,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15062053,2,2,3,2,0,NA,3,4,0,NA,2,1,2,4,3
15062063,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15062067,2,1,3,1,1,0,3,4,0,3,3,1,1,4,3
15062069,0,0,4,2,1,0,4,4,0,4,3,0,1,4,2
15062071,1,2,4,3,2,1,3,3,0,2,2,1,1,4,3
15062080,1,1,4,1,0,2,2,4,NA,NA,3,2,1,4,3
15062081,0,1,4,2,0,1,4,4,0,4,2,0,3,3,2
15062092,2,2,4,3,1,1,3,3,1,3,2,2,1,3,2
15062094,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15062097,1,1,4,2,1,1,3,3,1,3,2,2,1,3,2
15062100,3,3,2,0,0,0,3,3,0,4,2,1,1,4,3
15062101,1,1,4,1,1,1,3,3,1,3,2,2,2,3,2
15062102,1,4,3,2,1,0,3,3,1,3,1,0,1,4,3
15062103,0,0,4,3,1,0,4,4,0,3,2,0,1,4,3
15062105,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15062106,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15062107,3,3,3,2,0,0,4,4,0,4,2,0,0,4,1
15062108,1,1,4,2,1,1,4,4,0,3,2,0,1,4,3
15062109,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15062112,2,2,3,2,0,0,4,4,0,4,2,0,1,4,1
15062115,2,2,3,3,2,1,3,4,0,2,0,0,0,3,3
15062117,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15062118,2,2,4,3,1,1,3,3,1,3,2,2,2,3,3
15062119,2,0,4,3,0,1,3,3,1,4,2,2,2,3,2
15062122,1,3,3,2,0,0,4,4,0,2,3,2,0,4,1
