SAMPLES,c1_11237,c1_1318,c1_3612,c1_4359,c1_5411,c1_5936,c1_5940,c1_8293,c2_16915,c2_23251,c2_24556,c2_37342,c2_45611,c2_49313,c2_53914
15061420,3,4,3,3,2,2,2,1,4,0,3,0,3,2,3
15061421,4,3,3,3,4,0,0,0,2,2,3,0,3,2,2
15061422,4,2,4,3,4,0,0,0,2,0,4,0,3,1,3
15061423,4,2,4,3,4,0,0,0,2,0,4,0,3,2,2
15061424,4,2,4,2,4,0,0,0,4,1,3,2,4,1,3
15061425,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15061430,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15061434,4,3,3,1,4,0,0,0,4,0,3,1,4,1,2
15061435,3,2,3,2,3,1,1,0,4,0,4,0,3,2,2
15061436,4,0,3,0,4,0,0,0,4,0,3,0,3,3,2
15061437,2,4,3,4,2,2,2,1,4,0,4,0,3,0,NA
15061438,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061439,2,4,3,4,2,2,2,1,4,0,4,0,3,0,NA
15061441,3,2,2,3,2,1,1,0,4,1,3,0,4,1,3
15061442,3,2,3,2,3,1,1,0,4,0,3,1,4,0,1
15061443,4,0,3,0,4,0,0,0,4,0,3,0,3,3,2
15061444,2,2,4,2,2,2,2,0,4,0,4,1,3,0,2
15061445,3,2,2,3,2,1,1,0,4,1,3,0,4,1,3
15061447,4,2,4,3,4,0,0,0,3,0,4,1,3,2,2
15061453,3,2,2,3,2,1,1,0,4,1,3,0,4,1,3
15061458,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15061459,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061461,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15061462,2,4,3,4,2,2,2,1,4,0,4,0,3,0,NA
15061463,4,2,4,3,4,0,0,0,2,0,4,0,3,1,2
15061469,3,3,3,3,3,1,1,0,4,1,4,1,3,1,2
15061470,3,4,4,4,2,2,2,0,4,0,3,1,3,1,2
15061471,3,4,4,4,2,2,2,0,4,0,3,1,3,1,2
15061475,4,3,3,3,4,0,0,0,2,2,3,0,3,2,2
15061477,2,2,4,2,2,2,2,0,4,0,4,1,3,0,2
15061478,4,2,3,2,3,0,0,0,4,0,3,0,4,2,1
15061479,4,2,4,3,4,0,0,0,2,0,4,0,3,1,3
15061480,3,2,2,3,2,1,1,0,4,1,3,0,4,1,3
15061481,4,2,4,3,3,1,1,0,3,1,3,0,3,2,2
15061482,4,0,3,0,4,0,0,0,4,0,3,0,3,3,2
15061484,3,2,3,3,3,1,1,0,3,0,3,0,2,2,2
15061485,4,0,3,0,4,0,0,0,4,0,3,0,3,3,2
15061487,3,2,4,2,3,1,1,1,4,1,2,2,4,0,2
15061488,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061489,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061490,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061492,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061493,3,3,3,2,3,1,1,0,4,0,3,1,3,1,2
15061495,3,3,3,2,3,1,1,0,4,0,3,1,3,1,2
15061498,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061500,4,0,3,0,4,0,0,0,4,0,3,0,3,3,2
15061501,4,2,4,3,3,0,0,0,4,2,3,1,4,1,2
15061503,4,2,4,3,4,0,0,0,2,0,4,0,3,1,3
15061504,3,1,3,1,2,1,1,1,4,1,3,0,3,3,3
15061505,4,2,4,3,3,0,0,1,3,0,4,2,3,0,3
15061507,3,2,3,2,3,1,1,0,4,0,3,1,4,0,1
15061508,3,2,3,2,3,1,1,0,4,0,3,1,4,0,1
15061509,3,2,3,2,3,1,1,0,4,1,4,0,4,1,2
15061511,3,2,3,2,3,1,1,0,4,1,4,0,4,1,2
15061514,4,3,3,3,4,0,0,0,2,2,3,0,3,2,2
15061516,4,2,4,3,3,0,0,0,4,2,3,1,4,1,2
15061517,3,2,3,2,3,1,1,0,4,0,4,0,3,1,2
15061518,4,2,4,3,4,0,0,0,2,0,4,0,3,1,3
15061520,3,1,4,2,3,1,1,0,4,1,3,0,4,1,2
15061521,3,3,3,3,3,1,1,0,4,0,4,2,4,1,2
15061523,4,2,3,2,3,0,0,0,4,0,3,0,4,2,1
15061524,4,0,3,3,4,0,0,0,4,0,4,0,3,2,2
15061525,3,2,3,2,3,1,1,0,4,0,3,1,4,0,1
15061526,4,2,4,2,4,0,0,0,4,1,3,1,4,1,3
15061528,3,3,3,3,3,1,1,0,4,0,3,2,3,1,2
15061530,3,2,3,2,3,1,1,0,4,0,3,1,4,0,1
15061533,3,2,3,2,3,1,1,0,4,0,3,1,4,0,1
15061534,3,3,3,3,3,1,1,0,4,0,3,1,4,1,3
15061535,3,3,3,2,3,1,1,0,4,0,3,1,3,1,2
15061536,3,2,3,2,3,1,1,0,4,0,3,1,4,0,1
15061537,4,1,4,2,3,1,1,0,2,0,4,0,4,2,3
15061538,4,2,3,2,3,0,0,0,4,0,3,0,4,2,1
15061539,4,2,3,2,3,0,0,0,4,0,3,0,4,2,1
15061542,4,2,4,3,3,1,1,0,2,1,3,0,3,2,2
15061543,3,0,4,2,3,1,1,0,3,2,3,0,3,1,2
15061546,4,2,3,2,3,0,1,0,4,0,3,0,4,2,1
15061549,4,1,3,2,4,0,0,0,2,1,4,0,2,1,2
15061550,4,2,4,2,4,0,0,0,4,1,3,2,4,1,3
15061551,4,0,3,0,4,0,0,0,4,0,3,0,3,3,2
15061553,4,3,4,3,4,0,1,0,3,1,3,0,3,2,3
15061555,4,3,3,3,4,0,0,0,2,2,3,0,3,2,2
15061556,4,0,3,0,4,0,0,0,4,0,3,0,3,3,2
15061557,4,3,3,3,4,0,0,0,2,2,3,0,3,2,2
15061561,4,2,2,2,4,0,0,0,4,3,4,1,2,2,2
15061564,4,2,4,3,4,0,0,0,2,0,4,0,3,2,3
15061565,4,2,3,2,3,0,0,1,3,2,1,0,4,2,3
15061566,4,2,3,2,3,0,0,0,4,0,3,0,4,2,1
15061567,4,2,4,2,3,0,0,1,1,1,3,0,4,2,2
15061571,4,2,3,2,3,0,0,0,3,2,3,1,2,2,2
15061575,3,2,3,3,3,1,1,0,3,0,3,0,2,2,2
15061576,3,4,4,4,2,2,2,0,4,0,3,1,3,1,2
15061577,3,2,4,4,2,1,1,0,3,1,4,0,2,1,2
15061580,3,2,3,2,3,1,1,0,4,0,4,0,3,1,2
15061585,3,4,4,4,2,2,2,0,4,0,3,1,3,1,2
15061586,3,4,4,4,2,2,2,0,4,0,3,1,3,1,2
15061588,4,0,3,0,4,0,0,0,4,0,3,0,3,3,2
15061601,3,2,3,2,3,1,1,0,4,0,4,0,3,1,2
15061602,4,2,4,2,4,0,0,0,3,1,3,0,3,2,2
15061604,4,1,3,1,2,1,0,0,4,0,2,2,3,3,4
15061608,3,4,4,4,2,2,2,0,4,0,3,1,3,1,2
15061609,4,2,3,2,3,0,0,0,4,0,3,0,4,2,1
15061610,3,2,3,3,3,1,1,0,4,0,4,0,3,1,2
15061614,3,1,3,1,2,1,1,1,4,1,3,0,3,3,3
15061621,4,2,4,3,3,0,0,0,4,2,3,1,4,1,2
15061622,4,3,3,3,4,0,0,0,2,2,3,0,3,2,2
15061626,3,1,3,2,2,1,1,0,3,0,4,0,3,3,2
15061627,3,4,3,2,3,1,1,0,3,1,3,0,2,1,2
15061628,3,2,3,2,3,1,1,0,4,1,4,0,4,1,2
15061629,4,2,3,3,4,0,0,0,4,2,3,1,4,1,1
15061630,3,3,3,3,3,1,1,0,4,0,3,1,4,1,3
15061632,3,1,3,1,2,1,1,1,4,1,3,0,3,3,3
15061633,3,2,4,1,3,1,1,1,2,1,3,0,4,2,4
15061638,4,3,3,3,4,0,0,0,2,2,3,0,3,2,2
15061639,4,1,3,3,2,0,0,0,4,2,2,0,2,2,4
15061640,3,4,3,3,3,1,1,2,2,1,4,0,3,0,2
15061641,4,2,3,3,3,0,0,0,4,2,2,0,2,2,4
15061642,4,3,3,3,4,0,0,0,2,2,3,0,3,2,2
15061645,3,4,3,3,3,1,1,2,2,1,4,0,3,0,2
15061646,4,1,4,2,3,1,1,0,3,0,4,0,4,2,3
15061649,3,4,3,3,1,1,1,0,2,2,3,0,3,1,3
15061650,3,4,4,2,2,1,1,1,3,1,3,0,4,3,4
15061651,3,2,3,2,3,1,1,0,4,0,3,1,4,0,1
15061653,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15061654,3,1,3,1,2,1,1,1,4,1,3,0,3,3,3
15061658,3,1,3,1,2,1,1,1,4,1,3,0,3,3,3
15061659,3,4,4,4,2,2,2,0,4,0,3,1,3,1,2
15061665,4,0,4,2,2,1,1,0,2,2,1,0,3,1,2
15061666,3,3,3,4,2,1,1,1,4,1,3,1,4,2,1
15061667,3,2,3,3,3,1,1,0,3,0,3,0,2,2,2
15061668,4,0,4,2,2,1,1,0,2,2,1,0,3,1,2
15061669,4,0,4,2,4,0,0,0,4,0,2,1,4,2,1
15061670,4,2,3,3,3,0,0,0,4,2,2,0,2,2,4
15061671,3,1,3,2,2,1,1,1,3,2,4,1,2,1,3
15061673,3,2,3,3,3,1,1,1,4,1,4,1,2,2,2
15061677,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061678,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061679,3,2,3,2,3,1,1,0,4,0,4,0,3,2,2
15061680,4,2,3,3,3,0,0,0,4,2,2,0,2,2,4
15061682,4,3,3,3,4,0,0,0,2,1,3,0,3,2,2
15061683,3,2,3,2,3,1,1,0,4,0,4,0,3,1,2
15061684,2,2,2,4,3,0,0,0,2,0,3,0,3,2,2
15061686,3,2,3,2,3,1,1,0,4,0,4,0,3,1,2
15061687,4,3,4,2,4,0,0,0,3,1,3,0,4,1,2
15061688,3,2,3,2,3,1,1,0,4,0,4,0,3,1,2
15061690,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061702,3,4,3,3,3,1,1,2,2,1,4,0,3,0,2
15061706,4,2,4,1,3,0,0,0,4,1,3,1,3,2,3
15061707,3,3,3,4,2,1,1,1,2,2,4,0,3,1,4
15061709,4,0,4,2,4,0,0,0,4,0,2,1,4,2,1
15061712,3,4,3,2,2,1,1,0,4,1,3,2,3,2,1
15061714,4,3,3,1,4,0,0,0,4,0,3,1,4,1,2
15061717,3,3,3,3,2,1,1,0,3,2,4,1,3,2,3
15061719,4,1,4,2,3,1,1,0,3,0,4,0,4,2,3
15061720,4,3,3,2,4,0,0,0,4,0,3,1,4,1,2
15061722,4,1,4,3,3,0,0,0,3,1,3,1,3,1,2
15061723,4,1,4,3,3,0,0,0,4,2,3,1,4,1,2
15061724,4,2,4,2,4,0,0,0,4,1,3,1,4,1,2
15061725,4,3,3,1,4,0,0,0,4,0,3,1,4,1,2
15061726,2,0,3,2,1,1,1,1,3,1,3,0,4,1,3
15061729,4,2,4,2,4,0,0,0,4,1,3,2,4,1,3
15061733,4,1,2,3,4,0,0,0,4,1,4,2,2,2,3
15061734,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061735,4,3,3,1,4,0,0,0,4,0,3,1,4,1,2
15061736,4,2,4,2,4,0,0,0,4,1,3,1,4,1,3
15061737,4,2,4,2,4,0,0,0,4,1,3,2,4,1,3
15061738,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061740,3,4,2,3,3,1,1,0,4,1,2,1,4,0,2
15061744,3,0,4,1,4,0,0,1,4,1,3,1,1,3,4
15061747,4,1,4,2,3,1,1,0,3,0,4,0,4,2,3
15061751,3,4,4,4,1,2,2,0,4,0,3,1,3,1,2
15061752,3,4,2,3,3,1,1,0,4,1,2,1,4,0,2
15061753,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061754,4,0,4,1,3,0,0,1,3,1,3,0,2,2,3
15061755,3,1,4,2,2,1,1,1,3,0,4,0,3,2,3
15061756,3,1,4,2,2,1,1,1,3,0,4,0,3,2,3
15061757,3,2,3,2,3,1,1,0,4,0,4,0,3,2,2
15061758,2,4,3,4,2,2,2,1,4,0,4,0,3,1,NA
15061760,4,2,4,2,4,0,0,0,4,1,3,2,4,1,3
15061761,4,1,4,2,3,1,1,0,2,0,4,0,4,2,3
15061762,3,3,3,2,3,1,1,0,4,0,3,1,3,1,2
15061764,3,2,3,2,3,1,1,0,4,1,4,0,4,1,2
15061766,4,2,4,3,3,1,1,0,3,1,3,0,3,2,2
15061769,4,0,4,4,4,0,0,2,3,0,3,2,4,2,2
15061771,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061772,3,1,3,3,3,1,1,0,4,0,4,1,3,0,2
15061773,4,2,3,2,4,0,0,0,4,1,3,1,4,2,2
15061776,4,0,3,0,4,0,0,0,4,0,3,0,3,3,2
15061777,3,2,3,2,3,1,1,0,4,0,4,0,3,2,2
15061784,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061785,3,4,2,3,3,1,1,0,3,1,3,0,3,1,1
15061788,4,0,3,3,4,0,0,0,4,0,4,0,3,2,2
15061789,4,0,3,0,4,0,0,0,4,0,3,0,3,3,2
15061790,3,2,3,2,3,1,1,0,4,0,4,0,3,2,2
15061795,3,3,3,3,3,1,1,0,4,0,3,1,4,1,3
15061797,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15061798,4,2,4,3,4,0,0,0,2,0,4,0,3,2,3
15061799,3,2,3,2,3,1,1,0,4,0,4,0,3,2,2
15061800,4,2,3,3,3,0,0,1,4,1,2,0,4,2,2
15061811,4,3,3,3,4,0,0,0,2,2,3,0,3,2,2
15061813,4,0,3,0,4,0,0,0,4,0,3,0,3,3,2
15061814,4,2,3,3,3,0,0,0,4,2,2,0,2,2,4
15061815,3,1,3,1,2,1,1,1,4,1,3,0,3,3,3
15061826,4,1,4,3,4,0,0,0,2,0,4,0,3,1,3
15061905,3,0,4,2,3,1,1,0,3,2,3,0,3,1,3
15061906,3,3,3,3,2,1,1,0,4,1,4,1,3,2,2
15061907,4,0,4,0,2,1,1,1,3,1,0,0,4,4,3
15061908,4,1,3,2,4,0,0,1,2,1,4,0,2,1,2
15061909,2,3,2,2,3,1,1,1,4,0,4,0,3,1,1
15061910,3,1,3,1,2,1,1,1,4,1,3,0,3,3,3
15061911,4,0,4,1,3,0,0,1,3,1,4,0,2,3,3
15061915,4,0,4,1,3,0,0,1,3,1,4,0,2,3,3
15061917,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15061918,3,4,4,4,2,2,2,0,4,0,3,1,3,1,2
15061926,3,1,3,1,2,1,1,1,4,1,3,0,3,3,3
15061927,4,3,3,3,4,0,0,2,3,2,4,0,3,2,1
15061929,3,2,3,4,4,0,0,0,4,0,3,1,4,2,3
15061930,3,4,4,4,2,2,2,0,4,0,3,1,3,1,2
15061933,3,2,3,2,3,1,1,0,4,0,4,0,3,1,2
15061934,4,2,4,2,4,0,0,0,4,1,3,2,4,1,3
15061937,3,2,3,2,3,1,1,0,4,0,4,0,2,1,2
15061939,4,1,2,3,4,0,0,0,4,1,4,2,2,2,3
15061941,4,0,4,2,4,0,0,0,4,0,2,1,4,2,1
15061944,4,0,3,3,3,0,0,2,3,1,4,1,3,2,4
15061945,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15061948,3,2,3,2,3,1,1,0,4,0,4,0,3,1,2
15061949,3,1,4,2,2,1,1,1,3,1,4,1,2,2,2
15061951,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15061952,4,2,4,2,4,0,0,0,4,1,3,2,4,1,3
15061953,4,2,3,2,3,0,0,0,4,0,3,0,4,2,1
15061954,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15061957,4,2,3,1,3,0,0,1,3,1,4,2,3,1,2
15061958,4,2,4,2,3,0,0,1,1,1,3,0,4,2,2
15061960,3,3,3,3,2,1,1,0,4,1,4,2,3,2,2
15061961,4,2,3,2,3,0,0,0,4,0,3,0,4,2,1
15061964,4,1,4,2,3,1,1,0,2,0,4,0,4,2,3
15061965,4,2,4,2,3,0,0,0,3,0,4,0,3,1,2
15061966,3,2,4,2,3,1,1,1,4,1,2,2,4,0,2
15061967,3,3,3,3,4,0,0,1,4,1,4,0,4,0,1
15061968,3,2,3,2,3,1,1,0,4,0,4,0,3,2,2
15061969,4,2,4,3,2,0,0,1,3,0,3,1,4,3,3
15062036,3,3,3,3,3,1,1,0,4,0,4,2,4,1,2
15062038,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15062039,3,0,4,2,3,1,1,0,3,2,3,0,3,1,3
15062050,4,1,4,1,4,0,0,0,4,0,4,1,3,2,NA
15062051,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15062052,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15062053,3,0,4,2,3,1,0,0,3,2,3,0,3,2,3
15062063,3,2,3,2,3,1,1,0,4,0,4,0,3,1,2
15062067,4,2,4,3,3,0,0,1,3,0,3,1,4,3,3
15062069,4,0,3,3,4,0,0,0,4,0,4,0,3,2,2
15062071,4,1,4,2,3,1,1,0,3,0,4,0,4,2,3
15062080,4,2,3,3,4,0,0,0,3,1,4,1,3,1,3
15062081,3,2,3,3,3,1,1,0,3,0,4,0,3,2,2
15062092,3,2,3,2,3,1,1,0,4,0,4,0,3,1,2
15062094,4,2,3,2,3,0,0,0,4,0,3,0,4,2,1
15062097,4,3,3,3,4,0,0,0,2,2,3,0,3,2,2
15062100,4,1,4,1,3,0,0,0,4,2,3,1,3,3,3
15062101,3,2,3,3,3,1,1,0,3,0,3,0,2,2,2
15062102,4,2,2,3,4,0,0,2,3,1,2,0,3,4,3
15062103,4,3,3,3,4,0,0,0,4,1,4,0,3,2,3
15062105,4,2,3,2,3,0,0,0,4,0,3,0,4,2,1
15062106,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15062107,3,2,3,2,3,1,1,0,4,0,3,1,4,0,1
15062108,4,1,2,3,4,0,0,0,4,1,4,1,2,2,3
15062109,4,0,4,1,3,0,0,1,3,2,4,2,4,1,3
15062112,4,2,3,2,3,0,0,0,4,0,3,0,4,2,1
15062115,3,2,2,3,2,1,1,0,4,1,3,0,4,1,3
15062117,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15062118,4,0,4,1,3,0,0,1,3,2,4,1,4,1,3
15062119,3,2,4,4,2,1,1,0,3,1,4,0,2,1,2
15062122,3,3,3,4,2,1,1,1,4,1,3,1,4,2,1
