SAMPLES,c1_1318,c1_1874,c1_3992,c1_4359,c1_4748,c2_12780,c2_2464,c2_26938,c2_27929,c2_2957,c2_31156,c2_36460,c2_50176,c2_5151,c2_5152
15061560,2,3,1,2,2,4,1,2,4,2,2,4,2,0,0
15061544,3,3,2,2,2,3,0,1,4,2,2,4,4,0,0
15061449,4,2,1,2,2,2,0,0,4,2,3,4,3,2,2
15062348,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15061916,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15062138,2,3,2,3,2,3,0,1,4,2,2,4,4,NA,NA
15061946,3,3,1,2,2,2,1,0,4,1,2,4,3,1,1
15061676,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15060536,2,4,NA,2,3,2,0,1,4,2,1,4,3,0,0
15061391,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061662,4,2,1,2,2,2,0,0,4,2,3,4,3,2,2
15061228,3,4,1,4,4,3,0,0,3,3,2,4,4,0,0
15061356,4,4,0,4,4,4,1,1,4,2,1,3,4,0,0
15061963,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061338,2,3,2,2,2,3,0,1,4,2,2,4,4,0,0
15062331,4,4,0,4,4,4,1,1,4,2,1,3,4,0,0
15062098,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15062114,2,3,1,3,3,4,0,0,3,3,4,4,3,0,0
15062046,3,3,1,1,2,NA,0,0,4,2,2,4,2,1,1
15062370,2,3,1,4,1,3,0,0,4,2,3,4,4,1,1
15061685,2,4,2,3,3,4,0,0,4,2,4,4,2,0,0
15061540,2,3,2,3,2,4,0,1,4,2,2,4,3,0,0
15061721,1,3,1,3,4,3,1,1,4,2,3,4,4,0,0
15062074,2,3,0,2,2,4,0,2,4,2,2,4,2,1,1
15062362,2,4,1,2,3,3,0,1,3,1,4,3,4,0,0
15061689,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
15061357,2,3,1,4,1,3,0,0,4,2,3,4,4,1,1
15061376,0,4,1,1,2,3,0,0,2,0,4,4,2,0,0
15061308,1,2,1,3,2,3,0,1,4,2,2,4,4,0,0
