SAMPLES,c1_11237,c1_14614,c1_15178,c1_15225,c1_2071,c1_2086,c1_2090,c1_3746,c1_3992,c1_5126,c1_513,c1_5546,c1_5580,c1_6668,c1_7624,c2_14763,c2_14764,c2_16204,c2_17061,c2_1908,c2_21314,c2_22165,c2_22186,c2_22758,c2_33777,c2_34546,c2_34698,c2_34709,c2_34717,c2_3512,c2_36942,c2_40765,c2_45611,c2_46398,c2_48128,c2_49724,c2_52196,c2_52202,c2_52203,c2_53708,c2_54811,c2_55639,c2_56602,c2_5771,c2_5784,c2_5845,c2_5868,c2_8508,c2_8515,c2_9003
15061515,4,2,0,2,4,4,4,3,1,4,3,3,0,4,1,0,4,3,4,3,1,2,2,4,4,1,4,4,0,3,0,3,4,3,2,4,1,1,3,1,2,3,0,4,4,4,4,4,4,1
15062123,4,1,0,0,4,4,4,4,2,3,3,4,0,4,1,0,4,3,4,4,0,1,3,3,4,1,4,4,0,2,1,3,3,2,1,4,0,2,4,2,3,2,0,4,4,4,4,4,4,0
15061358,4,1,0,1,4,4,4,4,1,3,2,3,1,4,0,1,3,4,3,2,2,1,3,3,4,0,4,4,0,1,1,3,3,2,2,3,0,4,4,2,2,2,0,4,4,4,4,4,4,0
15061428,4,2,0,2,4,4,4,4,1,4,4,3,1,3,0,1,3,3,3,3,1,2,2,1,4,0,4,4,0,2,1,4,4,3,2,3,0,4,4,2,2,3,1,4,4,4,4,4,4,1
15061496,3,0,1,1,4,4,4,3,1,4,1,4,0,4,0,0,4,4,4,2,2,0,4,4,4,2,4,4,0,3,0,4,3,2,1,4,0,4,4,1,1,3,0,4,4,4,4,3,3,0
15061648,3,1,0,1,4,4,4,4,1,3,4,2,NA,4,0,0,4,4,NA,3,1,2,2,3,4,0,4,4,0,2,0,4,2,3,1,3,1,3,3,1,2,4,1,4,4,4,4,4,4,0
15061808,4,1,1,2,3,3,3,3,3,3,2,2,1,4,0,1,3,4,3,4,0,0,4,3,3,0,3,2,1,3,0,3,4,2,2,4,0,4,4,2,2,3,0,3,3,3,3,4,4,1
15061600,4,0,0,1,4,4,4,4,1,4,2,3,1,4,0,0,4,4,3,3,2,2,2,2,4,0,4,4,0,2,0,4,3,2,1,4,0,3,4,2,1,4,0,4,4,4,4,3,2,1
15061730,4,0,1,1,4,4,4,3,1,4,2,4,0,4,0,0,4,4,4,4,0,1,3,1,4,2,4,4,0,3,0,4,4,2,2,3,0,4,4,2,1,2,0,4,4,4,4,4,4,0
15061623,4,1,0,1,4,4,4,4,1,3,2,3,1,4,0,1,3,4,3,2,2,1,3,3,4,0,4,4,0,1,1,3,3,2,2,3,0,4,4,2,2,2,0,4,4,4,4,4,4,0
15061405,3,0,0,3,3,3,3,2,2,4,3,3,1,4,0,0,4,4,3,3,1,1,3,2,3,0,4,4,0,2,0,4,3,4,1,3,0,3,4,3,3,3,1,3,3,3,3,4,4,0
15061299,3,0,0,3,3,3,3,2,NA,4,3,3,1,4,0,0,4,4,3,3,1,1,3,2,3,0,4,4,0,2,0,4,3,4,1,3,0,2,4,3,3,3,1,3,3,3,3,4,4,0
15061578,3,1,1,1,4,4,4,4,1,4,3,3,1,4,0,0,4,4,3,2,2,1,3,3,4,1,4,4,0,0,2,4,2,1,2,3,0,4,4,2,2,4,2,4,4,4,4,4,4,0
15061476,3,0,0,2,4,4,4,3,0,4,2,3,1,4,0,0,4,3,3,3,1,3,1,3,4,0,4,4,0,2,2,3,4,2,2,2,0,3,4,3,1,3,1,4,4,4,4,4,4,0
15061765,3,0,0,2,4,4,4,4,1,4,3,3,1,4,0,0,4,3,3,3,1,2,2,3,4,0,4,4,0,3,1,3,4,2,0,3,0,3,4,2,0,3,0,4,4,4,4,3,3,2
15062111,4,0,0,3,4,4,4,4,1,4,2,2,2,4,0,0,4,4,2,3,1,2,2,3,4,1,4,4,0,3,1,4,2,3,1,3,0,4,4,3,3,3,2,4,4,4,4,4,4,0
15061397,4,0,0,2,4,4,4,4,2,4,2,3,1,4,0,0,4,4,3,3,1,1,3,3,4,0,4,4,0,2,0,4,4,2,2,4,1,3,3,2,3,3,1,4,4,4,4,4,4,0
15061713,4,1,0,1,4,4,4,4,1,3,2,3,1,4,0,1,3,4,3,2,2,1,3,3,4,0,4,4,0,1,1,3,3,2,2,3,0,4,4,2,2,2,0,4,4,4,4,4,4,0
15061584,3,0,1,2,4,4,4,3,3,4,2,3,0,4,0,0,4,4,4,4,0,0,4,2,4,2,4,4,0,3,2,2,4,1,1,4,2,2,2,3,3,2,0,4,4,4,4,3,3,0
15061912,3,3,0,0,4,4,4,4,1,4,2,4,0,3,0,2,1,2,4,3,1,2,3,4,4,0,4,4,0,3,1,4,3,0,1,4,0,4,4,2,2,3,1,4,4,4,4,4,4,2
15061260,4,1,0,1,4,4,4,4,1,3,2,3,1,4,0,1,3,4,3,2,2,1,3,3,4,0,4,4,0,1,1,3,3,2,2,3,0,4,4,2,2,2,0,4,4,4,4,4,4,0
15062099,3,0,0,3,4,4,4,3,1,3,3,0,NA,4,0,0,4,4,NA,3,1,1,3,2,4,1,3,2,1,2,0,4,3,1,1,3,0,4,4,2,2,4,1,4,4,4,4,4,4,1
15061350,4,0,0,2,4,4,4,4,2,4,3,3,1,3,0,0,4,4,3,4,0,2,2,2,4,1,4,4,0,3,0,4,4,3,2,4,1,3,3,3,2,3,1,4,4,4,4,4,4,0
15060933,4,2,2,0,4,4,4,3,2,3,2,2,1,3,0,0,4,2,3,3,1,0,4,4,4,3,4,4,0,2,2,4,3,3,1,4,1,3,3,3,2,3,1,4,4,4,4,4,4,0
15061548,3,1,0,1,4,4,4,4,1,4,3,2,2,4,0,1,3,3,2,4,0,2,2,1,4,0,4,4,0,1,1,3,2,2,1,4,0,4,4,4,2,1,0,4,4,4,4,4,4,0
15061348,3,0,0,2,4,4,4,4,1,4,2,2,2,4,0,0,4,3,2,3,1,2,2,2,4,0,4,4,0,2,0,4,3,2,2,3,0,4,4,2,2,3,1,4,4,4,4,4,4,0
15061560,4,0,0,1,4,4,4,3,1,4,2,3,1,4,1,3,2,3,3,3,1,2,2,4,4,0,4,4,0,2,0,4,3,3,2,3,0,3,4,0,2,3,0,4,4,4,4,4,4,1
15061544,4,0,0,2,4,4,4,4,2,4,3,3,1,4,0,0,4,4,3,3,2,1,3,3,4,0,4,4,0,2,0,4,4,3,3,4,1,4,3,2,3,3,2,4,4,4,4,4,4,0
15061449,3,1,1,2,4,4,4,3,1,4,2,3,1,4,0,0,4,4,3,3,1,0,4,3,4,0,3,2,1,3,1,4,3,1,1,4,1,3,3,0,1,4,0,4,4,4,4,3,3,0
15062348,4,2,0,2,4,4,4,4,1,4,4,3,1,3,0,1,3,3,3,3,1,2,2,1,4,0,4,4,0,2,1,4,4,3,2,3,0,4,4,2,2,3,1,4,4,4,4,4,4,1
15061916,3,0,0,2,4,4,4,4,1,4,2,2,2,4,0,0,4,3,2,3,1,2,2,2,4,0,4,4,0,2,0,4,3,2,2,3,0,4,4,2,2,3,1,4,4,4,4,4,4,0
15062138,4,0,0,2,4,4,4,4,2,4,2,3,1,4,0,0,4,4,3,3,1,1,3,3,4,0,4,4,0,2,0,4,4,2,2,4,1,3,3,2,3,3,1,4,4,4,4,4,4,0
15061946,3,0,1,1,4,4,4,3,1,4,1,4,0,4,0,0,4,4,4,2,2,0,4,4,4,2,4,4,0,3,0,4,3,2,1,4,0,4,4,1,1,3,0,4,4,4,4,3,3,0
15061676,3,0,0,2,4,4,4,4,1,4,2,2,2,4,0,0,4,3,2,3,1,2,2,2,4,0,4,4,0,2,0,4,3,2,2,3,0,4,4,2,2,3,1,4,4,4,4,4,4,0
15060536,2,3,2,2,4,4,4,2,NA,3,4,4,0,4,1,2,2,4,4,4,0,1,2,2,4,1,4,4,0,3,3,2,3,3,0,3,0,2,4,2,2,3,0,4,4,4,4,4,4,3
15061391,4,2,0,1,4,4,4,4,1,4,3,2,2,4,0,0,4,4,2,3,1,3,1,1,4,1,4,4,0,1,0,4,2,1,1,3,1,3,3,2,3,4,0,4,4,4,4,4,4,0
15061662,3,1,1,2,4,4,4,3,1,4,2,3,1,4,0,0,4,4,3,3,1,0,4,3,4,0,3,2,1,3,1,4,3,1,1,4,1,3,3,0,1,4,0,4,4,4,4,3,3,0
15061228,3,1,0,1,4,4,4,3,1,4,3,3,1,4,0,1,3,3,3,4,0,0,4,3,4,0,4,4,0,3,0,3,2,2,2,3,1,3,3,2,1,4,0,4,4,4,4,4,4,0
15061356,3,3,0,2,3,3,3,3,0,2,3,3,0,4,0,2,2,4,4,4,0,1,3,2,3,1,4,4,0,4,1,4,3,3,2,4,1,2,3,2,3,4,0,3,3,3,3,4,4,0
15061963,4,2,0,1,4,4,4,4,1,4,3,2,2,4,0,0,4,4,2,3,1,3,1,1,4,1,4,4,0,1,0,4,2,1,1,3,1,3,3,2,3,4,0,4,4,4,4,4,4,0
15061338,4,0,0,2,4,4,4,4,2,4,2,3,1,4,0,0,4,4,3,3,1,1,3,3,4,0,4,4,0,2,0,4,4,2,2,4,1,3,3,2,3,3,1,4,4,4,4,4,4,0
15062331,3,3,0,2,3,3,3,3,0,2,3,3,0,4,0,2,2,4,4,4,0,1,3,2,3,1,4,4,0,4,1,4,3,3,2,4,1,2,3,2,3,4,0,3,3,3,3,4,4,0
15062098,4,2,0,2,4,4,4,4,1,4,4,3,1,3,0,1,3,3,3,3,1,2,2,1,4,0,4,4,0,2,1,4,4,3,2,3,0,4,4,2,2,3,1,4,4,4,4,4,4,1
15062114,3,1,0,1,4,4,4,4,1,3,2,4,0,3,0,0,4,3,4,4,0,1,3,2,4,0,4,4,0,2,0,4,4,1,2,4,0,4,4,4,4,3,0,4,4,4,4,4,4,0
15062046,3,3,0,0,4,4,4,4,1,4,2,4,0,3,0,2,1,2,4,3,1,2,3,4,4,0,4,4,0,3,1,4,3,0,1,4,0,4,4,2,2,3,1,4,4,4,4,4,4,2
15062370,3,1,1,1,4,4,4,4,1,4,3,3,1,4,0,0,4,4,3,2,2,1,3,3,4,1,4,4,0,0,2,4,2,1,2,3,0,4,4,2,2,4,2,4,4,4,4,4,4,0
15061685,3,0,0,1,4,4,4,4,2,4,3,3,1,4,0,1,3,4,3,4,0,0,4,2,4,0,4,4,0,2,1,4,2,3,2,3,0,4,4,3,2,2,1,4,4,4,4,4,4,0
15061540,4,1,0,0,4,4,4,4,2,3,3,4,0,4,1,0,4,3,4,4,0,1,3,3,4,1,4,4,0,2,1,3,3,2,1,4,0,2,4,2,3,2,0,4,4,4,4,4,4,0
15061721,4,2,0,1,4,4,4,4,1,3,4,4,0,4,0,0,4,4,4,3,1,0,4,3,4,2,4,4,0,1,1,4,4,0,1,2,0,4,4,2,1,2,0,4,4,4,4,4,4,2
15062074,3,2,0,2,4,4,4,4,0,2,4,2,2,4,0,0,4,4,2,3,1,1,3,2,4,0,4,4,0,1,1,4,2,2,2,3,0,4,4,3,2,3,0,4,4,4,4,4,4,1
15062362,3,0,0,2,4,4,4,4,1,4,2,2,2,4,0,0,4,3,2,3,1,2,2,2,4,0,4,4,0,2,0,4,3,2,2,3,0,4,4,2,2,3,1,4,4,4,4,4,4,0
15061689,4,2,0,1,4,4,4,4,1,4,3,2,2,4,0,0,4,4,2,3,1,3,1,1,4,1,4,4,0,1,0,4,2,1,1,3,1,3,3,2,3,4,0,4,4,4,4,4,4,0
15061357,3,1,1,1,4,4,4,4,1,4,3,3,1,4,0,0,4,4,3,2,2,1,3,3,4,1,4,4,0,0,2,4,2,1,2,3,0,4,4,2,2,4,2,4,4,4,4,4,4,0
15061376,4,2,0,2,4,4,4,4,1,4,4,3,1,3,0,1,3,3,3,3,1,2,2,1,4,0,4,4,0,2,1,4,4,3,2,3,0,4,4,2,2,3,1,4,4,4,4,4,4,1
15061308,4,2,0,1,4,4,4,4,1,4,3,2,2,4,0,0,4,4,2,3,1,3,1,1,4,1,4,4,0,1,0,4,2,1,1,3,1,3,3,2,3,4,0,4,4,4,4,4,4,0
