Prefix,CHL_Components,Models,Traits,Heritability
BerryC,C,BRR,BerryC.C,0.170763808326515
BerryC,C,BRR,BerryC.C,0.15249927895339
BerryC,C,BRR,BerryC.C,0.157437878084616
BerryC,C,BRR,BerryC.C,0.138384791706761
BerryC,C,BRR,BerryC.C,0.142773647346764
BerryC,C,BRR,BerryC.C,0.152123817629745
BerryC,C,BRR,BerryC.C,0.154248071090968
BerryC,C,BRR,BerryC.C,0.155408730556563
BerryC,C,BRR,BerryC.C,0.166484730625635
BerryC,C,BRR,BerryC.C,0.180694488226537
BerryC,C,BRR,BerryC.C,0.163246184877496
BerryC,C,BRR,BerryC.C,0.157700832791683
BerryC,C,BRR,BerryC.C,0.152481058016968
BerryC,C,BRR,BerryC.C,0.154733961467115
BerryC,C,BRR,BerryC.C,0.149300176306725
BerryC,C,BRR,BerryC.C,0.109682630946688
BerryC,C,BRR,BerryC.C,0.124235229553338
BerryC,C,BRR,BerryC.C,0.11694899719624
BerryC,C,BRR,BerryC.C,0.115388513258169
BerryC,C,BRR,BerryC.C,0.116151770920807
BerryC,C,BRR,BerryC.C,0.13070917035053
BerryC,C,BRR,BerryC.C,0.142345950805115
BerryC,C,BRR,BerryC.C,0.133917091115205
BerryC,C,BRR,BerryC.C,0.112407243710707
BerryC,C,BRR,BerryC.C,0.123114447498895
BerryC,C,BRR,BerryC.C,0.125506582343288
BerryC,C,BRR,BerryC.C,0.119316361006563
BerryC,C,BRR,BerryC.C,0.0883385928417616
BerryC,C,BRR,BerryC.C,0.0992997706476847
BerryC,C,BRR,BerryC.C,0.124270611707236
BerryC,C,BRR,BerryC.C,0.134935721080342
BerryC,C,BRR,BerryC.C,0.181287898406618
BerryC,C,BRR,BerryC.C,0.147672527680033
BerryC,C,BRR,BerryC.C,0.171613004140005
BerryC,C,BRR,BerryC.C,0.171170193294933
BerryC,C,BRR,BerryC.C,0.142171706226814
BerryC,C,BRR,BerryC.C,0.145526358235773
BerryC,C,BRR,BerryC.C,0.144963063433006
BerryC,C,BRR,BerryC.C,0.151348468073979
BerryC,C,BRR,BerryC.C,0.150267108975503
BerryC,C,BRR,BerryC.C,0.157068270999665
BerryC,C,BRR,BerryC.C,0.176722145735838
BerryC,C,BRR,BerryC.C,0.182657805778444
BerryC,C,BRR,BerryC.C,0.16820975978931
BerryC,C,BRR,BerryC.C,0.161640295729777
BerryC,C,BRR,BerryC.C,0.188978956719504
BerryC,C,BRR,BerryC.C,0.183686812732415
BerryC,C,BRR,BerryC.C,0.183791554252656
BerryC,C,BRR,BerryC.C,0.185222102251128
BerryC,C,BRR,BerryC.C,0.158238282832809
BerryC,C,BRR,BerryC.C,0.177698721072473
BerryC,C,BRR,BerryC.C,0.175741020810033
BerryC,C,BRR,BerryC.C,0.151247738615215
BerryC,C,BRR,BerryC.C,0.157099207337701
BerryC,C,BRR,BerryC.C,0.175449764618783
BerryC,C,BRR,BerryC.C,0.156545356272788
BerryC,C,BRR,BerryC.C,0.164514789701788
BerryC,C,BRR,BerryC.C,0.151888862723809
BerryC,C,BRR,BerryC.C,0.157628531572327
BerryC,C,BRR,BerryC.C,0.146627841326749
BerryC,C,BRR,BerryC.C,0.168176924829258
BerryC,C,BRR,BerryC.C,0.156568827141363
BerryC,C,BRR,BerryC.C,0.17429728389108
BerryC,C,BRR,BerryC.C,0.152133661302357
BerryC,C,BRR,BerryC.C,0.139199669197138
BerryC,C,BRR,BerryC.C,0.164289147177313
BerryC,C,BRR,BerryC.C,0.182461528520304
BerryC,C,BRR,BerryC.C,0.156346223888441
BerryC,C,BRR,BerryC.C,0.153676553771986
BerryC,C,BRR,BerryC.C,0.196170134351741
BerryC,C,BRR,BerryC.C,0.208531169517449
BerryC,C,BRR,BerryC.C,0.195240310044575
BerryC,C,BRR,BerryC.C,0.155912808083656
BerryC,C,BRR,BerryC.C,0.149160801824741
BerryC,C,BRR,BerryC.C,0.160801011941121
BerryC,C,BRR,BerryC.C,0.173983590123374
BerryC,C,BRR,BerryC.C,0.172877169231753
BerryC,C,BRR,BerryC.C,0.163054530720107
BerryC,C,BRR,BerryC.C,0.177335319024157
BerryC,C,BRR,BerryC.C,0.170983853383477
BerryC,C,BRR,BerryC.C,0.180266705000868
BerryC,C,BRR,BerryC.C,0.199454367092678
BerryC,C,BRR,BerryC.C,0.169524649214114
BerryC,C,BRR,BerryC.C,0.147808277550932
BerryC,C,BRR,BerryC.C,0.123819493398492
BerryC,C,BRR,BerryC.C,0.136394546654498
BerryC,C,BRR,BerryC.C,0.149043146528251
BerryC,C,BRR,BerryC.C,0.12990029873894
BerryC,C,BRR,BerryC.C,0.144866259425133
BerryC,C,BRR,BerryC.C,0.15481189292933
BerryC,C,BRR,BerryC.C,0.145485708106641
BerryC,C,BRR,BerryC.C,0.118267950471888
BerryC,C,BRR,BerryC.C,0.119531010804449
BerryC,C,BRR,BerryC.C,0.123619070919343
BerryC,C,BRR,BerryC.C,0.114967078190387
BerryC,C,BRR,BerryC.C,0.119320621662372
BerryC,C,BRR,BerryC.C,0.127357526216485
BerryC,C,BRR,BerryC.C,0.12744649517718
BerryC,C,BRR,BerryC.C,0.13210456704025
BerryC,C,BRR,BerryC.C,0.129437215294018
BerryC,C,BRR,BerryC.C,0.146341075374513
BerryC,C,BRR,BerryC.C,0.152740569510176
BerryC,C,BRR,BerryC.C,0.183286499056432
BerryC,C,BRR,BerryC.C,0.170790581548488
BerryC,C,BRR,BerryC.C,0.155903527868098
BerryC,C,BRR,BerryC.C,0.189520421052045
BerryC,C,BRR,BerryC.C,0.182344375538315
BerryC,C,BRR,BerryC.C,0.173415193844636
BerryC,C,BRR,BerryC.C,0.217041045740221
BerryC,C,BRR,BerryC.C,0.195180980667936
BerryC,C,BRR,BerryC.C,0.200610291749691
BerryC,C,BRR,BerryC.C,0.171614361373455
BerryC,C,BRR,BerryC.C,0.191715840475058
BerryC,C,BRR,BerryC.C,0.207934279392555
BerryC,C,BRR,BerryC.C,0.223356710175697
BerryC,C,BRR,BerryC.C,0.231429105396096
BerryC,C,BRR,BerryC.C,0.187277666049661
BerryC,C,BRR,BerryC.C,0.213735385594393
BerryC,C,BRR,BerryC.C,0.198824887509461
BerryC,C,BRR,BerryC.C,0.166425232297035
BerryC,C,BRR,BerryC.C,0.183687175180057
BerryC,C,BRR,BerryC.C,0.198527943562845
BerryC,C,BRR,BerryC.C,0.148329206038519
BerryC,C,BRR,BerryC.C,0.16644437435389
BerryC,C,BRR,BerryC.C,0.12994462267149
BerryC,C,BRR,BerryC.C,0.150346796700253
BerryC,C,BRR,BerryC.C,0.134791530559002
BerryC,C,BRR,BerryC.C,0.125836572516673
BerryC,C,BRR,BerryC.C,0.117980845058311
BerryC,C,BRR,BerryC.C,0.125178863747788
BerryC,C,BRR,BerryC.C,0.1199416956832
BerryC,C,BRR,BerryC.C,0.110242144281104
BerryC,C,BRR,BerryC.C,0.143073360865784
BerryC,C,BRR,BerryC.C,0.117294101656217
BerryC,C,BRR,BerryC.C,0.102180833270412
BerryC,C,BRR,BerryC.C,0.110162968743036
BerryC,C,BRR,BerryC.C,0.106362421101565
BerryC,C,BRR,BerryC.C,0.117107126164369
BerryC,C,BRR,BerryC.C,0.104376062640507
BerryC,C,BRR,BerryC.C,0.123732437653642
BerryC,C,BRR,BerryC.C,0.118588424384699
BerryC,C,BRR,BerryC.C,0.132932189558706
BerryC,C,BRR,BerryC.C,0.137279043958558
BerryC,C,BRR,BerryC.C,0.136328078811056
BerryC,C,BRR,BerryC.C,0.132665717131196
BerryC,C,BRR,BerryC.C,0.129993309038772
BerryC,C,BRR,BerryC.C,0.124881145882123
BerryC,C,BRR,BerryC.C,0.151500675952448
BerryC,C,BRR,BerryC.C,0.146379578050276
BerryC,C,BRR,BerryC.C,0.152944274599145
BerryC,C,BRR,BerryC.C,0.127501997240396
BerryC,C,BRR,BerryC.C,0.132591276716853
BerryC,C,BRR,BerryC.C,0.155898059348335
BerryC,C,BRR,BerryC.C,0.141895918635152
BerryC,C,BRR,BerryC.C,0.150659185660754
BerryC,C,BRR,BerryC.C,0.161550986012445
BerryC,C,BRR,BerryC.C,0.150481247902755
BerryC,C,BRR,BerryC.C,0.153337259058611
BerryC,C,BRR,BerryC.C,0.15927172859807
BerryC,C,BRR,BerryC.C,0.162856547038735
BerryC,C,BRR,BerryC.C,0.152555731103403
BerryC,C,BRR,BerryC.C,0.135076810078598
BerryC,C,BRR,BerryC.C,0.14547931255792
BerryC,C,BRR,BerryC.C,0.126467098022132
BerryC,C,BRR,BerryC.C,0.112798908269585
BerryC,C,BRR,BerryC.C,0.140774973021626
BerryC,C,BRR,BerryC.C,0.115922469291766
BerryC,C,BRR,BerryC.C,0.119443699275747
BerryC,C,BRR,BerryC.C,0.108382006644305
BerryC,C,BRR,BerryC.C,0.0993657041355782
BerryC,C,BRR,BerryC.C,0.115901072377783
BerryC,C,BRR,BerryC.C,0.103070959548775
BerryC,C,BRR,BerryC.C,0.104811781201556
BerryC,C,BRR,BerryC.C,0.0923974829507646
BerryC,C,BRR,BerryC.C,0.0857371801972625
BerryC,C,BRR,BerryC.C,0.105280023287337
BerryC,C,BRR,BerryC.C,0.108429146704341
BerryC,C,BRR,BerryC.C,0.112902702553403
BerryC,C,BRR,BerryC.C,0.101886229379128
BerryC,C,BRR,BerryC.C,0.141933590998832
BerryC,C,BRR,BerryC.C,0.126589319260034
BerryC,C,BRR,BerryC.C,0.127924480136859
BerryC,C,BRR,BerryC.C,0.123473350534884
BerryC,C,BRR,BerryC.C,0.122571591398434
BerryC,C,BRR,BerryC.C,0.118354673937196
BerryC,C,BRR,BerryC.C,0.129105059934224
BerryC,C,BRR,BerryC.C,0.125901347654135
BerryC,C,BRR,BerryC.C,0.139142116489701
BerryC,C,BRR,BerryC.C,0.148338631870871
BerryC,C,BRR,BerryC.C,0.189459221316457
BerryC,C,BRR,BerryC.C,0.161853118420067
BerryC,C,BRR,BerryC.C,0.191263560229536
BerryC,C,BRR,BerryC.C,0.189390633576945
BerryC,C,BRR,BerryC.C,0.202468985575245
BerryC,C,BRR,BerryC.C,0.185187090120481
BerryC,C,BRR,BerryC.C,0.192492374012812
BerryC,C,BRR,BerryC.C,0.239072433620843
BerryC,C,BRR,BerryC.C,0.239171409501226
BerryC,C,BRR,BerryC.C,0.20562088100991
BerryC,C,BRR,BerryC.C,0.173891447535703
BerryC,C,BRR,BerryC.C,0.174420657541291
BerryC,C,BRR,BerryC.C,0.180107692752673
BerryC,C,BRR,BerryC.C,0.146861276859719
BerryC,C,BRR,BerryC.C,0.155723369260457
BerryC,C,BRR,BerryC.C,0.158360399818481
BerryC,C,BRR,BerryC.C,0.132308063183624
BerryC,C,BRR,BerryC.C,0.134343290933123
BerryC,C,BRR,BerryC.C,0.126896818214225
BerryC,C,BRR,BerryC.C,0.149373571995846
BerryC,C,BRR,BerryC.C,0.139940371647374
BerryC,C,BRR,BerryC.C,0.147964125855607
BerryC,C,BRR,BerryC.C,0.16663089532795
BerryC,C,BRR,BerryC.C,0.151294785232991
BerryC,C,BRR,BerryC.C,0.16245055539408
BerryC,C,BRR,BerryC.C,0.170427151165984
BerryC,C,BRR,BerryC.C,0.150110041114348
BerryC,C,BRR,BerryC.C,0.139294729586672
BerryC,C,BRR,BerryC.C,0.175528636308326
BerryC,C,BRR,BerryC.C,0.174132631770836
BerryC,C,BRR,BerryC.C,0.164502826029536
BerryC,C,BRR,BerryC.C,0.150659026745293
BerryC,C,BRR,BerryC.C,0.190369355380866
BerryC,C,BRR,BerryC.C,0.207073563520879
BerryC,C,BRR,BerryC.C,0.176230333329794
BerryC,C,BRR,BerryC.C,0.173080004417633
BerryC,C,BRR,BerryC.C,0.159767804177508
BerryC,C,BRR,BerryC.C,0.149203496438073
BerryC,C,BRR,BerryC.C,0.127939724439477
BerryC,C,BRR,BerryC.C,0.122702091145643
BerryC,C,BRR,BerryC.C,0.109851886594141
BerryC,C,BRR,BerryC.C,0.104631720634319
BerryC,C,BRR,BerryC.C,0.124158819913808
BerryC,C,BRR,BerryC.C,0.123571278283552
BerryC,C,BRR,BerryC.C,0.140614448983321
BerryC,C,BRR,BerryC.C,0.15000933239327
BerryC,C,BRR,BerryC.C,0.188249025361327
BerryC,C,BRR,BerryC.C,0.181883738636888
BerryC,C,BRR,BerryC.C,0.191434988119089
BerryC,C,BRR,BerryC.C,0.176647818725393
BerryC,C,BRR,BerryC.C,0.166448679864195
BerryC,C,BRR,BerryC.C,0.201634089451091
BerryC,C,BRR,BerryC.C,0.178608273765799
BerryC,C,BRR,BerryC.C,0.173461720610612
BerryC,C,BRR,BerryC.C,0.200060266544997
BerryC,C,BRR,BerryC.C,0.17069639896529
BerryC,C,BRR,BerryC.C,0.173254575399921
BerryC,C,BRR,BerryC.C,0.174908202636925
BerryC,C,BRR,BerryC.C,0.15948399654373
BerryC,C,BRR,BerryC.C,0.148132783579384
BerryC,C,BRR,BerryC.C,0.151828651809148
BerryC,C,BRR,BerryC.C,0.124459945098806
BerryC,C,BRR,BerryC.C,0.148771478971968
BerryC,C,BRR,BerryC.C,0.143297427384897
BerryC,C,BRR,BerryC.C,0.148179715807951
BerryC,C,BRR,BerryC.C,0.164038192083556
BerryC,C,BRR,BerryC.C,0.185174619103456
BerryC,C,BRR,BerryC.C,0.185173865681377
BerryC,C,BRR,BerryC.C,0.155108469393394
BerryC,C,BRR,BerryC.C,0.154180389818404
BerryC,C,BRR,BerryC.C,0.150656990800847
BerryC,C,BRR,BerryC.C,0.161998795922519
BerryC,C,BRR,BerryC.C,0.160417786317256
BerryC,C,BRR,BerryC.C,0.159796482029736
BerryC,C,BRR,BerryC.C,0.162438609972329
BerryC,C,BRR,BerryC.C,0.159038987453514
BerryC,C,BRR,BerryC.C,0.157839542876198
BerryC,C,BRR,BerryC.C,0.182905866528455
BerryC,C,BRR,BerryC.C,0.167335243130209
BerryC,C,BRR,BerryC.C,0.124707050934476
