SAMPLES,c1_15225,c1_16540,c1_16542,c1_3098,c1_3497,c1_3499,c1_4347,c1_5112,c1_7187,c1_7871,c1_7872,c1_7874,c1_8069,c2_10681,c2_1296,c2_12976,c2_14491,c2_14980,c2_19135,c2_21041,c2_22024,c2_22744,c2_23776,c2_27900,c2_32257,c2_4030,c2_47199,c2_47202,c2_48818,c2_50028,c2_53914,c2_58249,c2_686,c2_7401,c2_9137
15062111,3,1,4,3,2,1,1,2,4,2,3,1,3,3,0,2,3,2,4,0,1,2,4,3,4,1,1,3,0,4,2,2,3,1,3
15061397,2,2,3,4,2,0,4,3,4,4,4,0,4,4,0,2,2,0,3,0,0,3,4,2,4,0,0,4,2,3,1,3,3,0,4
15061713,1,1,4,4,2,1,3,1,3,3,3,1,4,3,0,2,2,2,2,1,1,3,3,2,4,2,2,3,0,4,2,3,3,1,4
15061584,2,4,2,4,2,0,3,1,3,3,4,0,3,3,2,2,3,0,2,0,0,2,2,2,4,2,1,4,0,3,3,2,2,1,4
15061912,0,0,4,4,2,2,1,1,4,1,4,0,4,4,1,1,3,2,1,0,0,3,4,1,4,3,0,4,1,4,2,4,1,2,4
15061260,1,1,4,4,2,1,3,1,3,3,3,1,4,3,0,2,2,2,2,2,1,3,3,2,4,2,2,3,0,4,2,3,3,1,4
15062099,3,3,4,2,2,1,3,2,4,4,4,0,3,3,0,2,3,0,2,0,3,1,2,2,3,1,0,4,1,2,2,1,1,0,2
15061350,2,1,4,4,2,0,2,3,3,3,3,1,3,4,0,4,3,2,2,0,2,4,3,2,4,3,1,3,0,3,3,1,3,1,4
15060933,0,3,1,4,1,1,3,0,4,4,4,0,3,3,1,3,3,0,1,0,3,1,4,0,3,2,0,4,1,4,4,4,3,0,4
15061548,1,2,4,4,2,0,3,1,3,4,4,0,4,4,0,2,2,0,2,1,1,2,4,1,4,2,2,4,1,4,2,1,4,0,4
15061348,2,2,4,3,3,1,2,2,4,3,3,1,4,3,0,2,4,2,2,0,2,3,3,1,4,1,1,3,0,3,2,1,2,1,3
15061560,1,2,4,4,2,1,1,2,3,3,3,0,4,3,0,2,1,2,2,0,1,2,3,3,2,2,1,4,0,3,3,4,2,1,4
15061544,2,2,3,4,3,0,4,3,4,4,4,0,4,4,0,2,2,0,3,0,0,3,4,1,4,0,0,4,2,4,1,3,3,0,4
15061449,2,1,4,4,2,0,2,1,3,2,2,0,4,4,1,3,3,2,2,0,2,4,4,1,3,3,0,4,0,4,1,2,4,2,4
15062348,2,2,4,3,3,1,3,3,4,3,3,1,4,3,0,2,3,2,2,0,1,4,3,0,4,1,1,3,0,4,3,1,3,1,3
15061916,2,2,4,3,3,1,2,2,4,3,3,1,4,3,0,2,4,2,2,0,2,3,3,1,4,1,1,2,0,3,2,1,2,1,3
15062138,2,2,3,4,2,0,4,3,4,4,4,NA,4,4,0,2,2,1,3,0,0,3,4,2,4,0,1,4,2,3,1,3,3,NA,4
15061946,1,1,3,4,4,1,1,2,4,4,4,0,4,4,0,2,3,0,3,0,3,3,4,0,4,2,1,4,0,4,2,4,3,0,4
15061676,2,2,4,3,3,1,2,2,4,3,3,1,4,3,0,2,4,2,2,0,2,3,3,1,4,1,1,3,0,3,2,1,2,1,3
15060536,2,3,2,4,2,2,2,1,4,4,4,0,4,4,0,3,2,0,0,1,2,1,2,1,2,3,0,4,0,3,3,2,1,0,4
15061391,1,1,4,4,2,1,3,3,3,4,4,0,4,3,0,2,1,0,2,0,1,3,4,1,3,1,0,4,0,4,3,1,2,0,4
15061662,2,1,4,4,2,0,2,1,3,2,2,0,4,4,1,3,3,2,2,0,2,4,4,1,3,3,0,4,0,4,1,2,4,2,4
15061228,1,3,4,4,2,2,2,1,3,4,4,0,2,2,0,0,2,0,3,0,0,3,2,1,4,3,0,4,0,3,2,3,2,0,4
15061356,2,2,2,3,1,0,4,1,4,2,2,1,3,4,0,2,3,3,2,1,2,1,1,1,3,2,1,3,0,3,2,2,1,0,4
15061963,1,1,4,4,2,1,3,3,3,4,4,0,4,3,0,2,2,0,2,0,1,3,4,1,3,1,0,4,0,4,3,1,2,0,4
15061338,2,2,3,4,2,0,4,3,4,4,4,0,4,4,0,2,2,0,3,0,0,3,4,2,4,0,0,4,2,3,1,3,3,0,4
15062331,2,2,2,NA,1,0,4,1,4,2,2,1,3,4,0,2,3,3,2,1,2,1,1,1,3,2,1,3,0,3,3,2,1,0,4
15062098,2,2,4,3,3,1,3,3,4,3,3,1,4,3,0,2,3,2,2,0,1,4,3,0,4,1,1,3,0,4,3,1,3,1,3
15062114,1,2,3,4,3,2,3,1,4,3,4,0,3,2,0,0,3,0,2,1,3,3,4,2,4,1,1,3,0,4,3,1,4,0,4
15062046,0,0,4,4,2,2,1,1,4,1,4,0,4,4,1,1,3,2,1,0,0,3,4,1,4,3,0,4,1,4,2,4,1,2,4
15062370,1,0,4,3,3,0,2,2,4,3,3,1,4,4,0,2,3,2,1,0,2,4,4,2,4,3,1,3,1,3,2,3,1,2,3
15061685,1,1,4,3,1,1,3,2,3,3,3,1,4,3,1,2,3,2,3,0,1,3,4,2,4,2,1,3,0,4,2,2,3,1,3
15061540,0,1,4,4,2,1,2,1,4,3,3,1,4,3,0,1,3,2,3,0,1,1,2,4,4,2,1,3,0,4,2,3,4,0,4
15061721,1,1,4,4,1,0,2,2,4,3,3,1,2,4,0,2,2,1,0,2,3,3,4,1,4,1,0,3,1,3,2,2,1,0,4
15062074,2,2,4,4,3,1,3,3,4,4,4,0,4,3,0,3,3,0,2,1,1,3,3,2,4,2,0,4,1,4,2,1,3,0,4
15062362,2,2,4,3,3,1,2,2,4,3,3,1,4,3,0,2,4,2,2,0,2,3,3,1,4,1,1,3,0,3,2,1,2,1,3
15061689,1,1,4,4,2,1,3,3,3,4,4,0,4,3,0,2,2,0,2,0,1,3,4,1,3,1,0,4,0,4,3,1,2,0,4
15061357,1,0,4,3,3,0,1,2,4,3,3,1,4,4,0,2,3,2,1,0,2,4,4,2,4,3,1,3,1,3,2,3,1,2,3
15061376,2,2,4,3,3,1,3,3,4,3,3,1,4,3,0,2,3,2,2,0,1,4,3,0,4,1,1,3,0,4,3,1,3,1,3
15061308,1,1,4,4,2,1,3,3,3,4,4,0,4,3,0,2,2,0,2,0,1,3,4,1,3,1,0,4,0,4,3,1,2,0,4
