SAMPLES,c1_12386,c1_13243,c1_13289,c1_15219,c1_16171,c1_16540,c1_2112,c1_2640,c1_4192,c1_513,c1_6192,c2_10539,c2_12760,c2_12779,c2_12788,c2_13821,c2_25662,c2_27928,c2_32334,c2_33514,c2_34179,c2_38667,c2_39834,c2_41405,c2_41963,c2_42169,c2_43243,c2_45168,c2_46777,c2_50220,c2_51800,c2_55072,c2_55199,c2_56145,c2_58373
15061710,2,4,3,3,1,1,0,4,3,0,3,4,1,3,1,2,4,2,3,4,3,3,1,4,2,1,2,3,3,2,4,1,2,4,3
15062372,3,2,2,2,0,1,1,4,3,3,3,4,1,4,1,2,4,3,3,4,2,4,2,3,4,0,3,3,4,3,2,4,3,3,3
15061583,4,3,3,2,0,2,1,3,3,3,3,3,1,3,1,1,3,3,4,4,1,4,3,3,3,0,1,4,2,2,3,2,2,3,3
15061767,3,2,4,1,0,1,0,3,3,4,4,3,0,4,0,2,3,4,4,3,1,4,4,4,3,0,4,4,4,2,3,4,2,4,4
15062130,2,1,4,2,0,2,0,2,3,4,3,3,0,4,0,2,3,4,4,4,2,4,4,4,4,0,2,4,3,3,2,4,2,4,4
15061637,3,2,3,2,0,1,0,3,2,2,3,4,0,4,0,1,4,4,3,4,2,4,3,4,4,0,1,4,3,2,2,3,2,4,4
15061337,3,3,4,1,0,2,0,3,3,1,4,3,1,4,1,2,3,3,3,4,2,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15062104,3,3,4,1,0,0,0,4,2,3,4,3,1,4,1,1,3,2,3,4,1,4,3,4,3,0,3,4,4,0,3,3,2,4,4
15061579,4,3,4,0,0,2,0,2,1,2,4,2,1,4,1,2,4,3,4,4,3,4,3,4,3,0,3,4,3,2,3,4,4,4,4
15061932,2,4,2,2,0,1,2,4,3,2,4,2,0,4,0,2,4,4,3,4,1,2,3,2,3,0,2,4,3,1,3,4,1,2,4
15061603,4,2,3,0,0,2,0,2,2,2,3,1,0,4,0,1,3,3,4,4,2,4,3,4,3,0,2,4,2,0,4,3,3,4,4
15060025,3,2,3,2,0,1,0,3,2,2,3,4,0,4,0,1,4,4,4,4,2,4,3,4,4,0,1,4,3,2,2,3,2,4,4
15061704,3,2,3,2,0,1,0,3,2,2,3,4,0,4,0,1,4,4,3,4,2,4,3,4,4,0,1,4,3,2,2,3,2,4,4
15061334,1,2,4,1,0,2,0,3,4,2,4,2,1,4,1,1,4,3,4,4,1,4,2,4,4,0,4,4,3,1,4,3,0,4,4
15061631,2,4,3,3,1,1,0,4,3,0,3,4,1,3,1,2,4,2,3,4,3,3,1,4,2,1,2,3,3,2,4,1,2,4,3
15060964,4,2,1,1,1,1,0,2,4,4,4,2,1,4,1,1,4,3,2,4,2,3,4,4,4,1,2,3,2,3,2,2,1,4,3
15061778,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,4,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061718,3,4,3,1,1,1,0,1,2,2,3,4,1,4,1,1,4,2,3,4,1,2,2,4,2,1,1,1,1,2,3,4,0,4,4
15061486,3,1,3,2,0,3,0,2,2,3,4,0,0,4,0,3,2,3,4,4,0,2,3,4,2,0,4,3,4,4,1,3,0,4,4
15060214,3,3,2,3,0,2,1,2,3,1,4,3,0,4,0,2,4,4,4,3,2,3,3,3,4,0,1,4,3,1,3,3,1,3,4
15061333,2,2,2,1,0,1,0,4,3,2,3,3,1,4,1,1,4,2,4,4,1,4,2,4,4,0,4,4,3,1,2,4,2,4,4
15061962,2,4,2,2,0,1,2,4,3,2,4,2,0,4,0,2,4,4,3,4,1,2,3,2,3,0,2,4,3,1,3,4,1,2,4
15061624,4,2,3,0,0,2,0,2,2,2,3,1,0,4,0,1,3,3,3,4,2,4,3,4,3,0,2,4,2,0,4,3,3,4,4
15061282,4,3,3,2,0,2,1,3,3,3,3,3,1,3,1,1,3,3,3,4,1,4,3,3,3,0,1,4,2,2,3,2,2,3,3
15061529,2,4,3,2,0,1,0,3,3,3,4,2,0,4,0,3,3,4,3,4,2,3,3,4,4,0,2,4,2,2,3,4,1,4,3
15061935,2,4,2,2,0,1,2,4,3,2,4,2,0,4,0,2,4,4,3,4,1,2,3,2,3,0,2,4,3,1,3,4,1,2,4
15061568,3,3,3,2,0,1,0,3,2,4,3,2,1,4,1,1,4,3,3,4,2,4,1,4,4,0,2,4,3,1,3,3,1,4,4
15061491,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061318,3,3,2,2,0,3,0,2,3,2,4,3,0,4,1,2,3,3,4,4,3,4,2,4,4,0,3,4,1,2,2,4,1,4,4
15061361,3,3,4,1,0,2,0,3,3,2,4,3,1,4,1,2,3,3,3,4,2,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15061515,4,1,2,2,1,2,0,2,2,3,3,3,0,4,0,3,2,4,2,3,3,3,4,4,3,1,2,4,2,1,2,2,2,4,4
15062123,3,2,3,3,0,1,0,3,2,3,3,3,0,4,0,1,3,4,2,3,2,3,3,4,4,0,1,4,3,2,2,4,2,4,4
15061358,3,2,3,2,0,1,0,3,2,2,3,4,0,4,0,1,4,4,3,4,2,4,3,4,4,0,1,4,3,2,2,3,2,4,4
15061428,3,1,2,1,0,2,0,2,3,4,4,3,0,4,0,3,3,3,3,3,0,4,2,4,4,0,3,4,3,2,2,4,2,4,4
15061496,2,2,2,1,1,1,0,3,3,1,4,3,0,4,0,2,4,4,3,4,1,2,1,4,2,1,2,3,2,1,4,2,0,4,3
15061648,4,4,4,2,0,1,0,3,2,4,3,3,0,4,0,2,4,3,3,4,2,4,3,4,4,0,3,4,3,2,3,3,2,4,4
15061808,3,3,1,2,2,1,1,4,4,2,3,3,1,3,1,1,3,4,4,4,3,4,2,3,2,2,0,3,1,2,3,1,2,3,2
15061600,4,1,4,2,1,1,0,3,3,2,4,4,0,4,0,3,2,4,4,4,1,3,1,4,4,0,2,NA,2,1,3,3,2,4,4
15061730,3,2,3,0,1,2,0,4,3,2,4,2,0,4,0,2,3,3,3,4,2,3,3,4,3,1,3,3,2,1,4,3,2,4,4
15061623,3,2,3,2,0,1,0,3,2,2,3,4,0,4,0,1,4,4,3,4,2,4,3,4,4,0,1,4,3,2,2,3,2,4,4
15061405,4,3,3,2,0,2,1,3,3,3,3,3,1,3,1,1,3,3,3,4,1,4,3,3,3,0,1,4,2,2,3,2,2,3,3
15061299,4,3,3,2,0,2,1,3,3,3,3,3,1,3,1,1,3,3,3,4,1,4,3,3,3,0,1,4,2,2,3,2,2,3,3
15061578,3,3,4,1,0,0,0,4,2,3,4,3,1,4,1,1,3,2,4,4,1,4,3,4,3,0,3,4,4,0,3,3,2,4,4
15061476,3,3,3,1,0,3,0,2,3,2,4,4,0,4,0,3,2,4,3,4,2,3,3,4,4,0,2,4,2,1,2,4,0,4,3
15061765,2,4,3,2,0,1,0,3,3,3,4,2,0,4,0,3,3,4,4,4,2,3,3,4,4,0,2,4,2,2,3,4,1,4,3
15062111,3,4,4,1,0,1,0,3,3,2,3,4,1,4,1,1,4,3,4,4,2,4,3,4,4,0,2,4,2,2,3,3,2,4,4
15061397,4,2,3,0,0,2,0,2,2,2,3,1,0,4,0,1,3,3,3,4,2,4,3,4,3,0,2,4,2,0,4,3,3,4,4
15061713,3,2,3,2,0,1,0,3,2,2,3,4,0,4,0,1,4,4,3,4,2,4,3,4,4,0,1,4,3,2,2,3,2,4,4
15061584,2,4,3,2,1,4,0,1,3,2,3,3,1,3,1,1,3,3,3,4,2,2,2,4,0,0,2,3,2,2,2,1,2,4,2
15061912,4,2,3,1,1,0,0,4,3,2,3,2,1,3,2,3,2,2,2,3,2,3,3,4,4,0,4,4,4,2,3,3,0,4,3
15061260,3,2,3,2,0,1,0,3,2,2,3,4,0,4,0,1,4,4,4,4,2,4,3,4,4,0,1,4,3,2,2,3,2,4,4
15062099,2,3,3,2,0,3,0,3,4,3,3,2,1,3,1,0,3,2,3,4,2,3,2,4,4,0,1,3,2,1,2,2,0,4,3
15061350,2,4,3,1,0,1,0,3,4,3,3,3,1,4,1,3,4,3,3,4,2,4,2,4,4,0,2,4,4,0,2,3,1,4,4
15060933,2,2,0,2,0,3,0,2,4,2,4,0,0,4,1,2,3,4,3,3,2,4,4,4,4,0,4,4,1,4,2,4,0,4,4
15061548,3,3,3,3,0,2,0,3,3,3,3,3,0,4,0,3,3,4,3,4,2,4,2,4,4,0,1,4,4,2,2,3,3,4,4
15061348,3,3,4,1,0,2,0,3,3,2,4,3,1,4,1,2,3,3,3,4,3,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15061560,4,2,2,2,1,2,0,2,3,2,2,4,0,4,0,2,3,4,4,3,2,3,3,4,2,1,1,4,3,2,2,1,2,4,3
15061544,4,3,3,0,0,2,0,2,2,3,3,1,0,4,0,1,3,3,3,4,3,4,3,4,3,0,2,4,2,0,4,3,3,4,4
15061449,3,4,3,1,1,1,0,1,2,2,3,4,1,4,1,1,4,2,3,4,1,2,2,4,2,1,1,1,1,2,3,4,0,4,4
15062348,3,1,2,1,0,2,0,2,3,4,4,3,0,4,0,3,3,3,3,3,0,4,2,4,4,0,3,4,3,2,2,4,2,4,4
15061916,3,3,4,1,0,2,0,3,3,2,4,3,1,4,1,2,3,3,3,4,2,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15062138,4,2,3,0,0,2,0,2,2,2,3,2,0,4,0,1,3,3,3,4,2,4,3,4,3,0,2,4,2,1,4,3,3,4,4
15061946,2,2,2,1,1,1,0,3,3,1,4,3,0,4,0,2,4,4,3,4,1,2,1,4,2,1,2,3,2,1,4,2,0,4,3
15061676,3,3,4,1,0,2,0,3,3,2,4,3,1,4,1,2,3,3,3,4,3,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15060536,3,3,1,1,0,3,0,3,4,4,4,0,0,4,1,1,2,3,3,4,2,4,2,4,3,0,2,3,3,2,3,2,1,4,4
15061391,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061662,3,4,3,1,1,1,0,1,2,2,3,4,1,4,1,1,4,2,3,4,1,2,2,4,2,1,1,2,1,2,3,4,0,4,4
15061228,3,2,1,1,0,3,0,1,4,3,NA,3,1,3,1,3,2,4,2,4,4,2,0,4,3,0,2,3,1,1,2,2,3,4,NA
15061356,2,4,3,1,1,2,1,3,3,3,3,1,0,4,0,1,4,3,3,4,3,3,2,3,2,1,0,3,2,2,3,1,3,3,3
15061963,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061338,4,2,3,0,0,2,0,2,2,2,3,1,0,4,0,1,3,3,3,4,2,4,3,4,3,0,2,4,2,0,4,3,3,4,4
15062331,2,4,3,1,1,2,1,3,3,3,3,1,0,4,0,1,4,3,3,4,3,3,2,3,2,1,0,3,2,2,4,1,3,3,3
15062098,3,1,2,1,0,2,0,2,3,4,4,3,0,4,0,3,3,3,3,3,0,4,2,4,4,0,3,4,3,2,2,4,2,4,4
15062114,4,3,4,0,0,2,0,2,1,2,4,2,1,4,1,2,4,3,3,4,3,4,3,4,3,0,3,4,3,2,3,4,4,4,4
15062046,4,2,3,1,1,0,0,4,3,2,3,2,1,3,2,3,1,2,3,3,2,3,3,4,4,0,4,4,4,2,3,3,0,4,3
15062370,3,3,4,1,0,0,0,4,2,3,4,3,1,4,1,1,3,2,4,4,1,4,3,4,3,0,3,4,4,0,3,3,2,4,4
15061685,3,2,3,2,0,1,0,3,3,3,3,3,0,4,0,2,3,2,3,4,1,4,1,4,3,0,3,4,3,2,2,3,3,4,3
15061540,3,2,3,3,0,1,0,3,2,3,3,3,0,4,0,1,3,4,2,3,2,3,3,4,4,0,1,4,3,2,2,4,2,4,4
15061721,3,2,3,1,0,1,0,2,4,4,4,1,1,4,1,3,3,4,3,3,2,2,4,4,4,0,4,4,2,3,2,4,1,4,4
15062074,2,3,3,1,0,2,0,4,1,4,3,3,1,4,1,2,3,2,4,3,1,4,3,4,4,0,1,4,3,2,3,3,2,4,4
15062362,3,3,4,1,0,2,0,3,3,2,4,3,1,4,1,2,3,3,4,4,2,4,1,4,4,0,3,4,2,1,3,4,2,4,4
15061689,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
15061357,3,3,4,1,0,0,0,4,2,3,4,3,1,4,1,1,3,2,4,4,1,4,3,4,3,0,3,4,4,0,3,3,2,4,4
15061376,3,1,2,1,0,2,0,2,3,4,4,3,0,4,0,3,3,3,3,3,0,4,2,4,4,0,3,4,3,2,2,4,2,4,4
15061308,3,3,4,1,0,1,0,4,3,3,3,2,0,4,0,3,2,3,3,4,3,4,3,4,3,0,2,4,1,0,3,4,2,4,4
