SAMPLES,c1_10001,c1_10924,c1_11495,c1_11920,c1_12108,c1_12152,c1_13135,c1_13863,c1_15218,c1_2641,c1_4464,c1_5837,c1_7029,c1_7192,c1_7964,c1_8194,c1_9619,c1_9878,c2_12720,c2_13821,c2_1486,c2_18549,c2_18684,c2_21309,c2_25179,c2_26741,c2_28666,c2_3108,c2_31181,c2_32056,c2_32952,c2_36650,c2_39191,c2_39576,c2_41406,c2_45698,c2_46749,c2_4884,c2_49313,c2_49770,c2_50283,c2_50324,c2_51567,c2_52205,c2_52800,c2_54613,c2_6683,c2_680,c2_8253,c2_8867
15060907,4,3,1,1,4,3,0,2,0,4,2,1,1,2,3,4,4,4,2,1,2,4,4,4,3,4,3,3,4,4,4,3,1,3,4,2,4,2,2,1,3,3,4,0,3,0,4,2,1,4
15060909,3,4,0,2,4,3,2,4,2,4,3,2,0,3,3,4,4,2,2,2,3,4,4,4,4,2,3,3,3,4,2,4,4,3,2,1,1,1,3,1,2,2,3,0,4,0,4,3,1,2
15060910,4,2,0,1,4,2,0,4,2,4,4,1,4,3,2,4,3,3,1,1,4,4,4,4,2,4,1,3,4,3,4,2,2,3,4,1,2,1,1,0,4,4,4,1,4,0,3,4,2,4
15061007,3,4,0,1,4,4,0,4,2,4,1,1,1,4,2,4,4,4,4,1,2,4,4,4,3,4,2,2,4,4,4,4,4,4,4,4,3,3,1,0,3,3,4,0,3,0,4,2,1,4
15061011,4,4,0,2,4,4,0,4,1,4,3,1,1,2,1,4,3,4,3,1,2,4,4,4,3,3,3,4,4,3,4,4,4,4,4,3,2,0,2,2,4,4,4,0,4,0,4,2,1,4
15061122,3,3,0,1,4,3,1,4,1,3,3,0,3,4,2,4,4,3,3,1,3,3,4,4,2,3,1,3,2,4,3,2,2,3,3,1,2,1,1,2,3,3,4,0,3,0,3,3,3,4
15061204,3,4,0,2,3,3,1,4,1,4,3,1,2,1,1,4,4,3,2,4,0,3,4,4,2,4,3,2,4,4,3,4,3,4,3,3,2,3,2,1,2,2,3,1,4,0,4,0,3,3
15061213,3,4,0,1,4,3,1,4,3,4,4,0,2,2,4,4,4,2,3,0,3,4,4,4,4,2,3,2,4,4,3,4,4,4,3,1,1,1,1,2,4,4,3,0,4,0,4,3,0,3
15061215,3,4,0,1,4,3,1,4,3,4,4,0,2,2,4,4,4,2,3,0,3,4,4,4,4,2,3,2,4,4,3,4,4,4,3,1,1,1,1,2,4,4,3,0,4,0,4,3,0,3
15061216,4,4,0,3,3,2,1,4,2,3,4,1,1,4,0,4,3,3,0,3,0,3,4,4,3,4,1,4,3,3,3,4,3,2,3,1,2,2,2,0,1,1,4,1,4,0,4,0,2,3
15061225,4,2,0,0,4,4,1,3,1,4,3,0,4,3,2,4,2,2,1,1,3,4,4,4,3,2,2,3,3,2,4,2,3,3,3,3,2,1,3,0,4,4,4,2,4,0,2,3,3,3
15061226,4,4,0,1,4,4,0,4,3,4,1,0,1,3,2,4,3,4,2,3,2,4,4,2,3,4,3,3,4,3,3,4,3,4,4,2,1,2,1,0,2,2,3,0,2,1,4,2,0,4
15061237,4,4,0,1,4,3,0,4,1,2,3,2,3,3,1,4,4,4,3,2,0,4,4,4,1,4,3,2,4,4,4,4,4,3,4,2,2,2,4,0,3,3,2,0,4,0,4,0,1,4
15061256,4,4,0,2,4,4,1,4,2,4,3,1,2,2,3,4,4,3,4,2,2,4,4,4,3,4,3,4,3,4,2,4,3,3,3,3,3,2,2,1,1,1,3,0,4,0,4,2,1,3
15061257,4,4,0,0,4,4,0,4,2,4,4,0,3,4,3,4,4,4,2,1,1,4,4,4,3,4,1,1,4,4,4,4,3,4,4,1,3,3,3,0,2,2,2,0,4,0,4,1,2,4
15061258,3,4,0,2,4,4,0,4,2,4,3,1,1,2,1,4,4,3,2,2,3,4,4,4,1,3,2,4,4,4,4,4,4,3,4,1,3,2,1,1,4,4,4,0,4,0,4,2,2,4
15061259,4,4,0,1,4,4,0,4,1,4,3,0,1,2,3,4,4,4,1,1,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,1,2,1,3,3,3,0,3,0,4,3,0,4
15061261,4,4,0,2,4,4,0,4,1,4,3,1,1,2,1,4,3,4,3,1,2,4,4,4,3,3,3,4,4,3,4,4,4,4,4,3,2,0,2,2,4,4,4,0,4,0,4,2,1,4
15061262,4,3,1,2,4,3,0,4,0,4,4,1,0,2,3,3,2,2,1,3,2,2,1,2,3,2,2,3,4,2,3,3,2,4,4,2,2,1,2,1,3,3,NA,2,4,1,3,2,1,4
15061263,4,3,1,1,4,4,0,4,0,4,4,1,0,1,4,2,2,1,0,3,2,3,3,3,4,2,3,2,4,2,3,3,3,4,4,2,2,0,2,1,3,3,NA,2,4,1,3,2,0,4
15061264,4,2,1,1,4,3,0,NA,1,4,4,1,1,2,3,3,2,2,1,2,2,3,2,3,3,2,2,3,4,2,3,3,2,4,NA,2,2,1,2,1,3,3,2,2,4,1,2,2,2,4
15061265,4,4,0,2,4,4,0,4,1,4,4,1,0,3,1,4,4,3,2,2,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,2,3,1,1,1,4,4,4,0,4,0,4,3,2,4
15061270,4,4,0,0,4,4,0,4,1,4,3,1,3,2,2,4,3,4,1,2,4,4,4,4,3,4,3,4,4,3,4,4,4,4,4,3,2,2,2,2,4,4,4,0,3,0,4,4,1,4
15061271,4,4,0,1,4,3,0,4,1,4,3,0,0,3,2,4,4,4,4,1,1,4,4,4,3,4,2,3,4,4,4,4,4,4,4,2,3,2,0,0,4,4,4,0,3,0,4,1,1,4
15061273,4,4,0,2,4,4,0,4,1,4,4,1,0,3,1,4,4,3,2,2,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,2,3,1,1,1,4,4,4,0,4,0,4,3,2,4
15061274,4,4,0,0,4,4,0,4,0,4,2,0,0,2,1,4,4,4,3,1,4,4,4,4,3,4,4,3,4,4,3,4,4,4,4,2,2,0,1,1,4,4,4,0,4,0,4,4,1,4
15061277,4,3,0,1,4,4,1,4,1,4,4,2,1,3,2,4,4,2,3,3,4,4,4,4,3,2,3,4,4,4,3,3,4,4,3,2,2,4,0,1,1,1,3,0,3,0,4,4,1,3
15061279,4,4,0,0,4,4,0,4,0,4,4,0,1,3,3,4,4,4,3,1,3,4,4,4,3,3,4,4,4,4,4,4,4,4,4,3,2,1,1,1,4,4,4,0,4,0,4,3,1,4
15061281,3,4,0,1,4,3,1,4,3,4,4,0,2,2,4,4,4,2,3,0,3,4,4,4,4,2,3,2,4,4,3,4,4,4,3,1,1,1,1,2,4,4,3,0,4,0,4,3,0,3
15061283,4,4,0,1,4,4,0,4,1,4,2,1,1,2,3,4,4,3,2,2,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,1,1,1,4,4,4,0,3,0,4,3,1,4
15061286,4,4,0,1,4,3,0,4,1,4,3,0,0,3,2,4,4,4,4,1,1,4,4,4,3,4,2,2,4,4,4,4,4,4,4,2,3,2,0,0,4,4,4,0,3,0,4,1,1,4
15061288,3,4,0,1,4,3,1,4,3,4,4,0,2,2,4,4,4,3,3,0,3,4,4,4,4,3,3,2,4,4,3,4,4,4,3,1,1,1,1,2,4,4,3,0,4,0,4,3,0,3
15061289,3,4,0,1,4,3,1,4,3,4,4,0,2,2,4,4,4,2,3,0,3,4,4,4,4,2,3,2,4,4,3,4,4,4,3,1,1,1,1,2,4,4,3,0,4,0,4,3,0,3
15061290,3,3,0,2,4,3,1,4,1,4,3,1,1,1,1,4,3,3,4,3,3,3,3,4,3,4,4,3,4,3,4,3,4,4,3,1,3,3,2,NA,3,3,4,0,4,0,3,3,1,3
15061291,4,4,0,1,4,4,0,4,1,4,3,0,1,1,2,4,4,3,2,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,2,2,3,2,1,4,4,4,0,4,0,4,4,1,4
15061293,4,4,0,2,4,4,0,4,1,4,2,1,1,2,2,3,4,4,3,1,1,4,4,4,2,3,3,4,4,4,3,4,3,4,4,3,3,1,1,1,2,2,3,0,4,0,4,1,1,4
15061295,3,4,0,2,4,4,0,4,2,4,3,0,1,3,2,3,4,3,3,3,0,4,4,4,4,4,3,3,4,4,3,4,3,4,4,1,3,1,2,2,2,2,3,0,4,0,4,0,4,4
15061296,4,4,0,0,4,4,0,4,1,4,3,1,0,2,2,4,4,4,1,2,3,4,4,4,2,4,3,4,4,4,3,4,4,4,4,2,3,0,3,1,4,4,4,0,3,0,4,3,1,4
15061297,4,4,0,2,4,4,1,4,2,4,3,1,2,2,3,4,4,3,4,2,2,4,4,4,3,4,3,4,3,4,2,4,3,3,3,3,3,2,2,1,1,1,3,0,4,0,4,2,1,3
15061298,4,4,0,2,4,2,0,4,2,4,1,1,0,3,2,4,3,3,4,2,1,4,4,4,2,4,2,3,4,3,4,4,4,4,4,3,2,0,1,1,4,4,4,1,4,0,4,1,1,4
15061300,4,4,0,1,4,4,0,4,2,4,2,1,1,4,3,4,4,3,3,2,4,4,4,4,3,3,2,4,4,4,3,4,4,4,4,1,4,1,1,1,4,4,4,0,4,0,4,4,0,4
15061301,4,4,0,2,4,2,0,4,2,4,1,1,0,3,2,4,3,3,4,2,1,4,4,4,2,4,2,3,4,3,4,4,4,4,4,3,2,0,1,1,4,4,4,1,4,0,4,1,1,4
15061302,4,4,0,0,4,4,0,4,1,4,3,1,1,3,3,4,3,3,2,2,3,4,4,4,3,4,3,4,4,3,4,4,3,4,4,2,3,1,2,0,4,4,4,0,3,0,4,3,1,4
15061303,3,4,0,2,4,3,2,4,2,4,3,2,0,3,3,4,4,2,2,2,3,4,4,4,4,2,3,3,3,4,2,4,4,3,2,1,1,1,3,1,2,1,3,0,4,0,4,3,1,2
15061305,4,4,0,2,4,4,0,4,2,4,3,0,1,3,3,4,3,4,2,1,3,4,4,4,3,4,2,4,4,3,3,4,3,4,4,3,2,2,1,0,4,4,3,0,4,0,4,3,1,4
15061307,4,4,0,1,4,3,0,4,2,4,3,0,3,2,1,4,4,3,2,3,4,3,3,2,2,3,2,2,3,4,4,4,4,3,3,1,2,2,1,1,3,3,4,0,2,1,3,4,3,3
15061312,4,4,0,1,4,4,0,4,1,4,3,0,1,1,2,4,4,3,2,3,4,4,4,4,3,4,3,4,4,4,4,4,4,4,4,2,2,3,2,1,4,4,4,0,4,0,4,4,1,4
15061313,4,4,0,0,4,4,0,4,1,4,3,0,1,4,2,4,1,3,1,1,3,4,4,4,4,3,1,2,4,NA,4,4,4,4,4,4,1,1,2,2,4,4,3,2,4,0,4,3,2,4
15061314,4,4,0,0,4,4,0,4,1,4,2,1,2,3,2,4,4,4,2,2,3,4,4,4,3,4,3,4,4,4,4,4,4,4,4,1,2,2,1,0,4,4,4,0,4,0,4,3,0,4
15061317,4,3,1,2,4,3,0,4,0,4,4,1,0,2,3,3,2,2,1,3,2,2,1,3,3,2,2,3,4,2,3,3,2,4,4,2,2,1,2,1,3,3,NA,2,4,1,3,2,1,4
15061320,3,3,0,1,4,1,1,4,0,4,2,0,2,3,0,4,3,0,2,2,3,1,2,4,1,4,2,2,NA,3,4,3,4,2,3,1,2,2,2,0,4,4,2,0,1,0,3,3,1,3
15061323,4,2,0,0,4,4,1,3,1,4,3,0,3,3,2,4,2,2,1,1,3,4,4,4,3,2,2,3,3,2,4,2,3,3,3,3,2,1,3,0,4,4,4,2,4,0,2,3,3,3
15061324,2,2,0,1,4,3,1,2,4,4,3,2,3,2,2,3,1,3,1,3,1,3,3,4,2,3,3,2,4,3,4,2,2,3,3,2,2,3,3,1,2,2,4,NA,4,0,3,1,2,3
15061327,4,4,0,2,4,4,0,4,1,4,3,1,1,2,1,4,3,4,3,1,2,4,4,4,3,3,3,4,4,3,4,4,4,4,4,3,2,0,2,2,4,4,4,0,4,0,4,2,1,4
15061329,4,4,0,1,4,4,0,4,3,4,3,1,2,2,2,4,4,4,1,1,2,4,4,4,3,4,2,4,4,4,2,4,4,4,4,2,3,2,1,2,4,4,4,0,3,0,4,2,1,4
15061330,3,3,0,1,4,4,1,4,0,4,3,2,2,1,2,4,2,3,3,2,3,3,3,4,2,2,4,3,4,2,2,3,3,3,3,2,2,2,3,0,3,3,4,2,2,0,3,3,3,3
15061331,4,4,0,1,4,4,0,3,0,4,2,1,0,1,2,4,4,4,3,3,3,4,4,4,2,4,3,4,4,4,4,4,4,4,4,2,3,2,3,1,4,4,4,0,4,0,4,3,2,4
15061335,4,4,0,2,4,4,0,4,1,4,3,0,1,1,2,4,4,4,2,1,2,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,2,1,2,1,4,4,4,0,3,0,4,2,0,4
15061336,4,4,0,0,4,4,0,4,1,4,3,1,2,1,3,4,3,3,3,2,3,4,4,4,3,3,3,4,4,3,3,4,4,4,4,3,1,1,2,0,4,4,4,0,2,0,4,3,0,4
15061340,4,4,0,1,4,4,0,4,1,4,3,0,1,2,3,4,4,4,1,1,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,1,2,1,3,3,3,0,3,0,4,3,0,4
15061342,4,4,0,1,4,4,0,4,1,4,2,1,1,2,3,4,4,3,2,2,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,1,1,1,4,4,4,0,3,0,4,3,1,4
15061344,3,3,0,0,4,3,0,4,1,4,4,0,1,3,3,4,4,3,1,0,3,4,4,4,3,3,2,4,4,4,4,2,4,3,4,4,3,1,1,1,3,3,4,1,4,0,4,3,1,4
15061345,4,4,0,0,4,4,0,4,1,4,3,1,1,1,2,4,4,4,1,3,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,2,2,2,1,1,4,4,4,0,3,0,4,3,1,4
15061346,4,4,0,0,4,4,0,4,1,4,3,1,1,1,2,4,4,4,1,3,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,2,2,2,1,1,4,4,4,0,3,0,4,3,1,4
15061347,3,4,0,1,4,4,0,4,2,4,2,0,1,2,3,4,4,3,3,2,2,4,4,4,4,4,3,4,4,4,3,4,3,3,4,2,3,3,1,2,2,2,4,0,4,0,4,1,2,4
15061349,4,4,0,1,4,4,0,3,1,4,2,1,1,1,3,4,4,4,2,1,4,4,4,4,4,4,2,4,4,4,2,4,3,4,4,4,3,2,2,1,4,4,4,0,4,0,4,4,1,4
15061352,4,4,0,1,4,4,0,4,1,4,1,1,0,2,3,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,1,4,4,4,4,2,3,2,2,0,4,4,4,0,3,0,4,3,2,4
15061353,4,4,0,1,4,4,0,4,1,4,2,1,1,2,3,4,4,3,2,2,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,1,1,1,4,4,4,0,3,0,4,3,1,4
15061355,4,4,0,1,4,4,0,4,1,4,2,1,1,2,3,4,4,3,2,2,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,1,1,1,4,4,4,0,3,0,4,3,1,4
15061360,4,4,0,1,4,4,0,4,1,4,2,1,1,2,3,4,4,3,2,2,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,1,1,1,4,4,4,0,3,0,4,3,1,4
15061364,4,4,0,1,4,4,0,4,1,4,2,1,1,2,3,4,4,3,2,2,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,1,1,1,4,4,4,0,3,0,4,3,1,4
15061365,3,4,0,1,4,3,1,4,3,4,4,0,2,2,4,4,4,2,3,0,3,4,4,4,4,2,3,2,4,4,3,4,4,4,3,1,1,1,1,2,4,4,3,0,4,0,4,3,0,3
15061367,3,4,0,1,4,3,1,4,3,4,4,0,2,2,4,4,4,2,3,0,3,4,4,4,4,2,3,2,4,4,3,4,4,4,3,1,1,1,1,2,4,4,3,0,4,0,4,3,0,3
15061368,4,4,0,1,4,4,0,4,1,4,4,1,1,2,1,4,3,3,1,2,2,4,4,4,3,3,4,4,4,3,3,4,4,4,4,3,3,1,0,1,4,4,4,0,4,0,4,2,3,4
15061369,4,4,0,2,4,4,0,4,1,4,4,1,1,2,1,4,3,3,1,2,2,4,4,4,3,3,4,4,4,3,3,4,4,4,4,3,3,1,0,1,4,4,4,0,4,0,4,2,3,4
15061370,4,4,0,0,4,4,0,4,1,4,3,1,1,1,2,4,4,4,1,3,3,4,4,4,3,4,3,4,4,4,3,4,4,4,4,2,2,2,1,1,4,4,4,0,3,0,4,3,1,4
15061377,4,4,0,2,4,4,0,4,1,4,3,1,1,2,1,4,3,4,3,1,2,4,4,4,3,3,3,4,4,3,4,4,4,4,4,3,2,0,2,2,4,4,4,0,4,0,4,2,1,4
15061378,4,4,0,2,4,4,0,4,1,4,3,0,1,1,2,4,4,4,2,1,2,4,4,4,4,4,3,4,4,4,3,4,3,4,4,3,2,1,2,1,4,4,4,0,3,0,4,2,0,4
15061380,3,4,0,1,4,4,0,4,2,4,2,0,1,2,3,4,4,3,3,2,1,4,4,4,4,4,3,4,4,4,3,4,3,3,4,2,3,3,1,2,2,2,4,0,4,0,4,1,2,4
15061382,4,2,0,0,4,4,1,3,1,4,3,0,3,3,2,4,2,2,1,1,3,4,4,4,3,2,2,3,3,2,4,2,3,3,3,3,2,1,3,0,4,4,4,2,4,0,2,3,3,3
15061383,4,4,0,1,4,4,0,4,1,4,2,1,1,2,3,4,4,3,2,2,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,1,1,1,4,4,4,0,3,0,4,3,1,4
15061384,4,4,0,1,4,4,0,4,1,4,3,0,1,2,3,4,4,4,1,1,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,1,2,1,3,3,3,0,3,0,4,3,0,4
15061385,4,4,0,1,4,4,0,4,1,4,3,0,1,2,3,4,4,4,1,1,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,1,2,1,3,3,3,0,3,0,4,3,0,4
15061386,4,4,0,2,4,4,0,4,1,4,4,1,1,2,1,4,3,3,1,2,2,4,4,4,3,3,4,4,4,3,3,4,4,4,4,3,3,1,0,1,4,4,4,0,4,0,4,2,3,4
15061388,4,4,0,1,4,4,0,4,2,4,3,0,3,2,2,4,4,3,2,1,1,4,4,4,3,3,2,4,4,4,4,4,4,4,4,3,2,2,1,0,4,4,4,0,4,0,4,1,3,4
15061389,4,4,0,1,4,4,0,4,1,4,1,1,0,2,3,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,1,4,4,4,4,2,3,2,2,0,4,4,4,0,3,0,4,3,2,4
15061390,4,4,0,1,4,4,0,4,1,4,1,1,0,2,3,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,1,4,4,4,4,2,3,2,2,0,4,4,4,0,3,0,4,3,2,4
15061392,4,4,0,2,4,4,0,4,2,2,3,1,4,2,1,4,4,3,2,3,2,4,4,4,1,4,3,4,4,4,3,4,4,3,4,0,3,3,1,0,4,4,3,0,3,0,4,2,0,4
15061394,4,3,1,2,4,3,0,4,0,4,4,1,0,2,3,3,2,2,1,3,2,2,1,3,3,2,2,3,4,2,3,3,2,4,4,2,2,1,2,1,3,3,NA,2,4,1,3,2,1,4
15061396,4,3,1,1,4,3,0,4,0,4,4,1,0,2,3,3,2,2,1,3,2,2,1,3,3,2,2,3,4,2,3,3,2,4,4,2,2,1,2,1,3,3,NA,2,4,1,3,2,1,4
15061404,4,4,0,1,4,4,0,4,1,4,1,1,0,2,3,4,4,4,3,3,3,4,4,4,4,4,3,4,4,4,1,4,4,4,4,2,3,2,2,0,4,4,4,0,3,0,4,3,2,4
15061406,4,4,0,1,4,4,0,4,1,4,2,1,1,2,3,4,4,3,2,2,3,4,4,4,3,3,3,4,4,4,3,4,4,4,4,3,2,1,1,1,4,4,4,0,3,0,4,3,1,4
15061410,4,4,0,1,4,3,1,4,1,4,2,0,3,1,3,4,3,2,1,3,3,3,3,2,4,4,4,3,3,4,3,4,2,3,3,2,0,1,1,0,3,3,4,0,3,1,3,3,1,3
