SAMPLES,c1_10270,c1_11276,c1_11344,c1_1318,c1_2212,c1_2519,c1_4822,c1_7132,c2_10961,c2_12913,c2_12959,c2_13613,c2_13671,c2_1688,c2_19081,c2_19223,c2_19692,c2_22050,c2_22466,c2_25289,c2_2858,c2_2998,c2_30296,c2_32482,c2_33516,c2_36777,c2_36781,c2_37136,c2_37982,c2_38939,c2_39499,c2_40821,c2_40822,c2_43123,c2_4372,c2_43926,c2_4438,c2_44815,c2_46777,c2_47405,c2_48734,c2_49812,c2_50816,c2_53053,c2_54191,c2_54586,c2_56547,c2_57750,c2_6906,c2_9908
15060138,0,0,4,3,2,3,3,3,1,4,2,2,0,0,2,1,2,3,NA,4,3,4,3,0,1,2,2,2,1,0,2,2,0,4,3,4,0,2,0,1,2,2,4,0,4,3,3,3,3,0
15060160,1,2,2,4,2,3,2,2,0,2,2,3,0,2,1,2,2,3,0,4,4,4,1,3,3,4,0,1,2,2,4,3,1,3,2,2,0,2,2,0,3,2,1,1,2,1,4,3,4,0
15060187,0,2,2,2,1,0,2,2,0,3,1,4,1,2,2,0,2,2,1,4,3,4,1,4,1,4,0,0,1,1,3,3,0,2,1,3,1,1,1,0,0,3,4,3,4,0,3,0,4,0
15060188,0,1,3,2,2,4,3,1,1,4,2,2,1,1,1,0,1,3,1,4,3,3,1,1,2,3,1,2,0,1,2,2,0,4,2,3,0,3,2,0,2,2,4,0,4,2,3,4,3,1
15060190,1,0,3,3,1,3,3,1,1,4,2,3,1,2,2,1,2,3,1,4,3,4,1,0,0,4,0,1,0,1,1,1,0,4,2,4,0,2,3,1,2,2,4,0,4,2,3,3,4,2
15060191,0,0,2,2,2,4,1,1,0,4,1,2,0,2,1,2,2,4,1,3,4,3,1,2,1,4,0,1,0,1,1,1,0,4,2,4,0,4,3,3,0,2,4,0,4,1,4,3,3,1
15060215,0,1,4,1,1,3,3,2,1,4,1,3,2,2,2,0,2,2,0,4,4,3,3,1,3,3,1,2,0,1,1,3,1,4,2,3,1,3,2,0,1,1,3,1,3,3,4,3,4,0
15060313,0,2,3,2,1,3,4,2,2,4,2,2,0,3,3,0,1,3,1,4,3,4,2,1,2,3,1,1,1,2,2,2,1,3,1,2,1,3,3,0,0,0,3,2,2,2,3,2,2,2
15060345,0,1,3,0,1,4,4,0,1,2,2,2,2,2,1,0,1,3,0,4,4,4,2,0,3,4,0,1,0,2,2,1,0,4,3,4,0,2,3,1,2,0,4,0,4,4,4,4,3,0
15060383,0,2,3,2,1,3,4,2,2,4,2,2,0,3,3,0,1,3,1,4,3,4,2,1,2,3,1,1,1,2,2,2,1,3,1,2,1,3,3,0,0,0,3,2,2,2,3,2,3,2
15060420,0,1,3,0,1,4,4,0,1,2,2,2,2,2,1,0,1,3,0,4,4,4,2,0,3,4,0,1,0,2,2,1,0,4,3,4,0,2,3,1,2,0,4,0,4,4,4,4,3,0
15060543,0,1,3,3,0,2,2,0,1,4,2,2,1,0,2,2,4,1,0,3,4,3,2,2,3,1,2,3,0,1,4,2,1,3,2,4,0,2,1,1,2,2,4,1,3,1,4,2,4,1
15060570,1,1,1,4,0,2,4,2,0,4,2,1,3,1,4,1,3,2,2,4,4,3,3,0,2,4,0,2,0,1,3,3,0,3,0,4,0,1,2,1,0,0,4,1,4,2,4,3,4,1
15060797,0,1,4,2,1,2,2,1,2,4,1,4,1,1,4,1,0,3,2,4,3,4,2,2,3,4,1,2,0,2,2,2,0,3,1,4,1,2,2,1,1,2,4,1,3,1,3,3,3,3
15060846,1,2,2,4,2,3,3,2,0,2,2,3,0,2,1,2,1,3,0,4,4,4,1,3,3,4,0,1,2,1,4,3,1,3,3,2,0,2,2,0,2,1,1,1,2,1,4,3,4,0
15060907,0,1,3,2,1,3,4,2,1,4,3,3,4,1,3,1,4,3,2,3,4,3,3,0,1,2,2,1,0,0,4,3,0,3,1,4,1,2,3,1,1,2,4,1,3,2,4,4,4,1
15060909,0,1,4,0,3,2,2,1,3,3,3,1,0,0,1,2,1,4,0,3,2,4,2,1,3,4,0,1,0,1,4,2,1,3,3,4,0,2,3,2,1,1,4,1,3,2,2,3,2,1
15060910,0,1,4,0,1,3,4,2,2,2,2,1,1,2,3,0,1,3,2,4,4,4,0,1,2,2,2,0,0,2,1,1,0,3,2,4,1,3,2,0,0,0,4,1,3,3,4,4,4,1
15061007,0,0,4,3,1,2,2,1,0,4,2,4,1,2,0,1,3,2,1,4,4,3,4,0,2,3,1,2,1,0,3,2,0,4,3,3,0,1,2,1,2,2,3,1,4,1,4,4,4,0
15061011,0,0,3,3,0,3,3,1,0,4,3,2,1,1,2,1,2,3,1,4,3,4,0,1,1,4,0,2,0,2,3,1,0,4,3,4,0,3,3,1,1,2,4,0,4,2,3,3,4,1
15061122,1,2,2,4,2,3,3,2,0,2,2,3,0,2,1,2,1,3,0,4,4,4,1,3,3,4,0,1,2,1,4,3,1,3,3,2,0,2,2,0,2,1,1,1,2,1,4,3,4,0
15061204,2,2,2,4,1,4,3,0,0,3,2,4,1,0,2,1,1,4,1,4,3,3,1,2,4,3,1,1,0,2,3,3,0,4,2,4,0,2,3,0,0,2,4,1,4,0,3,3,4,0
15061213,1,0,2,0,2,2,1,2,2,3,3,0,0,1,2,1,1,3,0,3,2,4,2,0,3,4,1,0,2,1,3,2,1,4,2,3,0,2,2,2,1,2,4,0,4,1,2,3,4,1
15061215,1,0,2,0,2,2,1,2,2,3,3,0,0,1,2,1,1,3,0,3,2,4,2,0,3,4,1,0,2,1,3,2,1,4,2,3,0,2,2,2,1,2,4,0,4,1,2,3,4,1
15061216,0,3,2,3,2,3,2,1,0,3,2,3,1,0,2,1,0,4,1,4,4,4,0,1,3,3,1,2,1,2,2,3,1,3,3,4,0,3,4,1,0,2,4,2,3,1,4,4,4,1
15061225,0,1,4,1,1,3,3,2,1,4,1,3,2,2,2,0,2,2,0,4,4,3,3,1,3,3,1,2,0,1,1,3,1,4,2,3,1,3,2,0,1,1,3,1,3,3,4,3,4,0
15061226,0,0,2,4,0,0,4,1,1,4,1,3,4,0,2,2,4,2,1,4,4,4,3,1,0,4,0,4,0,0,3,4,0,4,1,4,0,1,2,1,1,0,4,0,4,1,4,3,4,1
15061237,0,1,3,3,0,2,2,0,1,4,2,2,1,0,2,2,3,1,0,3,4,2,2,2,3,1,2,3,0,1,4,2,1,3,2,4,0,2,1,2,2,2,4,1,3,1,4,2,4,1
15061256,1,1,4,3,1,4,2,1,0,4,2,4,2,0,1,0,2,3,1,4,3,2,3,3,1,3,2,2,0,2,3,2,2,3,4,4,0,1,3,0,2,1,4,2,3,2,3,4,4,1
15061257,0,0,3,3,1,1,2,0,0,4,2,2,1,0,3,3,2,2,0,3,4,3,2,3,3,4,0,4,1,3,3,2,0,4,3,4,0,3,2,0,2,0,4,0,4,2,4,2,4,2
15061258,1,1,4,2,0,1,2,0,1,4,2,2,1,2,1,0,1,3,0,4,3,4,4,1,1,4,0,2,0,2,2,3,0,3,2,4,0,1,2,0,1,2,4,1,4,2,3,1,3,1
15061259,0,1,3,2,2,4,3,1,1,4,2,1,1,1,1,0,1,3,1,4,3,4,1,1,2,3,1,2,0,1,2,2,0,4,2,4,0,3,2,0,1,2,4,0,4,2,3,4,3,1
15061261,0,0,3,3,0,3,3,1,0,4,3,2,1,1,2,1,2,3,1,4,3,4,0,1,1,4,0,2,0,2,3,1,0,4,3,4,0,3,3,1,1,2,4,0,4,2,3,3,4,1
15061262,0,0,3,1,3,4,2,2,2,4,1,2,2,0,2,1,2,3,2,3,4,3,1,2,2,4,0,2,0,0,2,2,0,4,2,3,0,4,2,1,0,1,4,0,4,2,4,4,3,2
15061263,0,0,3,2,3,4,2,1,2,4,0,1,3,0,3,0,2,3,1,3,4,4,0,2,2,4,0,3,0,0,2,2,0,4,2,4,0,4,2,2,0,2,4,0,4,2,4,4,3,2
15061264,0,0,3,1,2,4,3,2,2,4,1,2,2,1,2,1,2,3,1,3,4,3,1,2,2,4,0,2,0,0,2,2,NA,4,2,3,0,4,2,1,0,1,4,0,4,2,4,4,3,2
15061265,0,0,4,2,1,3,4,1,0,3,3,1,2,2,2,0,1,3,1,4,4,4,3,2,1,3,1,1,1,1,3,2,0,4,2,4,1,3,3,0,1,1,4,0,4,3,4,2,4,0
15061270,0,0,4,2,2,3,2,0,1,3,3,2,0,2,2,0,3,4,0,4,4,4,3,2,1,3,1,1,1,2,2,2,0,4,3,4,0,2,3,2,2,3,4,0,4,1,4,4,4,0
15061271,0,0,4,2,0,4,4,2,1,4,4,3,2,2,3,2,2,3,2,4,4,4,0,2,1,2,3,0,1,1,3,1,0,4,1,4,1,2,2,0,1,1,4,0,4,3,4,3,4,1
15061273,0,0,4,2,1,3,4,1,0,3,3,1,2,2,2,0,1,3,1,4,4,4,3,2,1,3,1,1,1,1,3,2,0,4,2,4,1,3,3,0,1,1,4,0,4,3,4,2,4,0
15061274,0,0,3,2,3,2,4,1,1,4,2,2,1,2,3,0,0,4,0,4,4,4,3,1,2,3,1,0,0,3,4,2,0,4,2,4,0,3,3,1,1,0,4,0,4,3,4,2,3,0
15061277,0,1,3,3,1,2,2,1,1,4,4,1,0,1,2,2,2,4,1,4,3,4,1,1,3,3,1,0,0,1,2,3,0,4,3,3,0,3,3,2,1,1,3,0,4,2,3,4,4,0
15061279,0,0,3,1,0,3,4,2,0,4,3,1,1,1,2,1,1,3,1,4,3,3,1,1,3,2,2,0,1,0,1,1,0,4,2,4,0,3,2,0,1,0,4,0,4,4,3,3,4,0
15061281,1,0,2,0,2,2,1,2,2,3,3,0,0,1,2,1,1,3,0,3,2,4,2,0,3,4,1,0,2,1,3,2,1,4,2,3,0,2,2,2,1,2,4,0,4,1,2,3,4,1
15061283,0,0,4,2,1,3,2,1,1,3,2,3,1,1,2,0,2,3,1,4,3,3,3,1,1,3,1,2,0,1,2,2,0,4,4,4,0,2,2,1,2,2,4,0,4,2,3,3,4,1
15061286,0,0,4,2,0,4,4,2,1,4,4,3,2,2,3,2,2,3,2,4,4,4,0,2,1,2,3,0,1,1,3,1,0,4,1,4,1,2,2,0,1,1,4,0,4,3,4,3,4,1
15061288,1,0,2,0,2,2,1,2,2,3,3,0,0,1,2,1,1,3,0,3,2,4,2,0,3,4,1,0,2,1,3,2,1,4,2,3,0,2,2,2,1,2,4,0,4,1,2,3,4,1
15061289,1,0,2,0,2,2,1,2,2,3,3,0,0,1,2,1,1,3,0,3,2,4,2,0,3,4,1,0,2,1,3,2,1,4,2,3,0,2,2,2,1,2,4,0,4,1,2,3,4,1
15061290,0,0,3,3,3,4,3,1,1,4,3,2,0,2,2,2,2,4,2,3,4,3,3,0,3,3,1,2,1,2,3,4,0,4,2,3,0,2,3,2,0,0,4,0,4,3,4,3,4,1
15061291,0,1,4,0,1,4,3,2,2,4,2,1,1,0,1,0,3,4,2,4,4,4,1,2,2,3,1,2,0,1,2,2,0,4,3,3,0,2,4,1,2,1,4,0,3,3,4,2,4,1
15061293,0,0,3,2,0,1,3,2,2,3,2,1,2,1,2,0,3,4,1,4,3,3,2,0,0,2,2,2,0,1,2,2,0,4,4,4,2,2,3,1,4,1,4,0,4,3,3,3,4,0
15061295,0,0,2,2,1,2,3,2,1,4,0,1,2,1,1,0,3,3,1,4,2,3,1,1,0,3,1,3,0,1,3,1,0,4,3,4,2,1,2,0,3,1,4,0,4,3,2,3,4,0
15061296,0,0,4,3,1,3,1,0,0,4,0,1,0,2,2,1,2,4,0,4,4,3,3,1,0,3,1,0,0,1,3,1,0,4,3,4,0,1,4,0,2,3,4,0,3,1,4,4,3,0
15061297,1,1,4,3,1,4,2,1,0,4,2,4,2,0,1,0,2,3,1,4,3,2,3,3,1,3,2,2,0,2,3,2,2,3,4,4,0,1,3,0,2,1,4,2,3,2,3,4,4,1
15061298,0,0,4,2,1,3,4,2,2,3,2,1,1,1,2,0,2,2,2,4,3,4,4,1,1,3,2,2,0,1,4,2,0,4,3,4,1,2,2,1,1,1,4,0,4,3,3,2,4,1
15061300,0,1,4,2,1,4,2,2,0,2,2,2,1,1,0,1,1,3,2,4,4,3,3,0,1,4,0,2,0,2,2,3,0,4,2,4,0,3,3,0,1,3,4,0,4,1,4,3,3,0
15061301,0,0,4,2,1,3,4,2,2,3,2,1,1,1,2,0,2,2,2,4,3,4,4,1,1,3,2,2,0,1,4,2,0,4,3,4,1,2,2,1,1,1,4,0,4,3,3,2,4,1
15061302,1,0,3,1,1,4,2,2,1,3,2,2,2,1,2,0,1,2,2,4,3,3,2,2,2,2,2,1,0,1,2,1,0,4,3,4,0,4,2,1,2,2,4,0,4,2,3,3,4,0
15061303,0,1,4,0,3,2,2,1,3,3,3,1,0,0,1,2,1,4,0,3,2,4,2,1,3,4,0,1,0,1,4,2,1,3,3,4,0,2,3,2,1,1,4,1,3,2,2,3,2,1
15061305,0,0,3,4,0,4,2,2,1,2,1,3,1,0,2,0,2,3,2,4,3,4,2,1,3,4,0,2,0,1,2,1,0,4,3,4,0,3,1,1,3,3,4,0,4,1,3,3,4,1
15061307,1,1,2,3,2,3,1,2,1,2,4,3,0,2,2,2,1,4,1,3,4,2,3,1,1,3,1,0,1,1,4,3,0,4,3,4,0,3,1,1,1,2,3,1,4,0,4,2,2,2
15061312,0,1,4,0,1,4,3,2,2,4,2,1,1,0,1,0,3,4,2,4,4,4,1,2,2,3,1,2,0,1,2,2,0,4,3,3,0,2,4,1,2,1,4,0,3,3,4,2,4,1
15061313,0,0,2,2,2,4,1,1,0,4,1,2,0,2,1,2,2,3,1,3,4,3,1,2,1,4,0,1,0,1,1,1,0,4,2,4,0,4,3,3,0,2,4,0,4,1,4,3,3,1
15061314,0,0,3,1,2,3,3,0,1,3,3,2,1,2,4,0,1,4,1,4,4,3,1,1,2,2,2,1,0,1,3,1,0,4,2,4,0,3,3,1,0,1,4,0,4,3,4,4,4,0
15061317,0,0,3,1,3,4,2,2,2,4,1,2,2,0,2,1,2,3,2,3,4,3,1,2,2,4,0,2,0,0,2,2,0,4,2,3,0,4,2,1,0,1,4,0,4,3,4,4,3,2
15061320,0,3,3,4,1,4,3,2,3,4,4,3,1,1,2,1,3,3,1,3,3,2,0,2,2,4,0,1,0,0,2,4,1,2,3,4,0,1,2,1,2,2,3,2,2,1,3,4,4,0
15061323,0,1,4,1,1,3,3,2,1,4,1,2,2,2,2,0,2,2,0,4,4,3,3,1,3,3,1,2,0,1,2,3,1,4,2,3,1,3,2,0,1,1,3,1,3,3,4,3,4,0
15061324,0,2,2,3,1,4,4,1,1,3,3,3,3,1,1,4,4,2,1,3,3,4,1,2,4,3,1,2,1,0,3,4,0,3,3,4,0,1,2,2,2,1,3,1,3,2,3,3,4,2
15061327,0,0,3,3,0,3,3,1,0,4,3,2,1,1,1,1,2,3,1,4,3,4,0,1,1,4,0,2,0,2,3,1,0,4,3,4,0,3,3,1,1,2,4,0,4,3,3,3,4,1
15061329,0,0,3,2,1,4,3,0,2,4,2,2,1,2,1,0,2,4,0,4,4,3,3,1,3,4,0,1,2,1,2,1,0,4,3,4,0,2,4,1,2,1,4,0,4,3,4,3,4,1
15061330,1,1,4,2,1,3,4,1,2,3,2,2,0,0,2,2,0,1,0,4,3,4,1,1,4,2,2,3,0,1,2,4,1,3,1,4,0,4,1,1,0,2,4,1,3,2,3,1,4,0
15061331,2,1,3,1,1,4,3,2,0,4,2,1,1,0,0,0,2,2,2,3,3,4,1,1,2,4,0,1,0,2,3,3,0,4,2,4,2,3,2,0,1,1,4,0,4,3,3,3,2,1
15061335,1,0,3,3,1,4,2,2,1,2,2,2,2,0,0,0,2,4,2,4,3,3,2,2,0,4,0,1,2,0,3,1,0,4,3,4,1,3,4,0,2,2,4,0,4,2,3,2,4,1
15061336,0,1,3,3,1,3,3,1,2,3,4,2,2,0,1,1,1,3,1,4,3,4,1,1,1,4,0,1,1,2,2,2,0,4,3,4,0,3,1,0,2,1,4,0,3,3,3,3,3,0
15061340,0,1,3,2,2,4,3,1,1,4,2,1,1,1,1,0,1,3,1,4,3,4,1,1,2,3,1,2,0,1,2,2,0,4,2,4,0,3,2,0,1,2,4,0,4,2,3,4,3,1
15061342,0,0,4,2,1,3,2,1,1,3,2,2,1,1,2,0,2,3,1,4,3,3,3,1,1,3,1,2,0,1,2,2,0,4,4,4,0,2,2,1,2,2,4,0,4,2,3,3,4,1
15061344,1,1,3,3,2,4,1,2,1,2,3,2,1,1,3,0,1,2,1,4,3,4,3,0,3,2,2,1,0,1,3,1,1,3,3,3,1,3,2,0,1,3,3,1,4,1,3,3,3,0
15061345,0,1,3,0,1,4,4,0,1,2,2,2,2,2,1,0,1,3,0,4,4,4,2,0,3,4,0,1,0,2,2,1,0,4,3,4,0,2,3,2,2,0,4,0,4,4,4,4,3,0
15061346,0,1,3,0,1,4,4,0,1,2,2,2,2,2,1,0,1,3,0,4,4,4,2,0,3,4,0,1,0,2,2,1,0,4,3,4,0,2,3,1,2,0,4,0,4,4,4,4,3,0
15061347,0,2,4,3,1,2,3,0,1,4,0,2,2,2,1,0,1,3,0,4,2,4,2,1,1,4,0,2,0,2,3,2,1,3,2,4,0,2,2,0,1,1,4,1,4,3,2,2,4,1
15061349,1,0,2,3,1,4,2,1,0,2,2,3,2,0,2,0,2,4,1,4,4,4,1,3,1,4,0,3,1,1,2,3,0,4,3,4,1,3,4,0,2,2,4,0,4,2,4,3,3,2
15061352,1,0,4,1,2,4,3,0,1,3,2,2,1,2,1,1,0,2,0,4,3,4,3,1,2,3,1,1,1,2,3,3,0,4,2,4,0,3,1,1,1,1,4,0,4,3,3,2,4,1
15061353,0,0,4,2,1,3,2,1,1,3,2,2,1,1,2,0,2,3,1,4,3,3,3,1,1,3,1,2,0,1,2,2,0,4,4,4,0,2,2,1,2,2,4,0,4,2,3,3,4,1
15061355,0,0,4,2,1,3,2,1,1,3,2,2,1,1,2,0,2,3,1,4,3,3,3,1,1,3,1,2,0,1,2,2,0,4,4,4,0,2,2,1,2,2,4,0,4,2,3,3,4,1
15061360,0,0,4,2,1,3,2,1,1,3,2,2,1,1,2,0,2,3,1,4,3,3,3,1,1,3,1,2,0,1,2,2,0,4,4,4,0,2,2,1,2,2,4,0,4,2,3,3,4,1
15061364,0,0,4,2,1,3,2,1,1,3,2,2,1,1,2,0,2,3,1,4,3,3,3,1,1,3,1,2,0,1,2,2,0,4,4,4,0,2,2,1,2,2,4,0,4,2,3,3,4,1
15061365,1,0,2,0,2,2,1,2,2,3,3,0,0,1,2,1,1,3,0,3,2,4,2,0,3,4,1,0,2,1,3,2,1,4,2,3,0,2,2,2,1,2,4,0,4,1,2,3,4,1
15061367,1,0,2,0,2,2,1,2,2,3,3,0,0,1,2,1,1,3,0,3,2,4,2,0,3,4,1,0,2,1,3,2,1,4,2,3,0,2,2,2,1,2,4,0,4,1,2,3,4,1
15061368,1,0,3,1,0,4,2,1,2,3,3,2,2,3,3,0,1,4,1,4,4,4,3,1,3,3,1,1,0,1,2,1,0,4,3,4,1,2,4,0,1,2,4,0,4,2,4,3,3,1
15061369,1,0,3,1,0,4,2,1,2,3,3,2,2,3,3,0,1,4,1,4,4,4,3,1,3,3,1,1,0,1,2,1,0,4,3,4,1,2,4,0,1,2,4,0,4,2,4,3,3,1
15061370,0,1,3,0,1,4,4,0,1,2,2,2,2,2,1,0,1,3,0,4,4,4,2,0,3,4,0,1,0,2,2,1,0,4,3,4,0,2,3,1,2,0,4,0,4,4,4,4,3,0
15061377,0,0,3,3,0,3,3,1,0,4,3,2,1,1,2,1,2,3,1,4,3,4,0,1,1,4,0,2,0,2,3,1,0,4,3,4,0,3,3,1,1,2,4,0,4,2,3,3,4,1
15061378,1,0,3,3,1,4,2,2,1,2,2,2,2,0,0,0,2,4,2,4,3,2,2,2,0,4,0,1,2,0,3,1,0,4,3,4,1,3,4,0,2,2,4,0,4,2,3,2,4,1
15061380,0,2,4,3,1,2,3,0,1,4,0,2,2,2,1,0,1,2,0,4,2,4,2,1,1,4,0,2,0,2,3,2,1,3,2,4,0,2,2,0,1,1,4,1,4,3,2,2,4,1
15061382,0,1,4,1,1,3,3,2,1,4,1,2,2,2,2,0,2,2,0,4,4,3,3,1,3,3,1,2,0,1,1,3,1,4,2,3,1,3,2,0,1,1,3,1,3,3,4,3,4,0
15061383,0,0,4,2,1,3,2,1,1,3,2,2,1,1,2,0,2,3,1,4,3,3,3,1,1,3,1,2,0,1,2,2,0,4,4,4,0,2,2,1,2,2,4,0,4,2,3,3,4,1
15061384,0,1,3,2,2,4,3,1,1,4,2,1,1,1,1,0,1,3,1,4,3,4,1,1,2,3,1,2,0,1,2,2,0,4,2,4,0,3,2,0,1,2,4,0,4,2,3,4,3,1
15061385,0,1,3,2,2,4,3,1,1,4,2,1,1,1,1,0,1,3,1,4,3,4,1,1,2,3,1,2,0,1,2,2,0,4,2,4,0,3,2,0,1,2,4,0,4,2,3,4,3,1
15061386,1,0,3,1,0,4,2,1,2,3,3,2,2,3,3,0,1,4,1,4,4,4,3,1,3,3,1,1,0,1,2,1,0,4,3,4,1,2,4,0,1,2,4,0,4,2,4,3,3,1
15061388,0,0,4,0,0,3,2,1,2,4,3,1,0,0,2,0,3,4,1,4,4,3,1,1,3,4,0,1,0,1,2,3,0,4,2,4,0,2,3,0,1,2,4,0,3,2,4,4,4,0
15061389,1,0,4,1,2,4,3,0,1,3,2,2,1,2,1,1,0,2,0,4,3,4,3,1,2,3,1,1,1,2,3,3,0,4,2,4,0,3,1,1,1,1,4,0,4,3,3,2,4,1
15061390,1,0,4,1,2,4,3,0,1,3,2,2,1,2,1,1,0,2,0,4,3,4,3,1,2,3,1,1,1,2,3,3,0,4,2,4,0,3,1,1,1,1,4,0,4,3,3,2,4,1
15061392,1,1,4,2,0,1,3,1,0,4,1,4,3,1,2,0,4,3,1,4,4,2,2,1,0,4,0,1,0,1,3,3,1,4,3,4,2,0,3,1,3,2,4,1,3,2,4,3,4,1
15061394,0,0,3,1,3,4,2,2,2,4,1,2,2,0,2,1,2,3,2,3,4,3,1,2,2,4,0,2,0,0,2,2,0,4,2,3,0,4,2,1,0,1,4,0,4,2,4,4,3,2
15061396,0,0,3,1,3,4,2,2,2,4,1,2,2,0,2,1,2,3,2,3,4,3,1,2,2,4,0,2,0,0,2,2,0,4,2,3,0,4,2,1,0,1,4,0,4,2,4,4,3,2
15061404,1,0,4,1,2,4,3,0,1,3,2,2,1,2,1,1,0,2,0,4,3,4,3,1,2,3,1,1,1,2,3,3,0,4,2,4,0,3,1,1,1,1,4,0,4,3,3,2,4,1
15061406,0,0,4,2,1,3,2,1,1,3,2,2,1,1,2,0,2,3,1,4,3,3,3,1,1,3,1,2,0,1,2,2,0,4,4,4,0,2,2,1,2,2,4,0,4,2,3,3,4,1
15061410,0,2,3,0,3,2,4,1,3,4,3,2,1,1,2,2,2,3,0,2,3,1,1,0,1,3,1,1,0,1,3,2,0,3,2,4,0,3,3,2,1,0,3,1,2,4,3,4,3,1
