SAMPLES,c1_13962,c1_15225,c1_15470,c1_16540,c1_16542,c1_3098,c1_3497,c1_3499,c1_4347,c1_5112,c1_7187,c1_7871,c1_7872,c1_7874,c1_8069,c1_8541,c1_9014,c2_10681,c2_11101,c2_1296,c2_12976,c2_14491,c2_14939,c2_14980,c2_15047,c2_16362,c2_19135,c2_20799,c2_21041,c2_22024,c2_22744,c2_23776,c2_27887,c2_27900,c2_32257,c2_34091,c2_4030,c2_45035,c2_47199,c2_47202,c2_48818,c2_49017,c2_50028,c2_53347,c2_53914,c2_58249,c2_686,c2_7401,c2_791,c2_9137
15062104,0,1,1,0,4,3,3,0,2,2,4,3,3,1,4,0,1,4,2,0,2,3,4,2,0,0,1,1,0,2,4,4,4,2,4,1,3,0,1,3,2,0,3,0,2,3,1,2,4,3
15061579,0,1,1,2,3,4,3,2,3,1,4,3,4,0,3,0,2,2,2,0,0,3,4,0,2,0,2,1,1,3,3,4,2,2,4,0,1,0,1,3,0,1,4,0,3,1,4,0,4,4
15061932,0,1,3,1,4,3,2,0,4,2,3,2,4,0,4,1,1,3,3,2,2,4,3,0,2,1,1,1,1,1,3,4,3,2,3,1,1,0,1,4,1,1,3,1,3,1,3,0,3,4
15061603,0,2,1,2,3,4,2,0,4,3,4,4,4,0,4,0,1,4,3,0,2,2,4,0,4,0,3,2,0,0,3,4,4,2,4,0,0,0,0,4,2,1,3,0,1,3,3,0,4,4
15060025,0,1,0,1,4,4,2,1,3,1,3,3,3,1,4,0,1,3,1,0,2,1,4,2,2,0,2,2,2,1,3,3,4,2,4,0,2,1,2,3,0,1,4,0,2,3,3,1,4,4
15061704,0,1,0,1,4,4,2,1,3,1,3,3,3,1,4,0,1,3,1,0,2,2,4,2,2,0,2,2,2,1,3,3,4,2,4,0,2,1,2,3,0,1,4,0,2,3,3,1,4,4
15061334,0,2,2,2,4,4,3,1,3,2,4,4,4,0,4,0,1,3,2,0,3,3,4,0,1,0,1,1,0,1,4,4,4,2,4,0,1,0,0,4,2,0,4,0,3,2,2,1,4,4
15061631,2,1,1,1,3,3,4,2,3,3,4,3,3,1,4,1,1,3,1,0,1,3,3,2,2,0,2,1,0,1,1,4,4,1,4,0,3,1,1,3,0,2,3,1,3,4,1,1,4,2
15060964,0,1,1,1,4,4,2,0,2,4,4,4,4,0,4,0,0,4,1,0,2,3,4,0,4,0,3,1,2,2,3,4,4,0,4,2,3,1,0,4,0,0,3,1,2,3,0,0,4,4
15061778,0,1,1,1,4,4,2,1,3,3,3,4,4,0,4,0,2,3,2,0,2,2,4,0,0,1,2,2,0,1,3,4,3,1,3,0,1,1,0,4,0,1,4,0,3,1,2,0,3,4
15061718,1,2,0,1,4,4,2,0,2,1,3,2,2,0,4,0,1,4,1,1,3,3,4,2,4,1,2,1,0,2,4,4,4,1,3,0,3,1,0,4,0,0,4,0,1,2,4,2,3,4
15061486,2,0,3,3,3,4,2,0,3,2,3,4,4,0,2,1,4,2,3,1,3,2,3,2,1,0,0,1,3,0,2,4,2,0,4,2,2,1,0,4,0,1,4,1,1,1,2,0,4,4
15060214,0,1,1,2,4,4,3,1,3,2,4,2,3,0,4,0,1,3,2,2,3,3,4,2,2,0,2,2,2,1,1,2,4,1,4,1,1,1,0,4,0,2,4,0,2,1,3,0,4,4
15061333,0,3,2,1,4,3,1,0,2,3,2,3,3,1,4,0,1,4,3,0,2,4,4,2,1,0,3,2,0,1,4,3,3,0,4,1,1,0,2,2,0,0,3,0,2,1,3,1,4,3
15061962,0,1,3,1,4,3,2,0,4,2,3,2,4,0,4,1,1,3,3,2,2,4,3,0,2,1,1,1,1,1,3,4,3,2,3,1,1,0,1,4,1,1,3,1,3,1,3,0,3,4
15061624,0,2,1,2,3,4,2,0,4,3,4,4,4,0,4,0,1,4,3,0,2,2,4,0,4,0,3,2,0,0,3,4,4,2,4,0,0,0,0,4,2,1,3,0,1,3,3,0,4,4
15061282,0,3,1,2,3,NA,3,2,2,2,4,3,3,0,3,0,0,3,1,0,2,2,4,1,3,0,1,1,1,3,1,1,3,2,4,0,2,0,0,4,1,2,3,1,3,1,3,0,4,3
15061529,1,2,1,1,3,4,2,2,2,1,4,1,2,2,4,1,1,4,2,0,2,2,3,NA,0,0,3,2,0,1,3,4,4,0,4,0,2,0,2,2,1,1,2,0,2,3,2,1,4,4
15061935,0,1,3,1,4,3,2,0,4,1,3,2,4,0,4,1,1,3,3,2,2,4,3,0,2,1,1,1,1,1,3,4,3,2,3,1,1,0,1,4,1,1,3,1,3,1,3,0,3,4
15061568,0,1,2,1,4,3,2,0,3,3,2,4,4,0,3,0,1,4,2,0,4,3,4,0,1,0,3,2,0,1,4,3,4,1,4,0,2,0,0,4,0,0,3,0,2,1,3,1,4,2
15061491,0,1,1,1,4,4,2,1,3,3,3,4,4,0,4,0,2,3,2,0,2,2,4,0,0,1,2,2,0,1,3,4,3,1,3,0,1,1,0,4,0,1,4,0,3,1,2,0,3,4
15061318,0,1,2,3,4,3,3,2,2,2,4,4,4,0,3,1,1,4,1,1,3,3,3,2,2,0,2,3,0,2,3,3,3,1,4,0,1,0,0,4,0,1,3,0,2,2,2,0,4,3
15061361,0,2,2,2,4,3,3,1,2,2,4,3,3,1,4,0,0,3,1,0,2,4,4,2,1,0,2,2,0,2,3,3,3,1,4,0,1,0,1,3,0,1,3,0,2,1,2,1,4,3
15061515,0,2,1,2,4,4,3,2,3,2,4,3,3,0,4,0,0,2,2,0,2,3,4,1,3,1,1,1,0,1,2,3,4,3,3,1,2,0,0,4,1,1,2,1,3,4,2,1,3,4
15062123,0,0,0,1,4,4,2,1,2,1,4,3,3,1,4,0,2,3,0,0,1,3,4,2,3,0,3,0,0,1,1,2,4,4,4,0,2,0,1,3,0,2,4,0,2,3,4,0,4,4
15061358,0,1,0,1,4,4,2,1,3,1,3,3,3,1,4,0,1,3,1,0,2,2,4,2,2,0,2,2,1,1,3,3,4,2,4,0,2,1,2,3,0,1,4,0,2,3,3,1,4,4
15061428,0,2,1,2,4,3,3,1,3,3,4,3,3,1,4,0,2,3,1,0,2,3,4,2,2,0,2,1,0,1,4,3,3,0,4,1,1,0,1,3,0,0,4,0,3,1,3,1,4,3
15061496,2,1,0,1,3,4,4,1,1,2,4,4,4,0,4,0,1,4,0,0,2,3,3,0,4,0,3,1,0,3,3,4,3,0,4,0,2,0,1,4,0,1,4,0,2,4,3,0,4,4
15061648,0,1,1,1,4,3,3,1,3,2,4,2,3,1,4,0,1,3,1,0,3,2,4,2,1,0,2,1,0,1,1,3,4,1,4,0,1,0,1,3,0,2,3,0,3,2,0,1,4,3
15061808,0,2,1,1,3,2,1,1,4,1,3,3,4,0,2,1,1,3,0,0,3,1,3,1,2,0,3,0,1,2,2,1,4,2,4,0,3,0,1,4,0,2,2,1,3,2,2,0,4,4
15061600,NA,1,1,1,4,4,3,0,1,0,4,4,4,0,4,0,0,4,1,0,4,4,4,0,3,0,1,2,1,2,2,3,2,0,4,0,2,0,0,4,0,2,2,0,2,2,2,2,4,4
15061730,0,1,1,2,3,4,2,0,1,2,4,3,3,1,3,0,2,4,1,0,1,3,3,3,1,1,2,1,0,2,3,3,3,1,3,1,1,0,1,3,0,1,4,0,3,1,3,1,3,3
15061623,0,1,0,1,4,4,2,1,3,1,3,3,3,1,4,0,1,3,1,0,2,2,4,2,2,0,2,2,1,1,3,3,4,2,4,0,2,1,2,3,0,1,4,0,2,3,3,1,4,4
15061405,0,3,1,2,3,NA,3,2,2,2,4,3,3,0,3,0,0,3,1,0,2,2,4,1,3,0,1,1,1,3,1,1,3,2,4,0,2,0,0,4,1,2,3,1,3,1,3,0,4,3
15061299,0,3,1,2,3,NA,3,2,1,2,4,3,3,0,3,0,0,3,1,0,2,2,4,1,3,0,1,1,1,3,1,1,3,2,4,0,2,0,0,4,1,2,3,1,3,1,3,0,4,3
15061578,0,1,1,0,4,3,3,0,2,2,4,3,3,1,4,0,1,4,2,0,2,3,4,2,0,0,1,1,0,2,4,4,4,2,4,1,3,0,1,3,1,0,3,0,2,3,1,2,4,3
15061476,1,2,1,3,3,3,4,3,1,1,4,3,4,0,3,1,2,3,0,0,3,3,3,2,1,0,3,3,0,0,3,3,3,0,4,0,1,0,0,4,0,1,3,0,1,2,2,0,4,3
15061765,1,2,1,1,3,4,2,2,2,1,4,1,2,2,4,1,1,4,2,0,2,2,3,NA,0,0,3,2,0,1,3,4,4,0,4,0,2,0,2,2,1,1,1,0,2,3,2,1,4,4
15062111,0,3,1,1,4,3,2,1,1,2,4,2,3,1,3,0,1,3,1,0,2,3,4,2,0,0,4,1,0,1,2,4,4,3,4,1,1,0,1,3,0,2,4,0,2,2,3,1,4,3
15061397,0,2,1,2,3,4,2,0,4,3,4,4,4,0,4,0,1,4,3,0,2,2,4,0,4,0,3,2,0,0,3,4,4,2,4,0,0,0,0,4,2,1,3,0,1,3,3,0,4,4
15061713,0,1,0,1,4,4,2,1,3,1,3,3,3,1,4,0,1,3,1,0,2,2,4,2,2,0,2,2,1,1,3,3,4,2,4,0,2,1,2,3,0,1,4,0,2,3,3,1,4,4
15061584,0,2,1,4,2,4,2,0,3,1,3,3,4,0,3,1,2,3,1,2,2,3,3,0,2,1,2,1,0,0,2,2,3,2,4,1,2,0,1,4,0,2,3,0,3,2,2,1,4,4
15061912,0,0,2,0,4,4,2,2,1,1,4,1,4,0,4,0,2,4,1,1,1,3,4,2,1,0,1,1,0,0,3,4,4,1,4,2,3,0,0,4,1,0,4,0,2,4,1,2,4,4
15061260,0,1,0,1,4,4,2,1,3,1,3,3,3,1,4,0,1,3,1,0,2,2,4,2,2,0,2,2,2,1,3,3,4,2,4,0,2,1,2,3,0,1,4,0,2,3,3,1,4,4
15062099,0,3,1,3,4,2,2,1,3,2,4,4,4,0,3,0,1,3,1,0,2,3,4,0,2,1,2,2,0,3,1,2,3,2,3,0,1,0,0,4,1,2,2,1,2,1,1,0,3,2
15061350,0,2,1,1,4,4,2,0,2,3,3,3,3,1,3,0,1,4,1,0,4,3,4,2,0,0,2,2,0,2,4,3,4,2,4,1,3,1,1,3,0,0,3,1,3,1,3,1,4,4
15060933,0,0,2,3,1,4,1,1,3,0,4,4,4,0,3,0,3,3,1,1,3,3,4,0,3,2,1,1,0,3,1,4,3,0,3,1,2,1,0,4,1,3,4,1,4,4,3,0,3,4
15061548,0,1,0,2,4,4,2,0,3,1,3,4,4,0,4,0,1,4,2,0,2,2,4,0,2,0,2,2,1,1,2,4,3,1,4,0,2,0,2,4,1,2,4,0,2,1,4,0,4,4
15061348,0,2,2,2,4,3,3,1,2,2,4,3,3,1,4,0,0,3,1,0,2,4,4,2,1,0,2,2,0,2,3,3,3,1,4,0,1,0,1,3,0,1,3,0,2,1,2,1,4,3
15061560,0,1,0,2,4,4,2,1,1,2,3,3,3,0,4,0,1,3,2,0,2,1,4,2,3,2,2,1,0,1,2,3,4,3,2,1,2,1,1,4,0,1,3,2,3,4,2,1,2,4
15061544,0,2,1,2,3,4,3,0,4,3,4,4,4,0,4,0,1,4,3,0,2,2,4,0,4,0,3,2,0,0,3,4,4,1,4,0,0,0,0,4,2,1,4,0,1,3,3,0,4,4
15061449,1,2,0,1,4,4,2,0,2,1,3,2,2,0,4,0,1,4,1,1,3,3,4,2,4,1,2,1,0,2,4,4,4,1,3,0,3,1,0,4,0,0,4,0,1,2,4,2,3,4
15062348,0,2,1,2,4,3,3,1,3,3,4,3,3,1,4,0,2,3,1,0,2,3,4,2,2,0,2,1,0,1,4,3,3,0,4,1,1,0,1,3,0,0,4,0,3,1,3,1,4,3
15061916,0,2,2,2,4,3,3,1,2,2,4,3,3,1,4,0,0,3,1,0,2,4,4,2,1,0,2,2,0,2,3,3,3,1,4,0,1,0,1,2,0,1,3,0,2,1,2,1,4,3
15062138,0,2,1,2,3,4,2,0,4,3,4,4,4,NA,4,0,1,4,3,0,2,2,4,1,3,0,3,2,0,0,3,4,4,2,4,0,0,0,1,4,2,1,3,0,1,3,3,NA,4,4
15061946,2,1,0,1,3,4,4,1,1,2,4,4,4,0,4,0,1,4,0,0,2,3,3,0,4,0,3,1,0,3,3,4,3,0,4,0,2,0,1,4,0,1,4,0,2,4,3,0,4,4
15061676,0,2,2,2,4,3,3,1,2,2,4,3,3,1,4,0,0,3,1,0,2,4,4,2,1,0,2,2,0,2,3,3,3,1,4,0,1,0,1,3,0,1,3,0,2,1,2,1,4,3
15060536,0,2,1,3,2,4,2,2,2,1,4,4,4,0,4,1,1,4,1,0,3,2,3,0,2,2,0,2,1,2,1,2,4,1,2,0,3,1,0,4,0,3,3,1,3,2,1,0,2,4
15061391,0,1,1,1,4,4,2,1,3,3,3,4,4,0,4,0,2,3,2,0,2,1,4,0,0,1,2,2,0,1,3,4,3,1,3,0,1,1,0,4,0,1,4,0,3,1,2,0,3,4
15061662,1,2,0,1,4,4,2,0,2,1,3,2,2,0,4,0,1,4,1,1,3,3,4,2,4,1,2,1,0,2,4,4,4,1,3,0,3,1,0,4,0,0,4,0,1,2,4,2,3,4
15061228,0,1,1,3,4,4,2,2,2,1,3,4,4,0,2,1,3,2,2,0,0,2,3,0,4,0,3,2,0,0,3,2,3,1,4,1,3,2,0,4,0,1,3,1,2,3,2,0,4,4
15061356,0,2,1,2,2,3,1,0,4,1,4,2,2,1,3,1,1,4,1,0,2,3,3,3,1,1,2,1,1,2,1,1,3,1,3,0,2,1,1,3,0,3,3,1,2,2,1,0,3,4
15061963,0,1,1,1,4,4,2,1,3,3,3,4,4,0,4,0,2,3,2,0,2,2,4,0,0,1,2,2,0,1,3,4,3,1,3,0,1,1,0,4,0,1,4,0,3,1,2,0,3,4
15061338,0,2,1,2,3,4,2,0,4,3,4,4,4,0,4,0,1,4,3,0,2,2,4,0,4,0,3,2,0,0,3,4,4,2,4,0,0,0,0,4,2,1,3,0,1,3,3,0,4,4
15062331,0,2,1,2,2,NA,1,0,4,1,4,2,2,1,3,1,1,4,1,0,2,3,3,3,1,1,2,1,1,2,1,1,3,1,3,0,2,1,1,3,0,3,3,1,3,2,1,0,3,4
15062098,0,2,1,2,4,3,3,1,3,3,4,3,3,1,4,0,2,3,1,0,2,3,4,2,2,0,2,1,0,1,4,3,3,0,4,1,1,0,1,3,0,0,4,0,3,1,3,1,4,3
15062114,0,1,1,2,3,4,3,2,3,1,4,3,4,0,3,0,2,2,1,0,0,3,4,0,2,0,2,1,1,3,3,4,2,2,4,0,1,0,1,3,0,1,4,0,3,1,4,0,4,4
15062046,0,0,2,0,4,4,2,2,1,1,4,1,4,0,4,0,2,4,1,1,1,3,4,2,1,0,1,1,0,0,3,4,4,1,4,2,3,0,0,4,1,0,4,0,2,4,1,2,4,4
15062370,0,1,1,0,4,3,3,0,2,2,4,3,3,1,4,0,1,4,2,0,2,3,4,2,0,0,1,1,0,2,4,4,4,2,4,1,3,0,1,3,1,0,3,0,2,3,1,2,4,3
15061685,0,1,0,1,4,3,1,1,3,2,3,3,3,1,4,0,1,3,1,1,2,3,4,2,1,0,3,2,0,1,3,4,4,2,4,1,2,1,1,3,0,1,4,0,2,2,3,1,4,3
15061540,0,0,0,1,4,4,2,1,2,1,4,3,3,1,4,0,2,3,0,0,1,3,4,2,3,0,3,0,0,1,1,2,4,4,4,0,2,0,1,3,0,2,4,0,2,3,4,0,4,4
15061721,0,1,4,1,4,4,1,0,2,2,4,3,3,1,2,1,1,4,1,0,2,2,2,1,2,0,0,1,2,3,3,4,4,1,4,1,1,1,0,3,1,2,3,1,2,2,1,0,4,4
15062074,0,2,2,2,4,4,3,1,3,3,4,4,4,0,4,0,2,3,2,0,3,3,4,0,1,0,2,3,1,1,3,3,4,2,4,0,2,0,0,4,1,1,4,0,2,1,3,0,4,4
15062362,0,2,2,2,4,3,3,1,2,2,4,3,3,1,4,0,0,3,1,0,2,4,4,2,1,0,2,2,0,2,3,3,3,1,4,0,1,0,1,3,0,1,3,0,2,1,2,1,4,3
15061689,0,1,1,1,4,4,2,1,3,3,3,4,4,0,4,0,2,3,2,0,2,2,4,0,0,1,2,2,0,1,3,4,3,1,3,0,1,1,0,4,0,1,4,0,3,1,2,0,3,4
15061357,0,1,1,0,4,3,3,0,1,2,4,3,3,1,4,0,1,4,2,0,2,3,4,2,0,0,1,1,0,2,4,4,4,2,4,1,3,0,1,3,1,0,3,0,2,3,1,2,4,3
15061376,0,2,1,2,4,3,3,1,3,3,4,3,3,1,4,0,2,3,1,0,2,3,4,2,2,0,2,1,0,1,4,3,3,0,4,1,1,0,1,3,0,0,4,0,3,1,3,1,4,3
15061308,0,1,1,1,4,4,2,1,3,3,3,4,4,0,4,0,2,3,2,0,2,2,4,0,0,1,2,2,0,1,3,4,3,1,3,0,1,1,0,4,0,1,4,0,3,1,2,0,3,4
