Prefix,HCL_component,Models,Traits,Heritability
CBaya,C,BA,CBaya.C,0.6734319221393
CBaya,C,BA,CBaya.C,0.679348448912722
CBaya,C,BA,CBaya.C,0.677240654836262
CBaya,C,BA,CBaya.C,0.6660060124591
CBaya,C,BA,CBaya.C,0.65673707080837
CBaya,C,BA,CBaya.C,0.652796369995583
CBaya,C,BA,CBaya.C,0.612026176621067
CBaya,C,BA,CBaya.C,0.625768167201266
CBaya,C,BA,CBaya.C,0.598092579888945
CBaya,C,BA,CBaya.C,0.607960972044764
CBaya,C,BA,CBaya.C,0.640766883113029
CBaya,C,BA,CBaya.C,0.622727725868791
CBaya,C,BA,CBaya.C,0.614972540447179
CBaya,C,BA,CBaya.C,0.590787805789772
CBaya,C,BA,CBaya.C,0.599080687281902
CBaya,C,BA,CBaya.C,0.604411345035276
CBaya,C,BA,CBaya.C,0.585414896442097
CBaya,C,BA,CBaya.C,0.559464458740112
CBaya,C,BA,CBaya.C,0.57904599093274
CBaya,C,BA,CBaya.C,0.583578146559703
CBaya,C,BA,CBaya.C,0.552122808030639
CBaya,C,BA,CBaya.C,0.560101921079306
CBaya,C,BA,CBaya.C,0.543120029293299
CBaya,C,BA,CBaya.C,0.539880362456002
CBaya,C,BA,CBaya.C,0.524481359260402
CBaya,C,BA,CBaya.C,0.547654016920812
CBaya,C,BA,CBaya.C,0.553159422723667
CBaya,C,BA,CBaya.C,0.565493067605625
CBaya,C,BA,CBaya.C,0.572859281313897
CBaya,C,BA,CBaya.C,0.549015190391213
CBaya,C,BA,CBaya.C,0.554136521125508
CBaya,C,BA,CBaya.C,0.5627646406823
CBaya,C,BA,CBaya.C,0.550914931290949
CBaya,C,BA,CBaya.C,0.563854294219214
CBaya,C,BA,CBaya.C,0.54376798318018
CBaya,C,BA,CBaya.C,0.554579540796836
CBaya,C,BA,CBaya.C,0.557071398237329
CBaya,C,BA,CBaya.C,0.556426935702108
CBaya,C,BA,CBaya.C,0.579286803771013
CBaya,C,BA,CBaya.C,0.582769529207235
CBaya,C,BA,CBaya.C,0.562776484080269
CBaya,C,BA,CBaya.C,0.550963592122413
CBaya,C,BA,CBaya.C,0.556951827964538
CBaya,C,BA,CBaya.C,0.560522125136038
CBaya,C,BA,CBaya.C,0.591496447455257
CBaya,C,BA,CBaya.C,0.531200827138963
CBaya,C,BA,CBaya.C,0.572382595371758
CBaya,C,BA,CBaya.C,0.557789712391288
CBaya,C,BA,CBaya.C,0.564171169339907
CBaya,C,BA,CBaya.C,0.564298983599496
CBaya,C,BA,CBaya.C,0.556724957548529
CBaya,C,BA,CBaya.C,0.489056613204541
CBaya,C,BA,CBaya.C,0.531592291265005
CBaya,C,BA,CBaya.C,0.487436910049074
CBaya,C,BA,CBaya.C,0.484791478731424
CBaya,C,BA,CBaya.C,0.474321181427385
CBaya,C,BA,CBaya.C,0.487354021303771
CBaya,C,BA,CBaya.C,0.444637151024384
CBaya,C,BA,CBaya.C,0.436911377340425
CBaya,C,BA,CBaya.C,0.440628928848273
CBaya,C,BA,CBaya.C,0.486471115678499
CBaya,C,BA,CBaya.C,0.483310583325634
CBaya,C,BA,CBaya.C,0.44918487952864
CBaya,C,BA,CBaya.C,0.447560627685795
CBaya,C,BA,CBaya.C,0.449075156021415
CBaya,C,BA,CBaya.C,0.466099442685057
CBaya,C,BA,CBaya.C,0.440708247147389
CBaya,C,BA,CBaya.C,0.432073942142223
CBaya,C,BA,CBaya.C,0.434309702072963
CBaya,C,BA,CBaya.C,0.411420652755617
CBaya,C,BA,CBaya.C,0.419204478452658
CBaya,C,BA,CBaya.C,0.402523965370587
CBaya,C,BA,CBaya.C,0.396432796007902
CBaya,C,BA,CBaya.C,0.399691724487907
CBaya,C,BA,CBaya.C,0.372165179704258
CBaya,C,BA,CBaya.C,0.432428942806108
CBaya,C,BA,CBaya.C,0.367125095477099
CBaya,C,BA,CBaya.C,0.372521431128297
CBaya,C,BA,CBaya.C,0.369875206379424
CBaya,C,BA,CBaya.C,0.417299319924104
CBaya,C,BA,CBaya.C,0.384980213501431
CBaya,C,BA,CBaya.C,0.411856338225404
CBaya,C,BA,CBaya.C,0.407482807296972
CBaya,C,BA,CBaya.C,0.410711638120922
CBaya,C,BA,CBaya.C,0.429298499030145
CBaya,C,BA,CBaya.C,0.437746302560204
CBaya,C,BA,CBaya.C,0.437119007372371
CBaya,C,BA,CBaya.C,0.438352720078556
CBaya,C,BA,CBaya.C,0.412179223134759
CBaya,C,BA,CBaya.C,0.426689817292408
CBaya,C,BA,CBaya.C,0.454108619008654
CBaya,C,BA,CBaya.C,0.44333300076059
CBaya,C,BA,CBaya.C,0.456935559401158
CBaya,C,BA,CBaya.C,0.465851665842375
CBaya,C,BA,CBaya.C,0.427943360874412
CBaya,C,BA,CBaya.C,0.450851360409332
CBaya,C,BA,CBaya.C,0.443880627518273
CBaya,C,BA,CBaya.C,0.409920796852489
CBaya,C,BA,CBaya.C,0.44195013018925
CBaya,C,BA,CBaya.C,0.41957169310676
CBaya,C,BA,CBaya.C,0.428320876850379
CBaya,C,BA,CBaya.C,0.40797711370935
CBaya,C,BA,CBaya.C,0.429989554872555
CBaya,C,BA,CBaya.C,0.435549675600515
CBaya,C,BA,CBaya.C,0.442100669711385
CBaya,C,BA,CBaya.C,0.46614095976345
CBaya,C,BA,CBaya.C,0.430419568936261
CBaya,C,BA,CBaya.C,0.452103602549922
CBaya,C,BA,CBaya.C,0.416830762715057
CBaya,C,BA,CBaya.C,0.436794658314774
CBaya,C,BA,CBaya.C,0.431524059671404
CBaya,C,BA,CBaya.C,0.40613420530513
CBaya,C,BA,CBaya.C,0.405431175854372
CBaya,C,BA,CBaya.C,0.365252869820622
CBaya,C,BA,CBaya.C,0.412267886168777
CBaya,C,BA,CBaya.C,0.391695888249757
CBaya,C,BA,CBaya.C,0.387823210429634
CBaya,C,BA,CBaya.C,0.378306541974291
CBaya,C,BA,CBaya.C,0.38021809036347
CBaya,C,BA,CBaya.C,0.396826859295718
CBaya,C,BA,CBaya.C,0.370678699282259
CBaya,C,BA,CBaya.C,0.379229635776561
CBaya,C,BA,CBaya.C,0.391208311826208
CBaya,C,BA,CBaya.C,0.40334105559905
CBaya,C,BA,CBaya.C,0.380598525201332
CBaya,C,BA,CBaya.C,0.403403821670566
CBaya,C,BA,CBaya.C,0.386478352604248
CBaya,C,BA,CBaya.C,0.36907445433713
CBaya,C,BA,CBaya.C,0.346143228140311
CBaya,C,BA,CBaya.C,0.379273279194737
CBaya,C,BA,CBaya.C,0.339289327953808
CBaya,C,BA,CBaya.C,0.353731835302555
CBaya,C,BA,CBaya.C,0.351153969014534
CBaya,C,BA,CBaya.C,0.344936122753366
CBaya,C,BA,CBaya.C,0.354280316185452
CBaya,C,BA,CBaya.C,0.348972842029729
CBaya,C,BA,CBaya.C,0.342492821484392
CBaya,C,BA,CBaya.C,0.307445855267627
CBaya,C,BA,CBaya.C,0.340662647315891
CBaya,C,BA,CBaya.C,0.337420660626263
CBaya,C,BA,CBaya.C,0.341917464940267
CBaya,C,BA,CBaya.C,0.354314712325507
CBaya,C,BA,CBaya.C,0.301882923190012
CBaya,C,BA,CBaya.C,0.358055165758931
CBaya,C,BA,CBaya.C,0.329517532581646
CBaya,C,BA,CBaya.C,0.333400499097707
CBaya,C,BA,CBaya.C,0.349828301811527
CBaya,C,BA,CBaya.C,0.34769104793046
CBaya,C,BA,CBaya.C,0.352963297339435
CBaya,C,BA,CBaya.C,0.372182558224369
CBaya,C,BA,CBaya.C,0.345936485007158
CBaya,C,BA,CBaya.C,0.330930854295575
CBaya,C,BA,CBaya.C,0.36816347520883
CBaya,C,BA,CBaya.C,0.355241193422617
CBaya,C,BA,CBaya.C,0.328093804957741
CBaya,C,BA,CBaya.C,0.371450510405328
CBaya,C,BA,CBaya.C,0.349505911511277
CBaya,C,BA,CBaya.C,0.313574098664305
CBaya,C,BA,CBaya.C,0.310876703026593
CBaya,C,BA,CBaya.C,0.319081837920975
CBaya,C,BA,CBaya.C,0.303584968030417
CBaya,C,BA,CBaya.C,0.319763052950689
CBaya,C,BA,CBaya.C,0.312023354666497
CBaya,C,BA,CBaya.C,0.297541448956851
CBaya,C,BA,CBaya.C,0.319952441769421
CBaya,C,BA,CBaya.C,0.299011517729462
CBaya,C,BA,CBaya.C,0.334051920801709
CBaya,C,BA,CBaya.C,0.313137269092447
CBaya,C,BA,CBaya.C,0.346902322248411
CBaya,C,BA,CBaya.C,0.344320054367957
CBaya,C,BA,CBaya.C,0.327139300230894
CBaya,C,BA,CBaya.C,0.30281402169212
CBaya,C,BA,CBaya.C,0.296972816400821
CBaya,C,BA,CBaya.C,0.315692634577822
CBaya,C,BA,CBaya.C,0.311557952953168
CBaya,C,BA,CBaya.C,0.288422467115113
CBaya,C,BA,CBaya.C,0.31957090968329
CBaya,C,BA,CBaya.C,0.288412003770239
CBaya,C,BA,CBaya.C,0.31043355940328
CBaya,C,BA,CBaya.C,0.307162931834146
CBaya,C,BA,CBaya.C,0.281609621936366
CBaya,C,BA,CBaya.C,0.264662706933129
CBaya,C,BA,CBaya.C,0.292992310958271
CBaya,C,BA,CBaya.C,0.287405666403416
CBaya,C,BA,CBaya.C,0.286300350227058
CBaya,C,BA,CBaya.C,0.328010047088913
CBaya,C,BA,CBaya.C,0.305281125709429
CBaya,C,BA,CBaya.C,0.329021573962574
CBaya,C,BA,CBaya.C,0.294070956870643
CBaya,C,BA,CBaya.C,0.308936295576931
CBaya,C,BA,CBaya.C,0.340083445778434
CBaya,C,BA,CBaya.C,0.318972551786868
CBaya,C,BA,CBaya.C,0.316655303993988
CBaya,C,BA,CBaya.C,0.366623778375474
CBaya,C,BA,CBaya.C,0.344773030854839
CBaya,C,BA,CBaya.C,0.320794122293765
CBaya,C,BA,CBaya.C,0.338296847335685
CBaya,C,BA,CBaya.C,0.332381653167182
CBaya,C,BA,CBaya.C,0.33736183205303
CBaya,C,BA,CBaya.C,0.334255124659644
CBaya,C,BA,CBaya.C,0.314210384820372
CBaya,C,BA,CBaya.C,0.302067480283014
CBaya,C,BA,CBaya.C,0.302758653285649
CBaya,C,BA,CBaya.C,0.295437242853119
CBaya,C,BA,CBaya.C,0.313345592420778
CBaya,C,BA,CBaya.C,0.265115874703585
CBaya,C,BA,CBaya.C,0.255879322540633
CBaya,C,BA,CBaya.C,0.282106719305989
CBaya,C,BA,CBaya.C,0.297149321186114
CBaya,C,BA,CBaya.C,0.284900422576954
CBaya,C,BA,CBaya.C,0.271396178885502
CBaya,C,BA,CBaya.C,0.264005601031805
CBaya,C,BA,CBaya.C,0.256219876847284
CBaya,C,BA,CBaya.C,0.251392592261098
CBaya,C,BA,CBaya.C,0.278753138070071
CBaya,C,BA,CBaya.C,0.256693319961418
CBaya,C,BA,CBaya.C,0.256053665910886
CBaya,C,BA,CBaya.C,0.259201690384146
CBaya,C,BA,CBaya.C,0.261785123084317
CBaya,C,BA,CBaya.C,0.271713479080722
CBaya,C,BA,CBaya.C,0.253007065110278
CBaya,C,BA,CBaya.C,0.250783329629036
CBaya,C,BA,CBaya.C,0.257315008385287
CBaya,C,BA,CBaya.C,0.2485955172061
CBaya,C,BA,CBaya.C,0.237525905345661
CBaya,C,BA,CBaya.C,0.262914296196082
CBaya,C,BA,CBaya.C,0.259218223060971
CBaya,C,BA,CBaya.C,0.223388248333214
CBaya,C,BA,CBaya.C,0.219567210202051
CBaya,C,BA,CBaya.C,0.21241340207339
CBaya,C,BA,CBaya.C,0.216451401045152
CBaya,C,BA,CBaya.C,0.242571934408196
CBaya,C,BA,CBaya.C,0.225281986520714
CBaya,C,BA,CBaya.C,0.223578097322362
CBaya,C,BA,CBaya.C,0.254692150770548
CBaya,C,BA,CBaya.C,0.217441279688034
CBaya,C,BA,CBaya.C,0.218158094770188
CBaya,C,BA,CBaya.C,0.21614264014536
CBaya,C,BA,CBaya.C,0.238049014133844
CBaya,C,BA,CBaya.C,0.205995498798701
CBaya,C,BA,CBaya.C,0.209068613769714
CBaya,C,BA,CBaya.C,0.226553317770414
CBaya,C,BA,CBaya.C,0.240812030712505
CBaya,C,BA,CBaya.C,0.22750250235911
CBaya,C,BA,CBaya.C,0.216770352932541
CBaya,C,BA,CBaya.C,0.215866674256037
CBaya,C,BA,CBaya.C,0.190091382260878
CBaya,C,BA,CBaya.C,0.193577319464204
CBaya,C,BA,CBaya.C,0.21245081592827
CBaya,C,BA,CBaya.C,0.209511923204704
CBaya,C,BA,CBaya.C,0.227590293782012
CBaya,C,BA,CBaya.C,0.25335418041548
CBaya,C,BA,CBaya.C,0.246489096911384
CBaya,C,BA,CBaya.C,0.234373358475544
CBaya,C,BA,CBaya.C,0.207902850670298
CBaya,C,BA,CBaya.C,0.237656221206318
CBaya,C,BA,CBaya.C,0.225255340014214
CBaya,C,BA,CBaya.C,0.250516651222322
CBaya,C,BA,CBaya.C,0.235009599355652
CBaya,C,BA,CBaya.C,0.240174008948708
CBaya,C,BA,CBaya.C,0.245109083752216
CBaya,C,BA,CBaya.C,0.217755320405081
CBaya,C,BA,CBaya.C,0.22942321050736
CBaya,C,BA,CBaya.C,0.231193577336541
CBaya,C,BA,CBaya.C,0.240566275654976
CBaya,C,BA,CBaya.C,0.258935056520404
CBaya,C,BA,CBaya.C,0.250020683067713
CBaya,C,BA,CBaya.C,0.220252407388736
CBaya,C,BA,CBaya.C,0.257921482086232
CBaya,C,BA,CBaya.C,0.243638920606524
CBaya,C,BA,CBaya.C,0.249241475765555
CBaya,C,BA,CBaya.C,0.226425303871719
CBaya,C,BA,CBaya.C,0.242858367058251
CBaya,C,BA,CBaya.C,0.244985935032987
CBaya,C,BA,CBaya.C,0.233073177826816
CBaya,C,BA,CBaya.C,0.196673853014503
CBaya,C,BA,CBaya.C,0.1938044805777
CBaya,C,BA,CBaya.C,0.214771697830779
CBaya,C,BA,CBaya.C,0.220467927101966
CBaya,C,BA,CBaya.C,0.226262431473821
CBaya,C,BA,CBaya.C,0.223817755045973
CBaya,C,BA,CBaya.C,0.210981129554572
CBaya,C,BA,CBaya.C,0.204513035249821
CBaya,C,BA,CBaya.C,0.22410882960339
CBaya,C,BA,CBaya.C,0.209203611143894
CBaya,C,BA,CBaya.C,0.2266036949195
CBaya,C,BA,CBaya.C,0.219674556613813
CBaya,C,BA,CBaya.C,0.217153924016741
CBaya,C,BA,CBaya.C,0.195289557701975
CBaya,C,BA,CBaya.C,0.222825413498114
CBaya,C,BA,CBaya.C,0.198619797108069
CBaya,C,BA,CBaya.C,0.202495102811657
CBaya,C,BA,CBaya.C,0.2116174007679
CBaya,C,BA,CBaya.C,0.225519396939384
CBaya,C,BA,CBaya.C,0.212804911193818
CBaya,C,BA,CBaya.C,0.211988724844978
CBaya,C,BA,CBaya.C,0.20224029615662
CBaya,C,BA,CBaya.C,0.205580810447364
CBaya,C,BA,CBaya.C,0.183559314205964
CBaya,C,BA,CBaya.C,0.210602214393614
CBaya,C,BA,CBaya.C,0.219479305480301
CBaya,C,BA,CBaya.C,0.206542409655874
CBaya,C,BA,CBaya.C,0.199655443499918
CBaya,C,BA,CBaya.C,0.181497864289165
CBaya,C,BA,CBaya.C,0.189382837264848
CBaya,C,BA,CBaya.C,0.191707593319313
CBaya,C,BA,CBaya.C,0.192056204674889
CBaya,C,BA,CBaya.C,0.173402042080735
CBaya,C,BA,CBaya.C,0.192810629470714
CBaya,C,BA,CBaya.C,0.192536153711247
CBaya,C,BA,CBaya.C,0.192969802884629
CBaya,C,BA,CBaya.C,0.188266945455295
CBaya,C,BA,CBaya.C,0.182395514169612
CBaya,C,BA,CBaya.C,0.180982515531223
CBaya,C,BA,CBaya.C,0.179645374962849
CBaya,C,BA,CBaya.C,0.164676688416228
CBaya,C,BA,CBaya.C,0.17358459510718
CBaya,C,BA,CBaya.C,0.159051373194529
CBaya,C,BA,CBaya.C,0.162595266487895
CBaya,C,BA,CBaya.C,0.16048838716092
CBaya,C,BA,CBaya.C,0.154166725950146
CBaya,C,BA,CBaya.C,0.134505089193726
CBaya,C,BA,CBaya.C,0.137126692291108
CBaya,C,BA,CBaya.C,0.145663000431298
CBaya,C,BA,CBaya.C,0.142451762807756
CBaya,C,BA,CBaya.C,0.153928872258582
CBaya,C,BA,CBaya.C,0.164426788696503
CBaya,C,BA,CBaya.C,0.138942451034178
CBaya,C,BA,CBaya.C,0.156753537470395
CBaya,C,BA,CBaya.C,0.171399647524084
CBaya,C,BA,CBaya.C,0.162417321043713
CBaya,C,BA,CBaya.C,0.153486694772654
CBaya,C,BA,CBaya.C,0.155690164015513
CBaya,C,BA,CBaya.C,0.153104024461304
CBaya,C,BA,CBaya.C,0.155543334152652
CBaya,C,BA,CBaya.C,0.142823825706114
CBaya,C,BA,CBaya.C,0.141187699678065
CBaya,C,BA,CBaya.C,0.149174620128661
CBaya,C,BA,CBaya.C,0.143934112395899
CBaya,C,BA,CBaya.C,0.138805406796091
CBaya,C,BA,CBaya.C,0.128847134912492
CBaya,C,BA,CBaya.C,0.139503532433649
CBaya,C,BA,CBaya.C,0.140756910997092
CBaya,C,BA,CBaya.C,0.129845572724643
CBaya,C,BA,CBaya.C,0.132031922441518
CBaya,C,BA,CBaya.C,0.149246812117622
CBaya,C,BA,CBaya.C,0.158788206673008
CBaya,C,BA,CBaya.C,0.147962689180771
CBaya,C,BA,CBaya.C,0.156702933454419
CBaya,C,BA,CBaya.C,0.15367273729009
CBaya,C,BA,CBaya.C,0.156817501281157
CBaya,C,BA,CBaya.C,0.14456864648179
CBaya,C,BA,CBaya.C,0.155105331080618
CBaya,C,BA,CBaya.C,0.135198836617897
CBaya,C,BA,CBaya.C,0.145455584277418
CBaya,C,BA,CBaya.C,0.130182447029718
CBaya,C,BA,CBaya.C,0.135627117285016
CBaya,C,BA,CBaya.C,0.125270692057226
CBaya,C,BA,CBaya.C,0.128705473236206
CBaya,C,BA,CBaya.C,0.12423855662309
CBaya,C,BA,CBaya.C,0.130814377371672
CBaya,C,BA,CBaya.C,0.124156264049398
CBaya,C,BA,CBaya.C,0.124965814144504
CBaya,C,BA,CBaya.C,0.13892182731454
CBaya,C,BA,CBaya.C,0.135420362586924
CBaya,C,BA,CBaya.C,0.149777328517908
CBaya,C,BA,CBaya.C,0.147196660589504
CBaya,C,BA,CBaya.C,0.147244483512366
CBaya,C,BA,CBaya.C,0.140225627206092
CBaya,C,BA,CBaya.C,0.153619404040073
CBaya,C,BA,CBaya.C,0.147075957223791
CBaya,C,BA,CBaya.C,0.136856419580609
CBaya,C,BA,CBaya.C,0.151834155998822
CBaya,C,BA,CBaya.C,0.149716296246677
CBaya,C,BA,CBaya.C,0.181599415251109
CBaya,C,BA,CBaya.C,0.1896155849973
CBaya,C,BA,CBaya.C,0.175553442371451
CBaya,C,BA,CBaya.C,0.197458665264008
CBaya,C,BA,CBaya.C,0.186128393319812
CBaya,C,BA,CBaya.C,0.183067253975075
CBaya,C,BA,CBaya.C,0.194208340618939
CBaya,C,BA,CBaya.C,0.191890953095937
CBaya,C,BA,CBaya.C,0.185440938601632
CBaya,C,BA,CBaya.C,0.180301257250619
CBaya,C,BA,CBaya.C,0.201070232984666
CBaya,C,BA,CBaya.C,0.177373947747757
CBaya,C,BA,CBaya.C,0.183123059740306
CBaya,C,BA,CBaya.C,0.217993164202979
CBaya,C,BA,CBaya.C,0.212412329029366
CBaya,C,BA,CBaya.C,0.19179006270573
CBaya,C,BA,CBaya.C,0.220009440268017
CBaya,C,BA,CBaya.C,0.224609467406822
CBaya,C,BA,CBaya.C,0.233031510981356
CBaya,C,BA,CBaya.C,0.249857729945194
CBaya,C,BA,CBaya.C,0.235572686387916
CBaya,C,BA,CBaya.C,0.225879935960578
CBaya,C,BA,CBaya.C,0.224463158998147
CBaya,C,BA,CBaya.C,0.245519323066208
CBaya,C,BA,CBaya.C,0.231362330988742
CBaya,C,BA,CBaya.C,0.277803241586828
CBaya,C,BA,CBaya.C,0.255371478706619
CBaya,C,BA,CBaya.C,0.268423213879727
CBaya,C,BA,CBaya.C,0.276800508361463
CBaya,C,BA,CBaya.C,0.275031369400886
CBaya,C,BA,CBaya.C,0.279730465671939
CBaya,C,BA,CBaya.C,0.269805795055794
CBaya,C,BA,CBaya.C,0.292183486139505
CBaya,C,BA,CBaya.C,0.293340144967529
CBaya,C,BA,CBaya.C,0.25819215507781
CBaya,C,BA,CBaya.C,0.300638120294789
CBaya,C,BA,CBaya.C,0.275451717966411
CBaya,C,BA,CBaya.C,0.28062408145679
CBaya,C,BA,CBaya.C,0.293515390224902
CBaya,C,BA,CBaya.C,0.286884934309323
CBaya,C,BA,CBaya.C,0.310706598579587
CBaya,C,BA,CBaya.C,0.309140309799076
CBaya,C,BA,CBaya.C,0.31302252003217
CBaya,C,BA,CBaya.C,0.279827680336932
CBaya,C,BA,CBaya.C,0.316564357308792
CBaya,C,BA,CBaya.C,0.295089215576678
CBaya,C,BA,CBaya.C,0.309303609313863
CBaya,C,BA,CBaya.C,0.295019179554641
CBaya,C,BA,CBaya.C,0.279460994445812
CBaya,C,BA,CBaya.C,0.263547397454588
CBaya,C,BA,CBaya.C,0.263056399086807
CBaya,C,BA,CBaya.C,0.252871296702524
CBaya,C,BA,CBaya.C,0.259129108563494
CBaya,C,BA,CBaya.C,0.279470896797932
CBaya,C,BA,CBaya.C,0.269083595987356
CBaya,C,BA,CBaya.C,0.250452972890266
CBaya,C,BA,CBaya.C,0.237588598125304
CBaya,C,BA,CBaya.C,0.227723893064461
CBaya,C,BA,CBaya.C,0.246896534700689
CBaya,C,BA,CBaya.C,0.246731928856052
CBaya,C,BA,CBaya.C,0.223714987594587
CBaya,C,BA,CBaya.C,0.245409934248581
CBaya,C,BA,CBaya.C,0.225911012067463
CBaya,C,BA,CBaya.C,0.241476915057281
CBaya,C,BA,CBaya.C,0.251405482613326
CBaya,C,BA,CBaya.C,0.24916936012732
CBaya,C,BA,CBaya.C,0.252403859152076
CBaya,C,BA,CBaya.C,0.234475604086719
CBaya,C,BA,CBaya.C,0.207159322330163
CBaya,C,BA,CBaya.C,0.204078380127462
CBaya,C,BA,CBaya.C,0.207548750887794
CBaya,C,BA,CBaya.C,0.187962244418224
CBaya,C,BA,CBaya.C,0.192887621078928
CBaya,C,BA,CBaya.C,0.187251400640522
CBaya,C,BA,CBaya.C,0.203765119699198
CBaya,C,BA,CBaya.C,0.1991414724542
CBaya,C,BA,CBaya.C,0.209783716116558
CBaya,C,BA,CBaya.C,0.20198485931394
CBaya,C,BA,CBaya.C,0.192386652504219
CBaya,C,BA,CBaya.C,0.183083439081132
CBaya,C,BA,CBaya.C,0.18848710428361
CBaya,C,BA,CBaya.C,0.196039487067518
CBaya,C,BA,CBaya.C,0.201720236188448
CBaya,C,BA,CBaya.C,0.219466274957889
CBaya,C,BA,CBaya.C,0.183851640704012
CBaya,C,BA,CBaya.C,0.2199634139569
CBaya,C,BA,CBaya.C,0.206822595265953
CBaya,C,BA,CBaya.C,0.192351286799675
CBaya,C,BA,CBaya.C,0.20227076457024
CBaya,C,BA,CBaya.C,0.194530108206817
CBaya,C,BA,CBaya.C,0.191745071026406
CBaya,C,BA,CBaya.C,0.203346747919393
CBaya,C,BA,CBaya.C,0.197423666703229
CBaya,C,BA,CBaya.C,0.213999673674302
CBaya,C,BA,CBaya.C,0.208294555841602
CBaya,C,BA,CBaya.C,0.236008219670845
CBaya,C,BA,CBaya.C,0.227793063816357
CBaya,C,BA,CBaya.C,0.239521143898918
CBaya,C,BA,CBaya.C,0.241812725682519
CBaya,C,BA,CBaya.C,0.230362468054135
CBaya,C,BA,CBaya.C,0.222320079708427
CBaya,C,BA,CBaya.C,0.23537042653675
CBaya,C,BA,CBaya.C,0.229783874341734
CBaya,C,BA,CBaya.C,0.237275255159394
CBaya,C,BA,CBaya.C,0.206296360817431
CBaya,C,BA,CBaya.C,0.227379872603318
CBaya,C,BA,CBaya.C,0.217004841768356
CBaya,C,BA,CBaya.C,0.253168102602392
CBaya,C,BA,CBaya.C,0.237823988564795
CBaya,C,BA,CBaya.C,0.242970705580929
CBaya,C,BA,CBaya.C,0.222472884137887
CBaya,C,BA,CBaya.C,0.239158008670806
CBaya,C,BA,CBaya.C,0.253357727818036
CBaya,C,BA,CBaya.C,0.242355865909583
CBaya,C,BA,CBaya.C,0.253569541213545
CBaya,C,BA,CBaya.C,0.272644548641939
CBaya,C,BA,CBaya.C,0.261488231683329
CBaya,C,BA,CBaya.C,0.26757912720564
CBaya,C,BA,CBaya.C,0.264971359928131
CBaya,C,BA,CBaya.C,0.279989936233931
CBaya,C,BA,CBaya.C,0.274728221640876
CBaya,C,BA,CBaya.C,0.262426263682979
CBaya,C,BA,CBaya.C,0.266354373658571
CBaya,C,BA,CBaya.C,0.260414370066586
CBaya,C,BA,CBaya.C,0.265616212647271
CBaya,C,BA,CBaya.C,0.241172936309405
CBaya,C,BA,CBaya.C,0.245052072511845
CBaya,C,BA,CBaya.C,0.23738971596556
CBaya,C,BA,CBaya.C,0.243614332226175
CBaya,C,BA,CBaya.C,0.23252399905994
CBaya,C,BA,CBaya.C,0.21689353725026
CBaya,C,BA,CBaya.C,0.208305200485097
